season,beta,kappa,seed,start_month,moore,suit_thresh,latency_period,a_sd,a_local,a_long,cluster
2,1,500,0,4,2,0,3,150,25,75,10
1,1,1000,0,5,2,0,2,20,0,5,19
1,0,1000,1,3,3,0,2,150,0,0,9
2,2,500,0,5,2,0,3,100,25,150,15
1,0,500,1,4,2,0,2,25,15,0,5
2,2,500,0,5,3,0,2,200,400,0,14
2,1,500,0,5,2,0,3,150,75,100,15
1,0,1000,0,5,1,0,1,600,400,0,8
1,0,1000,1,3,2,0,2,150,50,0,5
2,2,1000,0,5,3,0,2,100,50,0,14
2,2,500,0,5,2,0,3,125,75,100,11
2,2,500,1,4,3,0,2,100,0,0,9
2,0,500,0,5,1,0,3,75,25,125,12
2,1,1000,0,5,2,0,3,600,200,400,15
1,0,1000,0,3,3,0,2,50,100,0,14
2,1,1000,0,5,3,0,3,125,50,25,13
2,1,1000,0,5,2,0,3,100,100,75,11
2,2,1000,0,4,2,0,3,150,75,75,10
2,2,500,0,4,3,0,3,400,600,400,1
2,2,500,0,4,3,0,3,50,50,125,1
2,1,1000,0,4,3,0,3,300,100,100,20
1,2,500,1,4,2,0,2,25,20,0,5
1,0,500,0,4,3,0,2,600,200,0,14
2,0,1000,0,3,1,0,3,300,0,50,19
1,1,1000,0,5,1,0,1,150,100,0,17
2,1,500,0,4,3,0,2,100,50,0,14
2,0,500,0,5,1,0,3,125,0,75,12
2,2,1000,0,5,2,0,3,125,0,150,11
2,1,1000,1,4,2,0,2,300,100,0,5
2,1,500,0,4,3,0,2,200,200,0,14
2,2,500,0,4,2,0,3,400,0,100,10
2,2,1000,0,4,3,0,2,150,100,0,14
1,1,500,0,5,1,0,1,150,100,0,17
2,1,1000,0,4,2,0,3,600,400,200,10
2,2,500,0,4,3,0,3,75,100,75,1
2,2,1000,0,5,2,0,3,125,50,50,11
2,1,500,0,4,2,0,3,400,100,200,10
1,1,500,0,4,3,0,2,100,50,0,14
2,2,1000,0,4,2,0,3,600,600,200,10
1,2,1000,0,5,2,0,2,25,0,5,19
2,0,500,0,5,1,0,3,600,0,600,12
2,1,1000,0,5,2,0,3,125,50,125,15
2,1,500,0,3,2,0,3,125,75,50,19
2,0,1000,1,3,3,0,2,150,0,0,9
1,2,500,0,3,3,0,2,400,400,0,14
1,0,500,0,5,3,0,2,600,0,0,2
2,2,1000,0,5,3,0,3,125,75,125,16
2,1,1000,0,5,3,0,3,125,0,125,16
2,2,1000,1,4,2,0,2,400,600,0,5
2,1,500,0,4,3,0,3,600,200,600,20
2,2,1000,0,4,3,0,3,200,100,50,1
2,0,1000,0,4,3,0,2,200,200,0,14
2,2,500,0,4,3,0,3,100,25,25,1
2,2,1000,0,3,2,0,3,125,25,50,19
2,0,500,0,5,1,0,3,125,25,125,12
2,0,1000,0,5,1,0,3,75,25,75,12
2,2,500,1,5,2,0,2,150,100,0,5
2,2,1000,0,5,2,0,3,75,0,75,11
2,1,1000,0,5,3,0,3,75,50,125,16
2,2,1000,0,3,2,0,3,75,100,50,19
1,2,1000,0,4,1,0,3,100,0,75,7
1,0,1000,0,4,3,0,2,200,0,0,2
1,1,500,1,4,2,0,2,150,50,0,5
2,1,1000,0,4,3,0,3,100,75,100,20
2,2,500,0,4,3,0,3,125,100,75,1
2,1,500,0,4,3,0,3,150,100,75,20
1,2,1000,0,4,1,0,3,100,0,125,7
1,1,500,0,4,3,0,2,50,100,0,14
2,2,500,0,4,3,0,3,125,25,75,1
2,2,500,0,5,3,0,2,400,600,0,14
2,2,1000,0,4,2,0,3,100,50,100,10
2,1,1000,0,4,3,0,3,125,25,150,20
2,1,500,0,5,3,0,3,200,100,100,16
2,2,1000,0,4,3,0,3,200,50,50,1
2,2,500,0,4,2,0,3,75,100,100,10
2,1,500,0,4,3,0,2,50,100,0,14
1,2,500,0,4,2,0,1,150,0,0,6
2,2,500,0,4,2,0,3,400,0,600,10
2,1,500,1,4,2,0,2,150,50,0,5
1,0,500,0,3,3,0,2,300,0,0,2
2,0,1000,0,4,3,0,2,200,0,0,2
2,2,1000,1,4,2,0,2,200,400,0,5
2,2,1000,0,4,2,0,3,125,100,50,10
