2004,26016,27753,5402,1282,326,44
2005,23626,27364,15085,1197,309,327
2006,24859,27738,14024,757,234,90
2007,25475,30851,13472,930,218,97
2008,27865,29802,18399,733,284,257
2009,27469,32950,12786,757,2428,130
2010,30417,31777,2395,928,2119,538
2011,32695,32812,11847,2786,1488,203
2012,37868,38880,7375,1654,5026,206
2013,36277,39578,3978,2087,6686,1746
