season,beta,kappa,seed,start_month,moore,suit_thresh,latency_period,a_sd,a_local,a_long,cluster
season,beta,kappa,seed,start_month,moore,suit_thresh,latency_period,a_sd,a_local,a_long,CLU7
1,1,1000,0,5,2,0,2,20,0,5,K
1,0,1000,0,5,1,0,1,600,400,0,L
2,0,1000,0,3,1,0,3,300,0,50,K
1,1,1000,0,5,1,0,1,150,100,0,L
1,1,500,0,5,1,0,1,150,100,0,L
1,2,1000,0,5,2,0,2,25,0,5,K
2,1,500,0,3,2,0,3,125,75,50,K
2,2,1000,0,3,2,0,3,125,25,50,K
2,2,1000,0,3,2,0,3,75,100,50,K
1,2,1000,0,4,1,0,3,100,0,75,K
1,2,1000,0,4,1,0,3,100,0,125,K
2,1,1000,0,3,3,0,3,75,100,25,K
1,2,500,0,4,1,0,3,150,0,100,K
1,2,500,0,5,1,0,2,75,0,25,K
1,2,500,0,4,1,0,3,75,0,125,K
1,1,500,0,4,1,0,3,400,0,150,K
2,2,500,0,5,1,0,1,600,400,0,L
1,1,1000,0,4,1,0,3,600,0,400,K
2,2,500,1,4,1,0,3,200,0,50,K
1,1,1000,0,4,1,0,3,125,0,75,K
1,1,500,0,4,1,0,3,600,0,400,K
1,1,1000,0,4,1,0,3,400,0,150,K
1,1,500,0,5,2,0,3,75,0,25,K
1,2,1000,0,4,1,0,3,200,0,200,K
1,1,1000,0,5,1,0,2,150,0,25,K
1,1,500,0,5,2,0,3,25,0,150,K
1,2,500,0,5,2,0,2,25,0,10,K
1,2,500,0,5,2,0,3,50,0,25,K
2,0,500,0,3,1,0,3,25,0,125,K
2,1,500,0,5,1,0,2,75,0,25,K
2,2,500,0,3,2,0,3,75,75,25,K
1,2,500,0,5,1,0,1,200,200,0,L
2,1,1000,0,5,1,0,1,200,50,0,L
1,0,500,0,5,1,0,1,200,100,0,L
2,2,500,1,4,1,0,3,125,0,50,K
2,1,1000,0,5,1,0,1,200,200,0,L
2,2,500,0,3,1,0,2,25,0,5,K
1,2,500,0,4,1,0,3,300,0,50,K
2,2,1000,0,5,1,0,1,600,400,0,L
2,0,1000,0,5,1,0,1,300,50,0,L
1,2,500,0,4,1,0,3,300,0,200,K
2,1,500,1,4,1,0,3,75,0,25,K
1,2,500,0,4,1,0,3,50,0,200,K
1,1,500,0,5,1,0,3,150,25,125,K
1,2,500,0,5,1,0,3,125,25,125,K
1,1,500,0,5,1,0,1,400,200,0,L
1,2,1000,0,4,1,0,3,150,0,125,K
1,1,1000,0,5,1,0,3,125,25,150,K
1,1,1000,0,4,1,0,3,50,0,100,K
2,0,500,0,3,1,0,3,400,0,150,K
1,2,500,0,4,1,0,3,100,0,100,K
2,2,1000,1,5,1,0,2,20,0,10,K
1,1,1000,0,5,1,0,1,400,200,0,L
2,0,500,0,3,1,0,3,300,0,50,K
2,2,500,1,4,1,0,3,150,0,50,K
1,1,1000,0,5,1,0,1,100,100,0,L
1,1,1000,0,4,1,0,3,75,0,150,K
