season,beta,kappa,seed,start_month,moore,suit_thresh,latency_period,a_sd,a_local,a_long,cluster
1,1,1000,0,5,2,0,2,20,0,5,M
2,0,1000,0,3,1,0,3,300,0,50,N
1,2,1000,0,5,2,0,2,25,0,5,M
2,1,500,0,3,2,0,3,125,75,50,N
2,2,1000,0,3,2,0,3,125,25,50,N
2,2,1000,0,3,2,0,3,75,100,50,N
1,2,1000,0,4,1,0,3,100,0,75,M
1,2,1000,0,4,1,0,3,100,0,125,M
2,1,1000,0,3,3,0,3,75,100,25,N
1,2,500,0,4,1,0,3,150,0,100,M
1,2,500,0,5,1,0,2,75,0,25,M
1,2,500,0,4,1,0,3,75,0,125,M
1,1,500,0,4,1,0,3,400,0,150,M
1,1,1000,0,4,1,0,3,600,0,400,M
2,2,500,1,4,1,0,3,200,0,50,M
1,1,1000,0,4,1,0,3,125,0,75,M
1,1,500,0,4,1,0,3,600,0,400,M
1,1,1000,0,4,1,0,3,400,0,150,M
1,1,500,0,5,2,0,3,75,0,25,M
1,2,1000,0,4,1,0,3,200,0,200,M
1,1,1000,0,5,1,0,2,150,0,25,M
1,1,500,0,5,2,0,3,25,0,150,M
1,2,500,0,5,2,0,2,25,0,10,M
1,2,500,0,5,2,0,3,50,0,25,M
2,0,500,0,3,1,0,3,25,0,125,N
2,1,500,0,5,1,0,2,75,0,25,M
2,2,500,0,3,2,0,3,75,75,25,N
2,2,500,1,4,1,0,3,125,0,50,M
2,2,500,0,3,1,0,2,25,0,5,M
1,2,500,0,4,1,0,3,300,0,50,M
1,2,500,0,4,1,0,3,300,0,200,M
2,1,500,1,4,1,0,3,75,0,25,M
1,2,500,0,4,1,0,3,50,0,200,M
1,1,500,0,5,1,0,3,150,25,125,M
1,2,500,0,5,1,0,3,125,25,125,M
1,2,1000,0,4,1,0,3,150,0,125,M
1,1,1000,0,5,1,0,3,125,25,150,M
1,1,1000,0,4,1,0,3,50,0,100,M
2,0,500,0,3,1,0,3,400,0,150,N
1,2,500,0,4,1,0,3,100,0,100,M
2,2,1000,1,5,1,0,2,20,0,10,M
2,0,500,0,3,1,0,3,300,0,50,N
2,2,500,1,4,1,0,3,150,0,50,M
1,1,1000,0,4,1,0,3,75,0,150,M
1,2,500,0,4,1,0,3,125,0,150,M
1,2,1000,0,5,1,0,2,100,0,25,M
2,0,1000,0,3,1,0,3,75,0,25,N
2,2,1000,0,3,2,0,3,150,50,25,N
1,2,1000,0,4,1,0,3,300,0,150,M
1,1,1000,0,5,2,0,3,50,0,50,M
2,1,1000,1,5,1,0,2,15,0,5,M
1,1,1000,0,5,1,0,2,125,0,25,M
1,1,1000,0,4,1,0,3,150,0,75,M
2,2,1000,1,4,1,0,3,300,0,50,M
2,1,500,1,4,1,0,3,100,0,75,M
2,2,500,0,3,2,0,3,150,100,25,N
2,1,1000,1,4,1,0,3,75,0,50,M
2,0,500,0,3,1,0,3,75,0,125,N
2,1,500,0,3,1,0,2,20,0,5,M
1,2,500,0,4,1,0,3,200,0,150,M
2,2,1000,0,3,1,0,2,25,0,10,M
2,0,1000,0,3,1,0,3,200,0,50,N
2,2,500,1,5,1,0,2,20,0,5,M
1,2,500,0,5,2,0,3,25,0,75,M
1,2,1000,0,4,1,0,3,300,0,100,M
1,1,500,0,5,1,0,2,100,0,25,M
2,1,500,0,5,1,0,2,100,0,25,M
2,1,1000,1,4,1,0,3,400,0,50,M
1,1,1000,0,4,1,0,3,75,0,100,M
1,1,1000,0,5,2,0,2,20,0,10,M
1,2,500,0,4,1,0,3,125,0,100,M
2,0,1000,0,3,1,0,3,75,0,75,N
2,0,500,0,3,1,0,3,150,0,50,N
2,2,500,1,4,1,0,3,300,0,50,M
1,1,1000,0,4,1,0,3,50,0,150,M
1,2,500,0,4,1,0,3,100,0,150,M
2,0,500,0,3,1,0,3,400,0,100,N
2,2,500,0,3,1,0,2,25,0,10,M
1,2,1000,0,5,2,0,3,50,0,100,M
1,2,500,0,4,1,0,3,200,0,600,M
2,2,500,1,5,1,0,2,20,0,10,M
2,0,1000,0,3,1,0,3,125,0,50,N
2,0,500,0,3,1,0,3,25,0,50,N
1,2,500,0,4,1,0,3,200,0,100,M
2,2,1000,0,3,1,0,2,25,0,15,M
2,2,1000,1,4,1,0,3,150,0,50,M
1,2,500,0,4,1,0,3,200,0,50,M
2,2,500,0,3,2,0,3,150,100,75,N
1,1,500,0,4,1,0,3,600,0,200,M
1,2,1000,0,4,1,0,3,200,0,400,M
2,1,500,1,4,1,0,3,100,0,25,M
2,0,500,0,3,1,0,3,50,0,125,N
2,1,1000,0,3,2,0,3,125,75,25,N
1,2,1000,0,4,1,0,3,150,0,200,M
1,1,1000,0,4,1,0,3,600,0,200,M
2,2,1000,0,3,2,0,3,50,100,75,N
1,2,500,0,4,1,0,3,50,0,125,M
1,1,1000,0,4,1,0,3,400,0,100,M
1,1,500,0,4,1,0,3,400,0,100,M
2,1,500,1,5,1,0,2,25,0,5,M
2,2,1000,1,4,1,0,3,125,0,50,M
1,1,500,0,4,1,0,3,100,0,75,M
1,1,1000,0,4,1,0,3,400,0,600,M
2,0,500,0,3,1,0,3,200,0,50,N
1,1,500,0,4,1,0,3,400,0,600,M
2,2,1000,0,3,2,0,3,125,50,25,N
1,2,500,0,4,1,0,3,150,0,150,M
2,0,1000,0,3,1,0,3,150,0,50,N
2,2,1000,0,3,2,0,3,75,75,25,N
2,2,1000,1,5,1,0,2,15,0,10,M
2,0,500,0,3,1,0,3,50,0,50,N
2,1,1000,1,4,1,0,3,100,0,50,M
1,2,1000,0,4,1,0,3,125,0,125,M
1,1,500,0,4,1,0,2,25,0,5,M
2,2,1000,0,3,2,0,3,150,100,25,N
2,2,1000,1,4,1,0,3,200,0,50,M
2,0,500,0,3,1,0,3,125,0,50,N
2,2,1000,1,4,1,0,3,50,0,25,M
2,1,500,1,4,1,0,3,75,0,75,M
1,2,500,0,4,1,0,3,150,0,50,M
1,1,1000,0,4,1,0,2,25,0,10,M
2,2,500,0,3,2,0,3,50,100,75,N
1,2,1000,0,4,1,0,3,100,0,200,M
1,2,500,0,5,2,0,3,50,0,75,M
2,1,500,0,3,1,0,2,25,0,20,M
1,1,500,0,5,2,0,3,25,0,100,M
1,1,500,0,5,1,0,3,100,25,125,M
1,2,500,0,4,1,0,3,600,0,200,M
2,0,500,0,3,1,0,3,400,0,50,N
2,0,1000,0,3,1,0,3,100,0,50,N
