cell,is_city,city,mapspam,population
623192,0,NaN,0.0,44881.0
623193,0,NaN,25.4,17328.0
623194,0,NaN,114.8,13035.0
623195,0,NaN,5293.499999999999,46380.0
623196,0,NaN,424.4,13094.0
623197,0,NaN,1809.0,40394.0
623198,0,NaN,6593.0,102933.0
623199,0,NaN,1547.4,31488.0
623200,0,NaN,148.6,38468.0
623201,0,NaN,6078.399999999999,197565.0
623202,0,NaN,10.0,5063.0
623203,0,NaN,167.8,16479.0
623204,0,NaN,143.2,3896.0
623205,0,NaN,227.6,17161.0
623206,0,NaN,2198.2,52583.0
623207,0,NaN,5772.5,10549.0
623208,0,NaN,5317.7,16174.0
623209,0,NaN,7600.0,18704.0
623210,0,Vientiane,7386.400000000001,11448.0
623211,0,Vientiane,26712.100000000002,254044.0
623212,0,Vientiane,21104.4,66786.0
623213,0,NaN,10755.1,82134.0
623214,0,NaN,6715.2,76286.0
623215,0,NaN,7079.0,65229.0
623216,0,NaN,5310.9,46654.0
623217,0,NaN,7876.5,50942.0
623218,0,NaN,2731.2,14839.0
623219,0,NaN,3816.7999999999997,19027.0
623220,0,NaN,2045.6999999999998,13128.0
623221,0,NaN,2500.7,4766.0
623222,0,Vinh,18.0,76.0
623223,0,Vinh,8764.500000000002,57563.0
623224,0,Vinh,15110.1,21638.0
623225,0,NaN,15991.2,119613.0
623226,0,NaN,11841.0,94774.0
492172,0,NaN,68.3,395.0
492173,0,NaN,4338.4,10023.0
492174,0,NaN,7049.900000000001,22631.0
492175,0,NaN,640.9,4530.0
492176,0,NaN,1198.3,6642.0
492177,0,NaN,1158.8000000000002,14047.0
492178,0,NaN,1224.4,43390.0
492179,0,NaN,3757.0,113614.0
492180,0,NaN,5831.299999999999,179722.0
492181,0,NaN,4240.400000000001,241624.0
492182,0,NaN,3967.5,270175.0
492183,0,NaN,5559.9,247292.0
492184,0,NaN,1268.1000000000001,63313.0
623282,0,NaN,0.0,10695.0
623283,0,NaN,78836.90000000001,392015.0
623284,0,NaN,22512.8,38181.0
623285,0,NaN,5366.6,11985.0
623286,0,NaN,48013.2,31880.0
623287,0,NaN,20825.2,104258.0
623288,0,NaN,7835.700000000002,15115.0
623289,0,NaN,119.8,2592.0
623290,0,NaN,0.0,422.0
492224,0,NaN,0.0,0.0
492238,0,NaN,0.0,105.0
492239,0,Ujungpandang,6483.299999999999,110791.0
492240,0,NaN,1853.6,128837.0
492241,0,NaN,2587.6000000000004,85076.0
492242,0,NaN,7359.0,166835.0
492246,0,NaN,0.0,2910.0
492247,0,NaN,1283.8,37923.0
492248,0,NaN,1403.4999999999998,75534.0
492249,0,NaN,146.8,12199.0
492250,0,NaN,0.0,5302.0
492251,0,NaN,741.5,105457.0
492252,0,NaN,233.3,14828.0
492253,0,NaN,476.7,49944.0
492280,0,NaN,0.0,6032.0
492287,0,NaN,0.0,385.0
492288,0,NaN,0.0,0.0
492303,0,NaN,0.0,0.0
492304,0,NaN,1.0,63.0
492305,0,NaN,13.4,680.0
492306,0,NaN,58.900000000000006,865.0
492307,0,NaN,68.8,259.0
492308,0,NaN,720.9000000000001,62203.0
492309,0,NaN,42.09999999999999,71.0
492310,0,NaN,48.099999999999994,82.0
492311,0,NaN,31.500000000000004,245.0
492312,0,NaN,23.4,1267.0
492313,0,NaN,19.5,2285.0
492314,0,NaN,17.400000000000002,2381.0
492315,0,NaN,20.6,2751.0
492316,0,NaN,48.4,9388.0
492317,0,NaN,44.099999999999994,4852.0
492318,0,NaN,214.9,8558.0
492319,0,NaN,16.8,3889.0
492320,0,NaN,11.5,12206.0
492321,0,NaN,183.2,17192.0
492322,0,NaN,11.6,15232.0
492323,0,NaN,11.4,6262.0
492324,0,NaN,103.4,3373.0
639128,0,NaN,418.9,3445.0
656275,0,Rajshahi,12680.3,318939.0
656276,0,Rajshahi,29364.3,777719.0
656277,0,NaN,20726.9,1049211.0
656278,0,NaN,17974.3,747197.0
656279,0,NaN,8437.800000000001,620038.0
656280,0,Dhaka,16162.2,822187.0
656281,0,Dhaka,20034.9,1220971.0
656282,0,Dhaka,31199.399999999998,8990104.0
656283,0,Dhaka,25765.1,1920045.0
656284,0,Dhaka,10450.6,1139567.0
656285,0,NaN,4637.4,1242255.0
656286,0,NaN,39672.6,29609.0
656294,0,NaN,1025.7,817.0
656295,0,NaN,459.20000000000005,2990.0
656296,0,NaN,173.4,2279.0
656297,0,NaN,1843.4,40704.0
656298,0,NaN,716.6999999999999,3544.0
656299,0,NaN,1177.8000000000002,4910.0
656300,0,NaN,264.0,3661.0
656301,0,NaN,1522.6,8813.0
656302,0,NaN,5562.1,49659.0
656303,0,NaN,5966.0,123096.0
656304,0,NaN,6219.5,50732.0
656305,0,NaN,5331.099999999999,51261.0
656306,0,NaN,6033.7,27618.0
656307,0,NaN,458.40000000000003,3439.0
656308,0,NaN,0.0,3889.0
656309,0,NaN,326.1,15810.0
656310,0,NaN,0.0,5385.0
656311,0,NaN,12238.8,128010.0
656312,0,NaN,9515.599999999999,50804.0
656313,0,NaN,1571.7,8323.0
656314,0,NaN,1139.8,10717.0
656315,0,NaN,2733.7999999999993,34654.0
656316,0,NaN,11850.900000000001,1649.0
525270,0,NaN,2773.7999999999997,43858.0
525271,0,NaN,5171.7,102074.0
525272,0,NaN,7883.9,66307.0
525276,0,NaN,0.0,1636.0
525277,0,NaN,0.0,1813.0
525278,0,NaN,3687.1000000000004,6186.0
525279,0,NaN,2395.5,29528.0
525280,0,NaN,4989.5,77696.0
525281,0,NaN,1229.9,65993.0
525282,0,NaN,0.0,67857.0
525283,0,NaN,0.0,13149.0
525284,0,NaN,23.7,2143.0
525285,0,Pekanbaru,89.8,21784.0
525286,0,Pekanbaru,195.00000000000003,36181.0
525287,0,Pekanbaru,357.7,9907.0
525288,0,NaN,38.1,4650.0
525289,0,NaN,792.8000000000001,14648.0
525290,0,NaN,299.5,7923.0
525291,0,NaN,285.1,30271.0
525292,0,NaN,332.2,17329.0
525293,0,NaN,0.0,1125.0
525294,0,NaN,203.20000000000002,153372.0
525295,0,NaN,0.0,0.0
525296,0,NaN,51.8,272659.0
525297,0,NaN,88.5,728185.0
525298,0,NaN,83.5,48737.0
525299,0,NaN,68.0,3299.0
525300,0,NaN,0.0,1.0
525311,0,NaN,0.0,1429.0
525316,0,NaN,1502.9,87446.0
525317,0,NaN,1113.3,75287.0
525318,0,NaN,430.9,16835.0
525319,0,NaN,812.6999999999999,64255.0
525320,0,NaN,461.1,11974.0
525321,0,NaN,270.1,1996.0
525322,0,Kuching,0.0,14335.0
525323,0,Kuching,0.0,42356.0
525324,0,NaN,0.0,17545.0
525325,0,NaN,20.3,5779.0
525326,0,NaN,14.1,31702.0
525327,0,NaN,0.0,18689.0
525328,0,NaN,115.9,24556.0
525329,0,NaN,80.19999999999999,3299.0
525330,0,NaN,980.0000000000001,1950.0
525331,0,NaN,196.4,2219.0
525332,0,NaN,20.200000000000003,1760.0
525333,0,NaN,2.8,254.0
525334,0,NaN,39.3,1741.0
525335,0,NaN,51.599999999999994,1284.0
525336,0,NaN,25.6,323.0
525337,0,NaN,23.700000000000003,106.0
525338,0,NaN,0.0,562.0
525339,0,NaN,0.0,2358.0
525340,0,NaN,25.3,2915.0
525341,0,NaN,0.0,2699.0
525342,0,NaN,0.0,12411.0
525343,0,NaN,0.0,1965.0
525344,0,NaN,0.0,325.0
525345,0,NaN,0.0,46.0
525346,0,NaN,0.0,189.0
525347,0,NaN,9.2,1612.0
525348,0,NaN,128.8,8594.0
525349,0,NaN,261.8,5342.0
525350,0,NaN,281.2,3062.0
525351,0,NaN,498.79999999999995,3236.0
525352,0,NaN,392.4,7183.0
525353,0,NaN,17.4,1703.0
525354,0,NaN,0.0,3764.0
525355,0,NaN,0.0,2032.0
525356,0,NaN,201.7,889.0
525363,0,NaN,3.1,178.0
525364,0,NaN,181.3,69219.0
525365,0,NaN,56.7,14417.0
525366,0,NaN,322.2,50412.0
525367,0,NaN,93.5,24322.0
525368,0,NaN,28.5,9699.0
525369,0,NaN,56.2,10384.0
525370,0,NaN,8.399999999999999,5062.0
525378,0,NaN,540.0,102136.0
525379,0,NaN,5795.299999999999,183417.0
525380,0,NaN,9471.2,320465.0
525381,0,NaN,0.0,1039.0
525390,0,NaN,0.0,44650.0
525391,0,NaN,0.0,44067.0
525392,0,NaN,70.10000000000001,42215.0
525393,0,NaN,46.0,7477.0
525394,0,NaN,0.0,261.0
525395,0,NaN,0.0,1249.0
562717,0,NaN,64.0,26349.0
558399,0,NaN,0.0,4599.0
558400,0,NaN,3584.9,94492.0
558401,0,NaN,1865.3,58367.0
558402,0,NaN,6703.8,101801.0
558403,0,NaN,10253.5,117391.0
558404,0,NaN,7645.5,78568.0
558405,0,NaN,2867.6000000000004,183415.0
558406,0,NaN,3951.3,196647.0
558407,0,NaN,881.2,21231.0
558467,0,NaN,0.0,13354.0
558468,0,NaN,0.0,68989.0
558469,0,NaN,0.0,10364.0
558470,0,NaN,0.0,286.0
558474,0,NaN,0.0,285.0
558475,0,NaN,0.0,807.0
558488,0,Zamboanga,2103.0,26925.0
558489,1,Zamboanga,2569.6,653672.0
558490,0,Zamboanga,0.0,549.0
558496,0,NaN,0.0,1464.0
558497,0,NaN,3492.7000000000003,34418.0
558498,0,NaN,2122.4,160766.0
558499,0,NaN,3798.3999999999996,329045.0
558500,0,NaN,9920.5,243170.0
558501,0,Davao,13300.1,151147.0
558502,0,Davao,9237.6,218914.0
558503,0,Davao,272.9,3585.0
558504,0,Davao,0.0,15077.0
558505,0,Davao,8864.9,230179.0
558506,0,NaN,1203.8,50676.0
591512,0,NaN,0.0,43.0
591513,0,NaN,6.7,47.0
591514,0,NaN,6.7,1799.0
591515,0,NaN,886.9,18680.0
591516,0,NaN,425.0,9234.0
591517,0,NaN,0.0,1240.0
591518,0,NaN,0.0,264.0
591519,0,NaN,1437.8,10799.0
591520,0,NaN,5545.799999999999,90210.0
591524,0,NaN,953.9,163527.0
591525,0,NaN,1294.5,208866.0
591526,0,NaN,2630.8,126241.0
591527,0,NaN,643.4,42779.0
591528,0,NaN,2154.7,58869.0
591529,0,NaN,1125.6,163225.0
591530,0,NaN,2095.5,43739.0
591531,0,NaN,1101.7,22540.0
591532,0,NaN,44.9,46092.0
591533,0,NaN,132.1,11154.0
591534,0,NaN,1473.6999999999998,52627.0
591535,0,NaN,2998.5,108714.0
591536,0,NaN,3472.8,150349.0
591537,0,NaN,427.9,56915.0
591538,0,NaN,17.5,9998.0
591539,0,NaN,0.0,12903.0
591540,0,NaN,2870.9999999999995,78068.0
591541,0,NaN,2968.9000000000005,72982.0
591542,0,NaN,0.0,16040.0
591543,0,NaN,0.0,1473.0
591544,0,NaN,129.1,28435.0
591545,0,NaN,2990.6,58059.0
591546,0,NaN,175.7,17080.0
591547,0,NaN,244.69999999999996,7685.0
591548,0,NaN,297.5,5195.0
591549,0,NaN,256.8,3934.0
591550,0,NaN,181.49999999999997,2779.0
591551,0,NaN,3776.6000000000004,14226.0
591552,0,NaN,13181.900000000001,200232.0
591553,0,NaN,32630.599999999995,456453.0
591554,0,NaN,41421.99999999999,213610.0
591555,0,NaN,8644.199999999999,54720.0
591556,0,NaN,5576.6,42883.0
591557,0,NaN,24456.4,261257.0
591558,0,NaN,40.00000000000001,22144.0
591604,0,NaN,2913.7,38744.0
591605,0,NaN,2617.4,64941.0
591606,0,NaN,3083.3,52796.0
591607,0,NaN,598.7,43517.0
591608,0,NaN,0.0,51.0
591609,0,NaN,445.0,36537.0
591610,0,NaN,173.8,16196.0
591611,0,NaN,0.0,7225.0
591613,0,NaN,0.0,1147.0
591614,0,NaN,3628.1000000000004,17970.0
591615,0,NaN,2664.9,51219.0
591616,0,NaN,2345.2,115314.0
591617,0,NaN,828.6,68320.0
591618,0,NaN,102.7,68098.0
591619,0,NaN,0.0,43611.0
591620,0,NaN,1299.1,83873.0
591621,0,NaN,174.4,64927.0
591622,0,NaN,0.0,13.0
460560,0,NaN,0.0,18.0
460561,0,NaN,959.0,2400.0
460562,0,NaN,496.4,6193.0
460563,0,NaN,2478.5999999999995,11738.0
460564,0,NaN,118.0,1752.0
460574,0,NaN,68.4,4909.0
460575,0,NaN,263.1,308199.0
460576,0,NaN,1128.1000000000001,73509.0
460577,0,NaN,447.8,47803.0
460578,0,NaN,164.2,30436.0
460579,0,NaN,2.2,182.0
624616,0,NaN,0.0,0.0
624618,0,NaN,1573.1999999999998,81647.0
624619,0,NaN,0.0,179.0
624620,0,NaN,2007.5,933.0
624621,0,NaN,22719.5,169482.0
624622,0,NaN,7406.4,209848.0
624623,0,NaN,7643.6,325829.0
624624,0,NaN,3314.0,22032.0
624625,0,NaN,1036.4,515.0
624626,0,NaN,7230.0,113826.0
624627,0,NaN,14138.1,167191.0
624628,0,NaN,1162.1,17178.0
624629,0,NaN,0.0,1062.0
624630,0,NaN,303.7,1492.0
624631,0,NaN,16.8,929.0
624632,0,NaN,35.8,20861.0
624633,0,NaN,0.7,5543.0
624634,0,NaN,2129.4,21726.0
624635,0,NaN,4901.7,82038.0
624636,0,NaN,4944.300000000001,116885.0
624637,0,NaN,870.8,30443.0
624638,0,NaN,7283.2,191740.0
624639,0,NaN,4046.7000000000003,103740.0
624640,0,NaN,488.20000000000005,11419.0
624641,0,NaN,3359.7999999999997,72510.0
624642,0,NaN,1231.0,35618.0
624643,0,NaN,714.0,27367.0
624644,0,NaN,105.49999999999999,5283.0
624645,0,NaN,667.6999999999999,13760.0
624646,0,NaN,1377.6000000000001,19494.0
624647,0,NaN,1617.9,12984.0
624648,0,NaN,7025.400000000001,6470.0
624649,0,NaN,8841.599999999999,4539.0
624650,0,Vientiane,14509.6,77627.0
624651,0,Vientiane,14166.400000000001,119919.0
624652,0,Vientiane,792.8,9610.0
624653,0,NaN,5267.900000000001,38883.0
624654,0,NaN,5494.200000000001,71816.0
624655,0,NaN,9593.699999999999,93265.0
624656,0,NaN,11777.100000000002,52871.0
624657,0,NaN,3429.6,8483.0
624658,0,NaN,321.09999999999997,847.0
624659,0,NaN,1339.3,8329.0
624660,0,NaN,781.3,1384.0
624661,0,NaN,1134.6000000000001,6265.0
624662,0,Vinh,9414.800000000001,36126.0
624663,0,Vinh,17893.600000000002,197524.0
624664,0,Vinh,19721.2,384847.0
624665,0,Vinh,2896.5,45652.0
493611,0,NaN,68.3,2977.0
493612,0,NaN,19425.8,90724.0
493613,0,NaN,15899.2,15583.0
493614,0,NaN,1675.9,5977.0
493615,0,NaN,226.8,6854.0
493616,0,NaN,945.4000000000001,17324.0
493617,0,NaN,239.10000000000005,9958.0
493618,0,NaN,3815.3,134926.0
493619,0,NaN,3746.2999999999993,166086.0
493620,0,NaN,3619.0,191122.0
493621,0,NaN,4033.4999999999995,212506.0
493622,0,NaN,3486.3,162031.0
493623,0,NaN,2780.5,129599.0
493624,0,NaN,1045.5,38375.0
624723,0,NaN,58949.6,96531.0
624724,0,NaN,5478.5,6330.0
624725,0,NaN,613.0999999999999,9149.0
624726,0,NaN,21153.7,85325.0
624727,0,NaN,10872.999999999998,98062.0
624728,0,NaN,1774.3,42846.0
624729,0,NaN,1653.2999999999997,35524.0
624730,0,NaN,46.6,952.0
493679,0,NaN,3378.0,67130.0
493680,0,NaN,4076.2999999999997,159354.0
493681,0,NaN,7609.0,129295.0
493682,0,NaN,2303.3,65418.0
493686,0,NaN,0.0,77.0
493687,0,NaN,1951.2,55663.0
493688,0,NaN,666.3,18676.0
493689,0,NaN,1279.5,124607.0
493690,0,NaN,844.5,32153.0
493691,0,NaN,422.3,6390.0
493692,0,NaN,277.29999999999995,5692.0
493693,0,NaN,37.0,1620.0
493727,0,NaN,0.0,337.0
493734,0,NaN,0.0,0.0
493735,0,NaN,0.0,29.0
493740,0,NaN,2.2,67.0
493741,0,NaN,27.3,141.0
493742,0,NaN,30.299999999999997,145.0
493743,0,NaN,33.0,216.0
493744,0,NaN,38.6,150.0
493745,0,NaN,20.7,181.0
493746,0,NaN,18.6,104.0
493747,0,NaN,40.7,170.0
493748,0,NaN,89.2,7362.0
493749,0,NaN,18.0,2578.0
493750,0,NaN,14.700000000000001,273.0
493751,0,NaN,14.8,596.0
493752,0,NaN,12.000000000000002,2775.0
493753,0,NaN,11.799999999999999,1523.0
493754,0,NaN,13.399999999999999,3486.0
493755,0,NaN,209.4,7415.0
493756,0,NaN,39.6,19306.0
493757,0,NaN,50.4,4120.0
493758,0,NaN,62.8,6227.0
493759,0,NaN,242.1,10857.0
493760,0,NaN,29.900000000000002,8923.0
493761,0,NaN,35.1,5335.0
493762,0,NaN,17.0,6184.0
493763,0,NaN,14.3,5749.0
493764,0,NaN,130.4,8134.0
644827,0,NaN,9030.3,90108.0
644828,0,NaN,18049.699999999997,169190.0
657715,0,NaN,3940.5,28572.0
657716,0,Rajshahi,21509.5,768469.0
657717,0,Rajshahi,18137.9,994213.0
657718,0,NaN,19578.6,851288.0
657719,0,NaN,13845.4,1026127.0
657720,0,NaN,20631.699999999997,883466.0
657721,0,Dhaka,30659.599999999995,937510.0
657722,0,Dhaka,48486.7,1347424.0
657723,0,Dhaka,43313.40000000001,986948.0
657724,0,NaN,20143.5,1409677.0
657725,0,NaN,4555.900000000001,1077305.0
657726,0,NaN,3292.8,568704.0
657727,0,NaN,11610.199999999999,248935.0
657728,0,NaN,10476.1,25364.0
657734,0,NaN,1241.8,98.0
657735,0,NaN,1555.9,38.0
657736,0,NaN,3278.500000000001,2.0
657737,0,NaN,974.1,1250.0
657738,0,NaN,1796.4,29468.0
657739,0,NaN,2162.2,9936.0
657740,0,NaN,1141.1,25033.0
657741,0,NaN,229.60000000000002,4579.0
657742,0,NaN,3544.9,43908.0
657743,0,NaN,277.6,5125.0
657744,0,NaN,236.3,8933.0
657745,0,NaN,5874.499999999999,80684.0
657746,0,NaN,3193.4,99714.0
657747,0,NaN,3353.3000000000006,18345.0
657748,0,NaN,1542.2,37380.0
657749,0,NaN,841.5,34437.0
657750,0,NaN,251.70000000000002,18801.0
657751,0,NaN,752.7,8694.0
657752,0,NaN,16092.4,21993.0
657753,0,NaN,9890.7,5370.0
657754,0,NaN,4370.3,751.0
657755,0,NaN,1702.0,3563.0
657756,0,NaN,7821.900000000001,1668.0
617530,0,NaN,682.8,14791.0
526709,0,NaN,809.2,18161.0
526710,0,NaN,4039.0999999999995,70715.0
526711,0,NaN,854.7,25600.0
526716,0,NaN,371.3,55827.0
526717,0,NaN,2749.2,49347.0
526718,0,NaN,8750.0,384355.0
526719,0,NaN,2549.5,203882.0
526720,0,NaN,2430.7999999999997,124319.0
526721,0,NaN,1809.9999999999998,15749.0
526722,0,NaN,405.5,31738.0
526723,0,NaN,26.6,22551.0
526724,0,NaN,54.400000000000006,6605.0
526725,0,NaN,180.0,310460.0
526726,0,NaN,176.8,41745.0
526727,0,NaN,123.4,5750.0
526728,0,NaN,61.7,6193.0
526729,0,NaN,435.1,149920.0
526730,0,NaN,552.4,17398.0
526731,0,NaN,0.0,62.0
526733,0,NaN,0.0,0.0
526734,0,Johor Bahru,0.0,29940.0
526735,1,Johor Bahru,0.0,1309235.0
526736,0,Johor Bahru,19113.5,4588091.0
526737,0,Johor Bahru,0.0,25664.0
526738,0,NaN,0.0,2889.0
526756,0,NaN,6.1,80.0
526757,0,NaN,928.8,97153.0
526758,0,NaN,870.6,48330.0
526759,0,NaN,274.1,14370.0
526760,0,NaN,341.20000000000005,38684.0
526761,0,Kuching,0.0,52948.0
526762,0,Kuching,0.0,120375.0
526763,0,Kuching,0.0,33690.0
526764,0,Kuching,0.0,8302.0
526765,0,NaN,0.0,6293.0
526766,0,NaN,0.0,21440.0
526767,0,NaN,0.0,26137.0
526768,0,NaN,0.0,1743.0
526769,0,NaN,0.0,975.0
526770,0,NaN,20.8,380.0
526771,0,NaN,44.4,541.0
526772,0,NaN,12.5,1755.0
526773,0,NaN,2.8,816.0
526774,0,NaN,14.5,1763.0
526775,0,NaN,9.6,2533.0
526776,0,NaN,22.2,1100.0
526777,0,NaN,15.2,818.0
526778,0,NaN,0.0,1111.0
526779,0,NaN,0.0,1031.0
526780,0,NaN,0.0,3882.0
526781,0,NaN,0.0,3181.0
526782,0,NaN,0.0,1353.0
526783,0,NaN,0.0,891.0
526784,0,NaN,0.0,56.0
526785,0,NaN,0.0,39.0
526786,0,NaN,0.0,128.0
526787,0,NaN,0.0,538.0
526788,0,NaN,27.599999999999998,3703.0
526789,0,NaN,27.599999999999998,1469.0
526790,0,NaN,787.2,8734.0
526791,0,NaN,199.39999999999998,2178.0
526792,0,NaN,246.9,2368.0
526793,0,NaN,0.0,522.0
526794,0,NaN,584.0999999999999,1684.0
526795,0,NaN,0.0,248.0
526804,0,NaN,40.6,20194.0
526805,0,NaN,41.4,18206.0
526806,0,NaN,19.599999999999998,3745.0
526819,0,NaN,2188.0,76728.0
526820,0,NaN,5555.8,537262.0
526821,0,NaN,978.7,46865.0
526822,0,NaN,0.0,44.0
526826,0,NaN,0.0,0.0
526830,0,NaN,0.0,8632.0
526831,0,NaN,0.0,28315.0
526832,0,NaN,97.80000000000001,66490.0
526833,0,NaN,0.0,17047.0
526834,0,NaN,0.0,1780.0
526835,0,NaN,0.0,2210.0
559838,0,NaN,0.0,172.0
559839,0,NaN,778.5,42578.0
559840,0,NaN,2522.9,20692.0
559841,0,NaN,4754.5,61769.0
559842,0,NaN,8702.599999999999,390970.0
559843,0,NaN,4988.0,299818.0
559844,0,NaN,0.0,0.0
559907,0,NaN,0.0,91.0
559908,0,NaN,0.0,62.0
559909,0,NaN,0.0,1502.0
559910,0,NaN,0.0,0.0
559914,0,NaN,0.0,6373.0
559915,0,NaN,0.0,3190.0
559928,0,Zamboanga,1441.5,16656.0
559929,0,Zamboanga,6141.700000000001,139109.0
559930,0,Zamboanga,0.0,10663.0
559936,0,NaN,0.0,159.0
559937,0,NaN,1667.3,292084.0
559938,0,NaN,3279.0,277716.0
559939,0,NaN,7618.200000000001,332342.0
559940,0,NaN,9032.0,310696.0
559941,0,Davao,6056.9,148837.0
559942,0,Davao,9904.199999999999,294597.0
559943,1,Davao,6263.9,1536902.0
559944,0,Davao,4383.400000000001,88619.0
559945,0,Davao,5521.9,21411.0
559946,0,NaN,5355.7,65877.0
559947,0,NaN,0.0,0.0
592952,0,NaN,0.0,22.0
592953,0,NaN,6.7,16.0
592954,0,NaN,2.1,160.0
592955,0,NaN,1191.1,96756.0
592956,0,NaN,267.9,3615.0
592957,0,NaN,0.0,826.0
592958,0,NaN,0.0,47.0
592959,0,NaN,855.4000000000001,26041.0
592960,0,NaN,5526.099999999999,123924.0
592961,0,NaN,494.6,5330.0
592964,0,NaN,1528.5,216851.0
592965,0,NaN,4935.099999999999,129092.0
592966,0,NaN,4181.799999999999,90969.0
592967,0,NaN,4316.599999999999,153352.0
592968,0,NaN,3000.4,77090.0
592969,0,NaN,592.5999999999999,30439.0
592970,0,NaN,898.4,18675.0
592971,0,NaN,360.1,64357.0
592972,0,NaN,623.1999999999999,44383.0
592973,0,NaN,3015.3,85448.0
592974,0,NaN,2507.7000000000003,121946.0
592975,0,NaN,283.1,28166.0
592976,0,NaN,0.0,7905.0
592977,0,NaN,0.0,3969.0
592978,0,NaN,6.0,15370.0
592979,0,NaN,3798.0,102437.0
592980,0,NaN,2077.7,82434.0
592981,0,NaN,1680.6000000000001,54349.0
592982,0,NaN,0.0,3474.0
592983,0,NaN,0.0,1382.0
592984,0,NaN,336.6,6996.0
592985,0,NaN,532.7,17317.0
592986,0,NaN,0.0,10332.0
592987,0,NaN,152.5,6445.0
592988,0,NaN,297.0,1517.0
592989,0,NaN,249.1,2378.0
592990,0,NaN,262.4,1327.0
592991,0,NaN,26811.0,13211.0
592992,0,NaN,20990.8,79182.0
592993,0,NaN,2985.5,183090.0
592994,0,NaN,13956.0,225783.0
592995,0,NaN,15719.8,74337.0
592996,0,NaN,19666.999999999996,36445.0
592997,0,NaN,10646.6,41441.0
592998,0,NaN,7736.400000000001,97976.0
593044,0,NaN,4407.400000000001,55939.0
593045,0,NaN,245.39999999999998,2681.0
593046,0,NaN,5076.1,89210.0
593049,0,NaN,0.0,7286.0
593053,0,NaN,2839.3999999999996,13279.0
