Buon Me Thuot,65106.6,80338,0,1
Rajshahi,39575.6,92999.2,0,1
Baguio City,37885.4,52106.7,-0.0102361,0.989764
Cirebon,33751.3,61739,-0.0232569,0.976743
Rangpur,33608.3,75966.9,-0.0459888,0.954011
Cagayan de Oro,30977,37540.2,0,1
Sukabumi,27254.1,46320.6,0,1
Haiphong,27219.6,76550.3,0,1
Pematangsiantar,26239.3,39347.5,0,1
Tasikmalaya,24211.1,51745.8,0,1
Bandung,22901.9,69646.6,-0.0136234,0.986377
Chiang Mai,15503.5,17800,0,1
Bengkulu,11771.2,18857.4,0,1
Malacca,11652.4,14701,0,1
Hanoi,11074.2,67207.7,0,1
Rach Gia,10936.3,23715.7,0,1
Surakarta,10554.7,61736.9,-0.0846043,0.915396
Naypyidaw,9530.2,21493.2,0,1
Qui Nhon,8738.21,22861.2,-0.0578629,0.942137
Jember,8571.74,34397.7,-0.0699568,0.930043
Angeles,7292.09,19334.8,-0.0609895,0.939011
Kuantan,4583.33,6149.25,0,1
Denpasar,4157.43,20415.9,-0.0889421,0.911058
Medan,3679.54,28371.7,-0.388337,0.611663
Seremban,3247.92,5469.05,0,1
Bukittinggi,2711.07,10536.5,-0.0958537,0.904146
Chittagong,2397.37,35177.6,-0.371217,0.628783
Gorontalo,1832.64,6347.75,-0.0356085,0.964391
Olongapo,1487.69,5227.4,-0.192525,0.807475
Kuala Lumpur,1139.87,13502.1,0,1
Jambi,1087.48,7840.76,-0.229868,0.770132
Bago,839.587,13511.4,-0.407826,0.592174
Long Xuyen,616.217,22729.9,-0.413521,0.586479
Semarang,321.892,29953.4,-0.448962,0.551038
Mandalay,148.451,24062,-0.488882,0.511118
Kota Baharu,66.8878,4470.31,-0.480784,0.519216
Ipoh,41.2594,3752.78,-0.368415,0.631585
Iloilo,-65.9764,7948.57,-0.524108,0.475892
Tawau,-338.932,862.757,-0.95411,0.0458903
Kuala Terengganu,-451.428,759.828,-1,0
Kota Kinabalu,-455.607,1963.63,-0.956649,0.0433506
Iligan,-463.492,7645.85,-0.565141,0.434859
Khulna,-765.31,52993.4,-0.533336,0.466664
Sungai Petani,-882.651,230.244,-1,0
George Town,-1096.74,2214.75,-1,0
Sandakan,-1126.95,102.375,-1,0
Nakhon Ratchasima,-1142.33,2408.3,-1,0
Kuching,-1487.6,284.318,-1,0
Balikpapan,-1600.56,1267.62,-1,0
Alor Setar,-1773.47,506.947,-1,0
Banda Aceh,-1827.97,3224.82,-0.935761,0.0642389
Hat Yai,-2026.35,407.096,-1,0
Zamboanga,-2141.33,1567.63,-1,0
Naga,-2226.12,4838.15,-0.789185,0.210815
Padang,-2322.56,5448.23,-0.880933,0.119067
General Santos,-2359.26,3670.8,-0.901831,0.0981693
Samarinda,-2411.42,4416.26,-0.889083,0.110917
Manado,-2457.2,3737.95,-1,0
Ca Mau,-2561.14,8241.35,-1,0
Batangas,-2664.72,11135.6,-0.942154,0.0578459
Palu,-3440.95,827.716,-1,0
Kupang,-3667.62,708.922,-1,0
Davao,-4043.3,8602.8,-0.88807,0.11193
Viet Tri,-4208.19,18870.2,-0.860718,0.139282
Legazpi,-4833.25,1087.58,-1,0
Thai Nguyen,-5039.36,10150.4,-0.983883,0.0161167
Pontianak,-5181.74,1061.2,-1,0
Bandjarmasin,-5418.6,3963.66,-1,0
Mataram,-5429.53,7332.3,-1,0
Bacolod,-5441.88,2761.05,-1,0
Nonthaburi,-5866.79,4811.16,-1,0
Yogyakarta,-6309.57,20421.1,-1,0
Bangkok,-6468.03,2077.03,-1,0
Cilacap,-6782.17,21916.6,-1,0
Hue,-6844.25,1307.53,-1,0
Ujungpandang,-6875.63,9891.28,-1,0
Bogor,-7142.57,47994.8,-0.934078,0.0659217
Comilla,-7157.36,38709.7,-0.759443,0.240557
Pakalongan,-7421.58,15588,-1,0
Malang,-8825.97,32815,-1,0
Cebu,-9012.33,4050.32,-1,0
Pekanbaru,-9228.77,1613.37,-1,0
Palembang,-9763.02,3226.78,-1,0
Rangoon,-10518.2,24669.7,-1,0
Mymensingh,-10659.9,47527.2,-1,0
Da Nang,-11272,1890.83,-1,0
Bandar Lampung,-12816.2,10656.6,-1,0
Singapore,-13118.3,3652.98,-1,0
Surabaya,-16684.4,7092.11,-1,0
Manila,-17342.1,2676.75,-1,0
Vinh,-17913.7,5006.91,-1,0
Bien Hoa,-19003.5,9607.73,-1,0
Can Tho,-19003.6,23504,-1,0
Quezon City,-27048.4,2688.94,-1,0
Ho Chi Minh City,-37845.4,22184.8,-1,0
Jakarta,-53437.3,16059.1,-1,0
Dhaka,-56998.7,40667.1,-1,0
