Buon Me Thuot,65098.7,80333.2,0,1
Rajshahi,39576.4,92998,0,1
Baguio City,37883,52103.9,-0.0100207,0.989979
Cirebon,33727.5,61736.3,-0.023119,0.976881
Rangpur,33606.9,75963.4,-0.0459837,0.954016
Cagayan de Oro,30960.3,37535.4,0,1
Sukabumi,27221.6,46318.6,0,1
Haiphong,27217.1,76548.1,0,1
Pematangsiantar,26208.1,39346.8,0,1
Tasikmalaya,24184.6,51742.4,0,1
Bandung,22889,69641.2,-0.0137817,0.986218
Chiang Mai,15498.1,17798.4,0,1
Bengkulu,11751.4,18859.7,0,1
Malacca,11635.9,14692,0,1
Hanoi,11068.1,67198.7,0,1
Rach Gia,10924.4,23703.2,0,1
Surakarta,10541.9,61734.2,-0.0843872,0.915613
Naypyidaw,9530.57,21493.3,0,1
Qui Nhon,8735.71,22858,-0.0580231,0.941977
Jember,8552.59,34401.3,-0.0694396,0.93056
Angeles,7293.85,19330.4,-0.0603803,0.93962
Kuantan,4570.84,6147.92,0,1
Denpasar,4125.66,20421.6,-0.0879802,0.91202
Medan,3674.04,28383.6,-0.388359,0.611641
Seremban,3234.5,5463.13,0,1
Bukittinggi,2700.85,10552.3,-0.0959652,0.904035
Chittagong,2397.18,35175.5,-0.371211,0.628789
Gorontalo,1823.22,6402.12,-0.0299825,0.970018
Olongapo,1489.45,5231.8,-0.191211,0.808789
Kuala Lumpur,1139.07,13490.2,0,1
Jambi,1071.94,7851.67,-0.230998,0.769002
Bago,840.061,13510.1,-0.407793,0.592207
Long Xuyen,608.108,22720.3,-0.414698,0.585302
Semarang,332.004,29959.6,-0.447223,0.552777
Mandalay,148.424,24061.6,-0.488879,0.511121
Kota Baharu,64.8509,4469.39,-0.481313,0.518687
Ipoh,31.5977,3733.48,-0.396534,0.603466
Iloilo,-70.646,7942.31,-0.525878,0.474122
Tawau,-354.946,861.557,-0.972881,0.0271186
Kuala Terengganu,-436.619,779.269,-1,0
Kota Kinabalu,-461.499,1961.06,-0.963752,0.0362479
Iligan,-468.222,7643.12,-0.566018,0.433982
Khulna,-765.758,52991.1,-0.533356,0.466644
Sungai Petani,-842.758,277.884,-1,0
George Town,-1095.88,2216.02,-1,0
Sandakan,-1135.47,108.282,-1,0
Nakhon Ratchasima,-1139.44,2411.11,-1,0
Kuching,-1498.94,284.025,-1,0
Balikpapan,-1542.99,1366.95,-1,0
Alor Setar,-1737.2,546.178,-1,0
Banda Aceh,-1834.73,3250.47,-0.943064,0.0569356
Hat Yai,-2022.8,410.495,-1,0
Zamboanga,-2150.37,1569.97,-1,0
Naga,-2234.82,4831.59,-0.79104,0.20896
Padang,-2319.35,5470.25,-0.883779,0.116221
General Santos,-2374.51,3670.51,-0.904951,0.0950492
Samarinda,-2402.96,4447.27,-0.894006,0.105994
Manado,-2446.17,3808.72,-1,0
Ca Mau,-2564.83,8239.1,-1,0
Batangas,-2663.87,11132.9,-0.942696,0.0573043
Palu,-3427.19,886.769,-1,0
Kupang,-3650.47,760.29,-1,0
Davao,-4043.66,8601.94,-0.888352,0.111648
Viet Tri,-4209.69,18864.6,-0.861413,0.138587
Legazpi,-4812.63,1104.93,-1,0
Thai Nguyen,-5037.61,10145.7,-0.98429,0.0157102
Pontianak,-5119.76,1142.39,-1,0
Bandjarmasin,-5397.36,4000.75,-1,0
Mataram,-5427.69,7367.17,-1,0
Bacolod,-5440.55,2760.76,-1,0
Nonthaburi,-5869.23,4807.5,-1,0
Yogyakarta,-6312.97,20434.3,-1,0
Bangkok,-6466.59,2075.48,-1,0
Cilacap,-6802.88,21918,-1,0
Hue,-6824.3,1326.19,-1,0
Ujungpandang,-6850.78,9929.1,-1,0
Bogor,-7156.74,47984.5,-0.933809,0.0661913
Comilla,-7159.55,38705.6,-0.759497,0.240503
Pakalongan,-7431.7,15596.5,-1,0
Malang,-8829.59,32825.2,-1,0
Cebu,-9010.27,4050,-1,0
Pekanbaru,-9196.66,1656.65,-1,0
Palembang,-9735.76,3272.61,-1,0
Rangoon,-10519.1,24668.2,-1,0
Mymensingh,-10659.2,47526.6,-1,0
Da Nang,-11252.3,1909.02,-1,0
Bandar Lampung,-12812.5,10677.4,-1,0
Singapore,-13113.4,3653.36,-1,0
Surabaya,-16674.2,7110.4,-1,0
Manila,-17322.8,2693.25,-1,0
Vinh,-17912.1,5006.76,-1,0
Can Tho,-19002.4,23501.7,-1,0
Bien Hoa,-19007.1,9604.89,-1,0
Quezon City,-27034.2,2698.74,-1,0
Ho Chi Minh City,-37841.7,22182.9,-1,0
Jakarta,-53432.1,16074.2,-1,0
Dhaka,-56996,40666.1,-1,0
