0,1
200,40
400,94
600,66
800,189
1000,296
1200,234
1400,242
1600,256
1800,346
2000,394
2200,271
2400,266
2600,309
2800,222
3000,163
3200,167
3400,155
3600,273
3800,552
4000,505
4200,467
4400,319
4600,251
4800,225
5000,146
5200,151
5400,104
5600,126
5800,108
6000,113
6200,122
6400,112
6600,139
6800,86
7000,11
