cell_id,haversine,probability
557057.0,4364.589067389164,0.0
557058.0,4387.530657088878,0.0
557059.0,4410.509608869615,0.0
557060.0,4433.525298908918,0.0
557061.0,4456.577114951054,0.0
557062.0,4479.664456057194,0.0
557063.0,4502.786732361066,0.0
557065.0,4549.133785031019,0.0
557066.0,4572.357434902596,0.0
590073.0,1838.3961185620544,0.0
590074.0,1853.0542011183788,0.0
590075.0,1867.96353284046,0.0
590076.0,1883.1181148343885,0.0
590077.0,1898.5120423485505,0.0
590078.0,1914.1395085212548,0.0
590079.0,1929.9948075906545,0.0
590080.0,1946.072337598903,0.0
590089.0,2099.899723762096,0.0
590090.0,2117.9153698414857,0.0
590091.0,2136.098836619094,0.0
590092.0,2154.4458363548224,0.0
590093.0,2172.9521878324704,0.0
590094.0,2191.6138149800804,0.0
590095.0,2210.42674536838,0.0
590096.0,2229.3871086033073,0.0
590097.0,2248.49113462744,0.0
590098.0,2267.7351519440035,0.0
590099.0,2287.115585776067,0.0
590100.0,2306.628956172504,0.0
590101.0,2326.271876071304,0.0
590102.0,2346.0410493299264,0.0
590103.0,2365.933268731489,0.0
590104.0,2385.9454139747754,0.0
590105.0,2406.074449655294,0.0
590106.0,2426.3174232438823,0.0
590107.0,2446.6714630686997,0.0
590108.0,2467.1337763058286,0.0
590109.0,2487.701646983136,0.0
590110.0,2508.3724340014887,0.0
590111.0,2529.143569176983,0.0
590112.0,2550.012555307331,0.0
590113.0,2570.9769642651872,0.0
590114.0,2592.0344351207877,0.0
590115.0,2613.1826722959477,0.0
590116.0,2634.419443751119,0.0
590117.0,2655.742579206969,0.0
590118.0,2677.1499684016285,0.0
590160.0,3631.3448071381813,0.0
590161.0,3655.002365879317,0.0
590164.0,3726.1572421673327,0.0
590165.0,3749.9341598837236,0.0
590166.0,3773.7393732189107,0.0
590168.0,3821.432343553836,0.0
590169.0,3845.3189624068,0.0
590170.0,3869.2315998340973,0.0
590171.0,3893.1697185422795,0.0
590174.0,3965.1317685538734,0.0
590175.0,3989.1666759934974,0.0
590176.0,4013.224552818179,0.0
590177.0,4037.3049293499453,0.0
590178.0,4061.4073461181865,0.0
590179.0,4085.531353580657,0.0
590180.0,4109.676511852943,0.0
590181.0,4133.8423904461415,0.0
590182.0,4158.02856801245,0.0
459122.0,5333.5857165112675,0.0
459123.0,5351.152511347688,0.0
459128.0,5440.143073658589,0.0
459134.0,5549.376432760408,0.0
459135.0,5567.830997796389,0.0
459136.0,5586.354807197838,0.0
459137.0,5604.947163425183,0.0
507996.0,3311.801851196925,0.0
507998.0,3330.506673643337,0.0
623177.0,1068.5747372934884,0.0
623178.0,1083.047539312877,0.0
623179.0,1097.932776381776,0.0
623180.0,1113.2138646935766,0.0
623181.0,1128.8746884890288,0.0
623182.0,1144.8996234382676,0.0
623183.0,1161.2735535754646,0.0
623184.0,1177.9818825045058,0.0
623185.0,1195.0105395696444,0.0
623186.0,1212.345981649952,0.0
623187.0,1229.975191193809,0.0
623188.0,1247.8856710624298,0.0
623189.0,1266.0654367017505,0.0
623190.0,1284.5030061117513,0.0
623191.0,1303.187388032802,0.0
623192.0,1322.108068720976,0.0
623193.0,1341.254997639172,0.0
623194.0,1360.6185723488486,0.0
623195.0,1380.1896228484272,0.0
623196.0,1399.9593955691519,0.0
623197.0,1419.9195372073289,0.0
623198.0,1440.0620785433905,0.0
623199.0,1460.3794183729328,0.0
623200.0,1480.8643076525861,0.0
623201.0,1501.5098339440667,0.0
623202.0,1522.3094062228015,0.0
623203.0,1543.2567401028657,0.0
623204.0,1564.3458435173886,0.0
623205.0,1585.5710028828823,0.0
623206.0,1606.9267697668356,0.0
623207.0,1628.4079480703124,0.0
623208.0,1650.0095817309152,0.0
623209.0,1671.726942946197,0.0
623210.0,1693.5555209133304,0.0
623211.0,1715.4910110773324,0.0
623212.0,1737.529304877375,0.0
623213.0,1759.6664799785547,0.0
623214.0,1781.898790974825,0.0
623215.0,1804.2226605475698,0.0
623216.0,1826.6346710634432,0.0
623217.0,1849.1315565945454,0.0
623218.0,1871.7101953436954,0.0
623219.0,1894.3676024574688,0.0
623220.0,1917.100923209739,0.0
623221.0,1939.90742653867,0.0
623222.0,1962.78449892043,0.0
623223.0,1985.7296385632903,0.0
623224.0,2008.7404499062445,0.0
623225.0,2031.8146384067982,0.0
623226.0,2054.950005603133,0.0
492172.0,3759.6302963441335,0.0
492173.0,3770.913486083148,0.0
492174.0,3782.354844480929,0.0
492175.0,3793.952931367456,0.0
492176.0,3805.7063044825263,0.0
492177.0,3817.613520096408,0.0
492178.0,3829.673133614596,0.0
492179.0,3841.883700166472,0.0
492180.0,3854.2437751777284,0.0
492181.0,3866.7519149264313,0.0
492182.0,3879.4066770826503,0.0
492183.0,3892.206621231579,0.0
492184.0,3905.150309380153,0.0
623282.0,3407.1057562831484,0.0
623283.0,3431.818379193871,0.0
623284.0,3456.5414674576677,0.0
623285.0,3481.274722600307,0.0
623286.0,3506.017853748077,0.0
623287.0,3530.7705773660064,0.0
623288.0,3555.5326170064336,0.0
623289.0,3580.3037030674573,0.0
623290.0,3605.0835725608313,0.0
492224.0,4524.980138192193,0.0
492238.0,4780.2939910958785,0.0
492239.0,4799.139650356916,0.0
492240.0,4818.061406909306,0.0
492241.0,4837.058350842726,0.0
492242.0,4856.129582794338,0.0
492246.0,4933.139768781483,0.0
492247.0,4952.569314612158,0.0
