cell_id,admin,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12
590114,VN-35,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590115,VN-33,18.39,18.39,18.39,15.18,15.18,15.18,13.86,13.86,13.86,11.28,11.28,11.28,3.80,3.80,3.80,3.14,3.14,3.14,2.86,2.86,2.86,2.33,2.33,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590116,VN-34,9.74,9.74,9.74,8.04,8.04,8.04,7.34,7.34,7.34,5.98,5.98,5.98,41.60,41.60,41.60,34.34,34.34,34.34,31.36,31.36,31.36,25.52,25.52,25.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590117,VN-34,18.95,18.95,18.95,17.26,17.26,17.26,15.96,15.96,15.96,10.57,10.57,10.57,80.93,80.93,80.93,73.70,73.70,73.70,68.17,68.17,68.17,45.12,45.12,45.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590118,VN-34,1.79,1.79,1.79,1.63,1.63,1.63,1.51,1.51,1.51,1.00,1.00,1.00,7.66,7.66,7.66,6.97,6.97,6.97,6.45,6.45,6.45,4.27,4.27,4.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590160,PH-PLW,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590161,PH-PLW,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590164,PH-MDC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590165,PH-MDC,22.59,22.59,22.59,15.97,15.97,15.97,9.72,9.72,9.72,17.30,17.30,17.30,43.12,43.12,43.12,30.50,30.50,30.50,18.56,18.56,18.56,33.03,33.03,33.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590166,PH-MDR,5.48,5.48,5.48,3.88,3.88,3.88,2.36,2.36,2.36,4.20,4.20,4.20,10.46,10.46,10.46,7.40,7.40,7.40,4.50,4.50,4.50,8.01,8.01,8.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590168,PH-ROM,5.73,5.73,5.73,4.39,4.39,4.39,2.97,2.97,2.97,4.04,4.04,4.04,10.94,10.94,10.94,8.38,8.38,8.38,5.68,5.68,5.68,7.72,7.72,7.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590169,PH-ROM,5.24,5.24,5.24,4.52,4.52,4.52,3.70,3.70,3.70,3.53,3.53,3.53,10.00,10.00,10.00,8.64,8.64,8.64,7.07,7.07,7.07,6.73,6.73,6.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590170,PH-ROM,0.47,0.47,0.47,0.41,0.41,0.41,0.33,0.33,0.33,0.32,0.32,0.32,0.90,0.90,0.90,0.78,0.78,0.78,0.64,0.64,0.64,0.61,0.61,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590171,PH-ROM,2.24,2.24,2.24,1.95,1.95,1.95,1.64,1.64,1.64,1.54,1.54,1.54,4.28,4.28,4.28,3.73,3.73,3.73,3.13,3.13,3.13,2.94,2.94,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590174,PH-MAS,18.63,18.63,18.63,18.75,18.75,18.75,15.64,15.64,15.64,14.48,14.48,14.48,34.48,34.48,34.48,34.70,34.70,34.70,28.95,28.95,28.95,26.80,26.80,26.80,12.90,12.90,12.90,12.99,12.99,12.99,10.84,10.84,10.84,10.03,10.03,10.03
590175,PH-MAS,7.44,7.44,7.44,7.57,7.57,7.57,6.25,6.25,6.25,5.89,5.89,5.89,13.77,13.77,13.77,14.01,14.01,14.01,11.56,11.56,11.56,10.90,10.90,10.90,22.32,22.32,22.32,22.71,22.71,22.71,18.74,18.74,18.74,17.67,17.67,17.67
590176,PH-MAS,1.36,1.36,1.36,1.38,1.38,1.38,1.14,1.14,1.14,1.07,1.07,1.07,2.51,2.51,2.51,2.56,2.56,2.56,2.11,2.11,2.11,1.99,1.99,1.99,10.36,10.36,10.36,10.54,10.54,10.54,8.70,8.70,8.70,8.20,8.20,8.20
590177,PH-NSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590178,PH-NSA,0.23,0.23,0.23,0.28,0.28,0.28,0.25,0.25,0.25,0.18,0.18,0.18,0.82,0.82,0.82,1.00,1.00,1.00,0.87,0.87,0.87,0.63,0.63,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590179,PH-NSA,0.85,0.85,0.85,1.06,1.06,1.06,0.96,0.96,0.96,0.64,0.64,0.64,2.98,2.98,2.98,3.72,3.72,3.72,3.36,3.36,3.36,2.24,2.24,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590180,PH-NSA,0.63,0.63,0.63,0.79,0.79,0.79,0.72,0.72,0.72,0.48,0.48,0.48,2.22,2.22,2.22,2.78,2.78,2.78,2.51,2.51,2.51,1.67,1.67,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590181,PH-NSA,1.27,1.27,1.27,1.58,1.58,1.58,1.48,1.48,1.48,0.99,0.99,0.99,4.45,4.45,4.45,5.53,5.53,5.53,5.18,5.18,5.18,3.48,3.48,3.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590182,PH-NSA,0.43,0.43,0.43,0.54,0.54,0.54,0.50,0.50,0.50,0.34,0.34,0.34,1.51,1.51,1.51,1.88,1.88,1.88,1.76,1.76,1.76,1.18,1.18,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
459122,ID-NT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
459123,ID-NT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
459128,ID-NT,1.59,1.59,1.59,2.38,2.38,2.38,2.52,2.52,2.52,2.08,2.08,2.08,0.92,0.92,0.92,1.37,1.37,1.37,1.46,1.46,1.46,1.20,1.20,1.20,0.06,0.06,0.06,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08
459134,ID-NT,0.39,0.39,0.39,0.72,0.72,0.72,0.78,0.78,0.78,0.58,0.58,0.58,0.23,0.23,0.23,0.42,0.42,0.42,0.45,0.45,0.45,0.34,0.34,0.34,0.07,0.07,0.07,0.14,0.14,0.14,0.15,0.15,0.15,0.11,0.11,0.11
459135,ID-NT,1.28,1.28,1.28,2.37,2.37,2.37,2.55,2.55,2.55,1.91,1.91,1.91,0.74,0.74,0.74,1.37,1.37,1.37,1.47,1.47,1.47,1.10,1.10,1.10,0.10,0.10,0.10,0.18,0.18,0.18,0.20,0.20,0.20,0.15,0.15,0.15
459136,ID-NT,0.68,0.68,0.68,1.26,1.26,1.26,1.35,1.35,1.35,1.01,1.01,1.01,0.39,0.39,0.39,0.73,0.73,0.73,0.78,0.78,0.78,0.58,0.58,0.58,0.05,0.05,0.05,0.09,0.09,0.09,0.10,0.10,0.10,0.07,0.07,0.07
459137,ID-NT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
639068,VN-13,28.05,28.05,28.05,21.45,21.45,21.45,17.64,17.64,17.64,26.22,26.22,26.22,45.35,45.35,45.35,34.67,34.67,34.67,28.53,28.53,28.53,42.39,42.39,42.39,47.75,47.75,47.75,36.51,36.51,36.51,30.04,30.04,30.04,44.63,44.63,44.63
639070,VN-13,0.07,0.07,0.07,0.06,0.06,0.06,0.04,0.04,0.04,0.07,0.07,0.07,0.12,0.12,0.12,0.09,0.09,0.09,0.06,0.06,0.06,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
623177,MM-16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
623178,MM-16,4.00,4.00,4.00,1.34,1.34,1.34,0.45,0.45,0.45,3.37,3.37,3.37,3.45,3.45,3.45,1.16,1.16,1.16,0.39,0.39,0.39,2.92,2.92,2.92,14.49,14.49,14.49,4.87,4.87,4.87,1.62,1.62,1.62,12.23,12.23,12.23
623179,MM-16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
623180,MM-07,4.28,4.28,4.28,1.88,1.88,1.88,0.86,0.86,0.86,3.70,3.70,3.70,3.70,3.70,3.70,1.62,1.62,1.62,0.74,0.74,0.74,3.19,3.19,3.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
623181,MM-07,105.48,105.48,105.48,68.46,68.46,68.46,49.49,49.49,49.49,93.39,93.39,93.39,91.12,91.12,91.12,59.14,59.14,59.14,42.75,42.75,42.75,80.67,80.67,80.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
623182,MM-07,105.70,105.70,105.70,68.60,68.60,68.60,49.59,49.59,49.59,93.58,93.58,93.58,91.30,91.30,91.30,59.26,59.26,59.26,42.84,42.84,42.84,80.83,80.83,80.83,3.80,3.80,3.80,2.46,2.46,2.46,1.78,1.78,1.78,3.36,3.36,3.36
623183,MM-02,43.03,43.03,43.03,28.54,28.54,28.54,20.87,20.87,20.87,37.85,37.85,37.85,37.17,37.17,37.17,24.66,24.66,24.66,18.02,18.02,18.02,32.69,32.69,32.69,21.80,21.80,21.80,14.46,14.46,14.46,10.57,10.57,10.57,19.18,19.18,19.18
623184,MM-02,27.02,27.02,27.02,17.93,17.93,17.93,13.10,13.10,13.10,23.77,23.77,23.77,23.34,23.34,23.34,15.48,15.48,15.48,11.32,11.32,11.32,20.53,20.53,20.53,4.25,4.25,4.25,2.82,2.82,2.82,2.06,2.06,2.06,3.74,3.74,3.74
623185,MM-02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
623186,MM-02,25.46,25.46,25.46,16.12,16.12,16.12,10.85,10.85,10.85,22.27,22.27,22.27,21.99,21.99,21.99,13.92,13.92,13.92,9.37,9.37,9.37,19.23,19.23,19.23,0.80,0.80,0.80,0.50,0.50,0.50,0.34,0.34,0.34,0.70,0.70,0.70
623187,MM-02,86.10,86.10,86.10,54.54,54.54,54.54,35.80,35.80,35.80,75.66,75.66,75.66,74.37,74.37,74.37,47.12,47.12,47.12,30.93,30.93,30.93,65.35,65.35,65.35,1.60,1.60,1.60,1.01,1.01,1.01,0.66,0.66,0.66,1.40,1.40,1.40
623188,MM-02,29.59,29.59,29.59,18.75,18.75,18.75,12.30,12.30,12.30,26.00,26.00,26.00,25.56,25.56,25.56,16.19,16.19,16.19,10.63,10.63,10.63,22.46,22.46,22.46,0.20,0.20,0.20,0.13,0.13,0.13,0.08,0.08,0.08,0.18,0.18,0.18
623189,MM-02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
623190,MM-13,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
623191,MM-13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
623192,TH-58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
