cell_id,admin,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12
557057,PH-SUK,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,16.37,16.37,16.37,16.37,16.37,16.37,16.37,16.37,16.37,16.37,16.37,16.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
557058,PH-SUK,15.81,15.81,15.81,15.81,15.81,15.81,15.81,15.81,15.81,15.81,15.81,15.81,21.43,21.43,21.43,21.43,21.43,21.43,21.43,21.43,21.43,21.43,21.43,21.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
557059,PH-SUK,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,32.63,32.63,32.63,32.63,32.63,32.63,32.63,32.63,32.63,32.63,32.63,32.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
557060,PH-SUK,14.87,14.87,14.87,14.87,14.87,14.87,14.87,14.87,14.87,14.87,14.87,14.87,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
557061,PH-SUK,28.95,28.95,28.95,28.95,28.95,28.95,28.95,28.95,28.95,28.95,28.95,28.95,39.25,39.25,39.25,39.25,39.25,39.25,39.25,39.25,39.25,39.25,39.25,39.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
557062,PH-DAS,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,45.19,45.19,45.19,45.19,45.19,45.19,45.19,45.19,45.19,45.19,45.19,45.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
557063,PH-DAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
557065,PH-DAO,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
557066,PH-DAO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590073,MM-05,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590074,MM-05,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590075,MM-05,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590076,MM-05,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590077,MM-05,10.44,10.44,10.44,10.44,10.44,10.44,10.44,10.44,10.44,10.44,10.44,10.44,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590078,MM-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590079,TH-77,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590080,TH-77,10.91,10.91,10.91,10.91,10.91,10.91,10.91,10.91,10.91,10.91,10.91,10.91,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590089,TH-22,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590090,TH-23,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590091,TH-23,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590092,KH-15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590093,KH-15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590094,KH-15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590095,KH-15,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590096,KH-15,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590097,KH-15,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590098,KH-4,35.03,35.03,35.03,35.03,35.03,35.03,35.03,35.03,35.03,35.03,35.03,35.03,30.26,30.26,30.26,30.26,30.26,30.26,30.26,30.26,30.26,30.26,30.26,30.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590099,KH-4,15.29,15.29,15.29,15.29,15.29,15.29,15.29,15.29,15.29,15.29,15.29,15.29,13.21,13.21,13.21,13.21,13.21,13.21,13.21,13.21,13.21,13.21,13.21,13.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590100,KH-6,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590101,KH-6,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,25.76,25.76,25.76,25.76,25.76,25.76,25.76,25.76,25.76,25.76,25.76,25.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590102,KH-3,20.91,20.91,20.91,20.91,20.91,20.91,20.91,20.91,20.91,20.91,20.91,20.91,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590103,KH-3,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.63,17.82,17.82,17.82,17.82,17.82,17.82,17.82,17.82,17.82,17.82,17.82,17.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590104,KH-10,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590105,KH-10,16.05,16.05,16.05,16.05,16.05,16.05,16.05,16.05,16.05,16.05,16.05,16.05,13.87,13.87,13.87,13.87,13.87,13.87,13.87,13.87,13.87,13.87,13.87,13.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590106,KH-10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590107,KH-11,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590108,KH-11,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590109,KH-11,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590110,KH-11,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590111,VN-72,125.71,125.71,125.71,125.71,125.71,125.71,125.71,125.71,125.71,125.71,125.71,125.71,25.97,25.97,25.97,25.97,25.97,25.97,25.97,25.97,25.97,25.97,25.97,25.97,40.71,40.71,40.71,40.71,40.71,40.71,40.71,40.71,40.71,40.71,40.71,40.71
590112,VN-72,135.94,135.94,135.94,135.94,135.94,135.94,135.94,135.94,135.94,135.94,135.94,135.94,28.09,28.09,28.09,28.09,28.09,28.09,28.09,28.09,28.09,28.09,28.09,28.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590113,VN-33,304.68,304.68,304.68,304.68,304.68,304.68,304.68,304.68,304.68,304.68,304.68,304.68,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590114,VN-35,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590115,VN-33,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590116,VN-34,7.78,7.78,7.78,7.78,7.78,7.78,7.78,7.78,7.78,7.78,7.78,7.78,33.21,33.21,33.21,33.21,33.21,33.21,33.21,33.21,33.21,33.21,33.21,33.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590117,VN-34,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,66.98,66.98,66.98,66.98,66.98,66.98,66.98,66.98,66.98,66.98,66.98,66.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
