cell_id,admin,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12
557057,PH-SUK,18.94,20.18,17.61,14.10,7.47,5.87,6.67,9.59,8.00,7.68,12.96,15.81,25.68,27.36,23.87,19.12,10.13,7.96,9.04,13.01,10.85,10.41,17.57,21.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
557058,PH-SUK,24.80,26.42,23.05,18.46,9.78,7.68,8.73,12.56,10.48,10.05,16.97,20.70,33.62,35.81,31.24,25.03,13.26,10.41,11.83,17.03,14.20,13.63,23.00,28.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
557059,PH-SUK,31.62,35.42,34.30,28.61,18.11,15.02,18.21,17.48,19.39,18.77,23.72,28.22,42.87,48.02,46.49,38.79,24.55,20.37,24.68,23.69,26.29,25.45,32.15,38.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
557060,PH-SUK,19.53,21.88,21.18,17.67,11.18,9.28,11.24,10.79,11.98,11.59,14.65,17.43,26.48,29.66,28.72,23.95,15.16,12.58,15.24,14.63,16.23,15.72,19.86,23.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
557061,PH-SUK,38.68,42.53,43.90,36.64,19.37,17.29,25.35,20.60,21.71,23.21,28.02,30.11,52.43,57.66,59.52,49.67,26.26,23.45,34.36,27.93,29.43,31.46,37.98,40.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
557062,PH-DAS,35.17,38.68,39.93,33.32,17.62,15.73,23.05,18.74,19.74,21.11,25.48,27.38,60.37,66.39,68.53,57.19,30.24,27.00,39.57,32.16,33.88,36.23,43.73,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
557063,PH-DAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
557065,PH-DAO,3.05,3.12,6.05,7.29,6.26,5.45,5.46,5.96,6.43,5.10,6.39,5.35,5.23,5.35,10.38,12.50,10.74,9.36,9.37,10.22,11.04,8.76,10.97,9.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
557066,PH-DAO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590073,MM-05,0.33,0.30,0.25,0.14,0.01,0.00,0.00,0.00,0.01,0.04,0.24,0.36,0.33,0.30,0.25,0.14,0.01,0.00,0.00,0.00,0.01,0.04,0.24,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
