cell_id,lat,lon,plat,plon,1,2,3,4,5,6,7,8,9,10,11,12
607441,15.375,120.125,15.25,120.25,8.43,10.92,20.12,43.64,231.53,407.38,609.28,677.76,464.19,218.86,70.64,18.84
607442,15.375,120.375,15.25,120.25,8.43,10.92,20.12,43.64,231.53,407.38,609.28,677.76,464.19,218.86,70.64,18.84
607443,15.375,120.625,15.25,120.75,13.00,14.57,19.35,46.38,167.49,253.62,392.13,384.49,300.35,192.21,82.54,32.88
607444,15.375,120.875,15.25,120.75,13.00,14.57,19.35,46.38,167.49,253.62,392.13,384.49,300.35,192.21,82.54,32.88
597273,13.625,98.125,13.75,98.25,4.20,17.44,35.99,111.42,511.93,1106.26,1174.07,1322.11,729.10,267.33,49.29,6.29
597274,13.625,98.375,13.75,98.25,4.20,17.44,35.99,111.42,511.93,1106.26,1174.07,1322.11,729.10,267.33,49.29,6.29
597275,13.625,98.625,13.75,98.75,4.29,18.00,34.70,100.46,373.41,718.82,766.34,855.65,531.33,242.95,49.36,6.22
597276,13.625,98.875,13.75,98.75,4.29,18.00,34.70,100.46,373.41,718.82,766.34,855.65,531.33,242.95,49.36,6.22
597277,13.625,99.125,13.75,99.25,4.08,16.64,30.15,80.51,173.03,162.02,184.61,190.82,256.44,217.09,57.46,6.69
597278,13.625,99.375,13.75,99.25,4.08,16.64,30.15,80.51,173.03,162.02,184.61,190.82,256.44,217.09,57.46,6.69
597279,13.625,99.625,13.75,99.75,6.65,15.88,32.23,74.00,152.27,98.28,110.79,113.78,228.07,225.96,58.08,7.23
597280,13.625,99.875,13.75,99.75,6.65,15.88,32.23,74.00,152.27,98.28,110.79,113.78,228.07,225.96,58.08,7.23
597281,13.625,100.125,13.75,100.25,13.54,18.26,40.34,80.79,200.96,139.75,147.60,172.57,288.31,245.63,47.76,6.92
597282,13.625,100.375,13.75,100.25,13.54,18.26,40.34,80.79,200.96,139.75,147.60,172.57,288.31,245.63,47.76,6.92
597283,13.625,100.625,13.75,100.75,13.91,18.18,44.18,86.77,210.86,156.99,163.01,190.47,297.22,232.27,44.36,6.21
597284,13.625,100.875,13.75,100.75,13.91,18.18,44.18,86.77,210.86,156.99,163.01,190.47,297.22,232.27,44.36,6.21
597285,13.625,101.125,13.75,101.25,9.69,18.03,49.58,98.60,206.15,187.13,214.19,263.51,312.00,183.87,38.16,5.22
597286,13.625,101.375,13.75,101.25,9.69,18.03,49.58,98.60,206.15,187.13,214.19,263.51,312.00,183.87,38.16,5.22
597287,13.625,101.625,13.75,101.75,9.17,24.38,56.75,94.41,193.72,177.08,212.15,260.18,289.99,156.30,28.08,4.38
597288,13.625,101.875,13.75,101.75,9.17,24.38,56.75,94.41,193.72,177.08,212.15,260.18,289.99,156.30,28.08,4.38
597289,13.625,102.125,13.75,102.25,7.49,27.84,57.51,84.76,177.36,156.98,174.76,212.88,259.00,161.63,29.95,4.64
597290,13.625,102.375,13.75,102.25,7.49,27.84,57.51,84.76,177.36,156.98,174.76,212.88,259.00,161.63,29.95,4.64
597291,13.625,102.625,13.75,102.75,5.69,26.56,51.28,84.31,167.45,160.49,166.99,200.45,253.75,178.95,41.79,4.71
597292,13.625,102.875,13.75,102.75,5.69,26.56,51.28,84.31,167.45,160.49,166.99,200.45,253.75,178.95,41.79,4.71
597293,13.625,103.125,13.75,103.25,4.34,16.64,40.34,71.94,157.58,174.36,175.61,199.50,264.42,198.95,56.98,5.92
597294,13.625,103.375,13.75,103.25,4.34,16.64,40.34,71.94,157.58,174.36,175.61,199.50,264.42,198.95,56.98,5.92
597295,13.625,103.625,13.75,103.75,3.66,6.29,29.38,59.18,151.98,203.19,190.51,202.72,284.44,203.16,55.28,7.48
597296,13.625,103.875,13.75,103.75,3.66,6.29,29.38,59.18,151.98,203.19,190.51,202.72,284.44,203.16,55.28,7.48
597297,13.625,104.125,13.75,104.25,3.67,4.78,28.04,58.78,153.64,209.12,190.64,201.63,291.22,202.28,54.25,7.78
597298,13.625,104.375,13.75,104.25,3.67,4.78,28.04,58.78,153.64,209.12,190.64,201.63,291.22,202.28,54.25,7.78
597299,13.625,104.625,13.75,104.75,2.47,4.17,26.75,71.52,173.55,230.97,216.33,236.22,307.05,193.42,49.13,6.91
597300,13.625,104.875,13.75,104.75,2.47,4.17,26.75,71.52,173.55,230.97,216.33,236.22,307.05,193.42,49.13,6.91
597301,13.625,105.125,13.75,105.25,1.06,3.97,25.11,80.13,208.08,258.04,286.03,323.70,324.06,164.43,39.97,6.48
597302,13.625,105.375,13.75,105.25,1.06,3.97,25.11,80.13,208.08,258.04,286.03,323.70,324.06,164.43,39.97,6.48
597303,13.625,105.625,13.75,105.75,0.46,3.65,26.52,79.33,212.15,239.30,293.97,351.52,322.92,171.27,44.32,7.77
597304,13.625,105.875,13.75,105.75,0.46,3.65,26.52,79.33,212.15,239.30,293.97,351.52,322.92,171.27,44.32,7.77
597305,13.625,106.125,13.75,106.25,0.29,3.72,25.26,83.01,212.23,244.25,288.07,368.19,318.21,170.78,46.49,7.99
597306,13.625,106.375,13.75,106.25,0.29,3.72,25.26,83.01,212.23,244.25,288.07,368.19,318.21,170.78,46.49,7.99
597307,13.625,106.625,13.75,106.75,0.67,5.68,25.39,86.62,224.15,274.25,345.84,426.30,351.57,177.52,45.62,7.83
597308,13.625,106.875,13.75,106.75,0.67,5.68,25.39,86.62,224.15,274.25,345.84,426.30,351.57,177.52,45.62,7.83
597309,13.625,107.125,13.75,107.25,1.34,4.71,23.65,80.64,288.61,361.48,491.63,594.80,442.41,198.23,52.52,8.98
597310,13.625,107.375,13.75,107.25,1.34,4.71,23.65,80.64,288.61,361.48,491.63,594.80,442.41,198.23,52.52,8.98
597311,13.625,107.625,13.75,107.75,3.45,4.28,22.62,78.47,285.54,345.52,467.45,564.40,427.33,207.12,77.23,12.41
597312,13.625,107.875,13.75,107.75,3.45,4.28,22.62,78.47,285.54,345.52,467.45,564.40,427.33,207.12,77.23,12.41
597313,13.625,108.125,13.75,108.25,11.98,4.69,22.59,72.61,214.04,244.16,304.71,372.17,308.42,237.73,150.24,36.21
597314,13.625,108.375,13.75,108.25,11.98,4.69,22.59,72.61,214.04,244.16,304.71,372.17,308.42,237.73,150.24,36.21
597315,13.625,108.625,13.75,108.75,44.39,12.27,27.89,52.04,143.97,142.78,115.80,162.99,240.52,415.11,361.41,143.12
597316,13.625,108.875,13.75,108.75,44.39,12.27,27.89,52.04,143.97,142.78,115.80,162.99,240.52,415.11,361.41,143.12
597317,13.625,109.125,13.75,109.25,66.90,19.71,35.37,36.55,109.39,96.38,51.24,94.63,246.04,567.55,510.50,218.40
597318,13.625,109.375,13.75,109.25,66.90,19.71,35.37,36.55,109.39,96.38,51.24,94.63,246.04,567.55,510.50,218.40
597361,13.625,120.125,13.75,120.25,21.08,13.92,12.71,37.82,165.95,311.10,427.10,465.84,329.93,310.59,115.62,36.90
597363,13.625,120.625,13.75,120.75,31.38,22.48,26.13,42.79,132.87,268.49,386.22,388.57,312.91,257.60,142.12,79.07
597364,13.625,120.875,13.75,120.75,31.38,22.48,26.13,42.79,132.87,268.49,386.22,388.57,312.91,257.60,142.12,79.07
597365,13.625,121.125,13.75,121.25,94.81,58.73,63.80,82.08,155.34,234.90,292.97,237.57,260.70,323.49,296.79,228.90
597366,13.625,121.375,13.75,121.25,94.81,58.73,63.80,82.08,155.34,234.90,292.97,237.57,260.70,323.49,296.79,228.90
597368,13.625,121.875,13.75,121.75,182.26,110.53,104.78,106.64,155.66,215.92,265.94,187.22,266.74,449.62,488.34,441.75
597370,13.625,122.375,13.75,122.25,238.69,144.44,117.92,101.83,160.27,208.89,272.25,180.92,259.88,404.25,463.05,491.43
597371,13.625,122.625,13.75,122.75,354.92,229.47,166.84,146.24,211.90,244.10,322.59,223.13,315.48,474.82,587.54,623.92
597372,13.625,122.875,13.75,122.75,354.92,229.47,166.84,146.24,211.90,244.10,322.59,223.13,315.48,474.82,587.54,623.92
597373,13.625,123.125,13.75,123.25,240.74,166.94,133.13,112.47,151.99,220.02,288.16,201.29,255.70,398.48,464.82,480.51
597374,13.625,123.375,13.75,123.25,240.74,166.94,133.13,112.47,151.99,220.02,288.16,201.29,255.70,398.48,464.82,480.51
597376,13.625,123.875,13.75,123.75,242.21,165.30,141.51,126.84,145.56,216.93,273.05,194.59,237.84,379.57,442.95,455.42
597377,13.625,124.125,13.75,124.25,328.72,211.37,183.33,181.99,176.60,224.81,242.48,169.01,241.20,413.46,495.73,537.17
597378,13.625,124.375,13.75,124.25,328.72,211.37,183.33,181.99,176.60,224.81,242.48,169.01,241.20,413.46,495.73,537.17
466307,-9.125,116.625,-9.25,116.75,249.37,222.76,158.84,124.67,64.51,40.29,28.74,17.75,35.18,84.67,193.95,291.89
466308,-9.125,116.875,-9.25,116.75,249.37,222.76,158.84,124.67,64.51,40.29,28.74,17.75,35.18,84.67,193.95,291.89
466309,-9.125,117.125,-9.25,117.25,250.41,239.44,160.61,115.95,56.38,28.75,24.18,14.88,32.28,79.36,176.60,272.13
466310,-9.125,117.375,-9.25,117.25,250.41,239.44,160.61,115.95,56.38,28.75,24.18,14.88,32.28,79.36,176.60,272.13
466311,-9.125,117.625,-9.25,117.75,238.99,281.44,175.14,92.31,43.08,14.03,23.52,4.02,24.66,67.28,107.14,194.14
466339,-9.125,124.625,-9.25,124.75,246.73,247.99,164.14,125.14,86.32,80.94,46.79,13.50,10.63,24.37,107.90,216.87
466340,-9.125,124.875,-9.25,124.75,246.73,247.99,164.14,125.14,86.32,80.94,46.79,13.50,10.63,24.37,107.90,216.87
466341,-9.125,125.125,-9.25,125.25,252.04,256.14,174.38,149.71,99.93,87.70,55.99,16.51,13.70,27.67,121.53,238.88
466404,-9.125,140.875,-9.25,140.75,286.79,321.64,301.21,243.37,133.53,77.21,59.93,40.52,51.75,84.92,105.74,201.48
630374,19.375,93.375,19.25,93.25,0.71,6.10,4.33,23.65,328.94,1071.41,1267.78,1047.14,551.92,249.19,101.47,8.20
630375,19.375,93.625,19.25,93.75,0.60,5.05,4.02,22.05,332.38,1087.11,1293.64,1087.27,558.08,238.52,96.79,7.27
630377,19.375,94.125,19.25,94.25,0.65,3.68,4.06,20.75,303.40,980.75,1150.16,987.53,504.32,211.93,81.24,6.14
630378,19.375,94.375,19.25,94.25,0.65,3.68,4.06,20.75,303.40,980.75,1150.16,987.53,504.32,211.93,81.24,6.14
630379,19.375,94.625,19.25,94.75,0.72,1.68,4.14,17.14,182.90,423.20,449.85,409.61,262.39,143.17,55.66,3.25
630380,19.375,94.875,19.25,94.75,0.72,1.68,4.14,17.14,182.90,423.20,449.85,409.61,262.39,143.17,55.66,3.25
630381,19.375,95.125,19.25,95.25,1.49,1.80,4.29,17.48,137.13,234.32,212.18,216.99,186.09,128.19,50.97,2.36
630382,19.375,95.375,19.25,95.25,1.49,1.80,4.29,17.48,137.13,234.32,212.18,216.99,186.09,128.19,50.97,2.36
630383,19.375,95.625,19.25,95.75,3.39,2.68,4.45,26.21,158.03,252.21,261.16,278.31,210.81,145.47,46.01,3.94
630384,19.375,95.875,19.25,95.75,3.39,2.68,4.45,26.21,158.03,252.21,261.16,278.31,210.81,145.47,46.01,3.94
630385,19.375,96.125,19.25,96.25,3.72,3.38,5.65,30.59,182.74,286.53,329.68,348.99,246.79,156.38,42.01,5.92
630386,19.375,96.375,19.25,96.25,3.72,3.38,5.65,30.59,182.74,286.53,329.68,348.99,246.79,156.38,42.01,5.92
630387,19.375,96.625,19.25,96.75,3.39,3.39,7.43,31.50,177.55,263.88,307.08,333.11,245.96,141.95,43.76,6.95
630388,19.375,96.875,19.25,96.75,3.39,3.39,7.43,31.50,177.55,263.88,307.08,333.11,245.96,141.95,43.76,6.95
630389,19.375,97.125,19.25,97.25,4.10,3.91,10.35,40.90,155.79,185.73,215.46,247.94,210.49,119.15,46.45,7.71
630390,19.375,97.375,19.25,97.25,4.10,3.91,10.35,40.90,155.79,185.73,215.46,247.94,210.49,119.15,46.45,7.71
630391,19.375,97.625,19.25,97.75,5.63,5.40,14.90,57.06,165.79,179.73,211.86,232.17,198.27,113.75,44.99,9.45
630392,19.375,97.875,19.25,97.75,5.63,5.40,14.90,57.06,165.79,179.73,211.86,232.17,198.27,113.75,44.99,9.45
630393,19.375,98.125,19.25,98.25,5.78,6.28,16.74,61.67,172.42,180.53,212.10,236.16,201.70,114.41,45.53,11.05
630394,19.375,98.375,19.25,98.25,5.78,6.28,16.74,61.67,172.42,180.53,212.10,236.16,201.70,114.41,45.53,11.05
630395,19.375,98.625,19.25,98.75,4.80,7.92,18.05,59.46,165.88,145.43,168.60,221.63,209.42,117.04,49.42,13.68
630396,19.375,98.875,19.25,98.75,4.80,7.92,18.05,59.46,165.88,145.43,168.60,221.63,209.42,117.04,49.42,13.68
630397,19.375,99.125,19.25,99.25,4.76,9.53,22.39,72.55,171.54,118.98,153.88,215.02,214.22,118.57,47.35,12.98
630398,19.375,99.375,19.25,99.25,4.76,9.53,22.39,72.55,171.54,118.98,153.88,215.02,214.22,118.57,47.35,12.98
630399,19.375,99.625,19.25,99.75,5.64,10.24,28.00,89.41,181.13,109.83,160.93,216.93,212.42,120.13,41.49,11.21
630400,19.375,99.875,19.25,99.75,5.64,10.24,28.00,89.41,181.13,109.83,160.93,216.93,212.42,120.13,41.49,11.21
630401,19.375,100.125,19.25,100.25,7.01,10.85,33.19,98.27,185.50,135.47,209.90,260.33,218.36,105.84,34.32,11.06
630402,19.375,100.375,19.25,100.25,7.01,10.85,33.19,98.27,185.50,135.47,209.90,260.33,218.36,105.84,34.32,11.06
630403,19.375,100.625,19.25,100.75,9.69,12.02,41.28,109.84,191.39,175.41,288.81,329.56,234.88,89.41,26.85,12.14
630404,19.375,100.875,19.25,100.75,9.69,12.02,41.28,109.84,191.39,175.41,288.81,329.56,234.88,89.41,26.85,12.14
630405,19.375,101.125,19.25,101.25,9.70,13.40,41.55,108.44,184.82,166.56,270.82,308.72,232.53,91.60,26.57,11.86
630406,19.375,101.375,19.25,101.25,9.70,13.40,41.55,108.44,184.82,166.56,270.82,308.72,232.53,91.60,26.57,11.86
630407,19.375,101.625,19.25,101.75,8.30,14.16,39.81,102.50,183.38,175.67,259.85,286.15,235.24,98.68,27.36,10.47
630408,19.375,101.875,19.25,101.75,8.30,14.16,39.81,102.50,183.38,175.67,259.85,286.15,235.24,98.68,27.36,10.47
630409,19.375,102.125,19.25,102.25,10.28,15.03,44.30,111.23,271.71,353.40,442.31,417.24,298.33,117.75,25.15,8.40
630410,19.375,102.375,19.25,102.25,10.28,15.03,44.30,111.23,271.71,353.40,442.31,417.24,298.33,117.75,25.15,8.40
630411,19.375,102.625,19.25,102.75,10.30,16.98,47.68,120.14,268.10,360.99,472.14,400.37,261.18,105.80,20.86,7.61
630412,19.375,102.875,19.25,102.75,10.30,16.98,47.68,120.14,268.10,360.99,472.14,400.37,261.18,105.80,20.86,7.61
630413,19.375,103.125,19.25,103.25,9.76,16.21,52.19,137.07,219.56,279.11,393.30,349.98,203.59,84.76,18.54,7.00
630414,19.375,103.375,19.25,103.25,9.76,16.21,52.19,137.07,219.56,279.11,393.30,349.98,203.59,84.76,18.54,7.00
630415,19.375,103.625,19.25,103.75,12.49,17.57,50.92,116.55,220.25,318.37,390.16,362.11,231.13,113.56,25.78,9.14
630416,19.375,103.875,19.25,103.75,12.49,17.57,50.92,116.55,220.25,318.37,390.16,362.11,231.13,113.56,25.78,9.14
630417,19.375,104.125,19.25,104.25,15.66,17.66,36.22,79.43,160.82,181.35,221.94,256.91,210.43,174.09,36.34,15.39
630418,19.375,104.375,19.25,104.25,15.66,17.66,36.22,79.43,160.82,181.35,221.94,256.91,210.43,174.09,36.34,15.39
630419,19.375,104.625,19.25,104.75,23.52,21.72,35.62,81.47,175.26,163.20,183.29,274.60,258.83,242.20,53.34,23.56
630420,19.375,104.875,19.25,104.75,23.52,21.72,35.62,81.47,175.26,163.20,183.29,274.60,258.83,242.20,53.34,23.56
630421,19.375,105.125,19.25,105.25,25.80,22.90,35.03,77.58,178.79,166.04,171.94,286.93,310.59,287.18,64.19,24.07
630422,19.375,105.375,19.25,105.25,25.80,22.90,35.03,77.58,178.79,166.04,171.94,286.93,310.59,287.18,64.19,24.07
630423,19.375,105.625,19.25,105.75,27.91,26.72,40.71,61.11,138.16,129.69,142.87,248.30,348.29,327.43,81.38,28.40
630424,19.375,105.875,19.25,105.75,27.91,26.72,40.71,61.11,138.16,129.69,142.87,248.30,348.29,327.43,81.38,28.40
499362,-3.375,100.375,-3.25,100.25,285.98,240.19,256.47,273.60,166.65,142.19,148.57,168.82,259.68,359.39,351.76,342.18
499367,-3.375,101.625,-3.25,101.75,348.55,270.91,295.45,252.44,194.00,165.94,162.93,144.88,192.95,262.63,327.89,389.05
499368,-3.375,101.875,-3.25,101.75,348.55,270.91,295.45,252.44,194.00,165.94,162.93,144.88,192.95,262.63,327.89,389.05
499369,-3.375,102.125,-3.25,102.25,369.14,297.00,319.63,274.34,206.65,152.29,160.00,147.35,195.44,277.27,350.47,403.10
499370,-3.375,102.375,-3.25,102.25,369.14,297.00,319.63,274.34,206.65,152.29,160.00,147.35,195.44,277.27,350.47,403.10
499371,-3.375,102.625,-3.25,102.75,334.17,268.75,298.13,275.55,190.43,135.33,144.62,144.55,182.65,239.43,300.06,344.77
499372,-3.375,102.875,-3.25,102.75,334.17,268.75,298.13,275.55,190.43,135.33,144.62,144.55,182.65,239.43,300.06,344.77
499373,-3.375,103.125,-3.25,103.25,341.23,279.07,321.01,297.60,199.47,152.82,138.93,150.78,186.76,226.12,304.23,345.36
499374,-3.375,103.375,-3.25,103.25,341.23,279.07,321.01,297.60,199.47,152.82,138.93,150.78,186.76,226.12,304.23,345.36
499375,-3.375,103.625,-3.25,103.75,338.12,267.92,348.89,306.51,195.05,144.40,122.23,143.26,149.45,252.30,293.02,352.75
499376,-3.375,103.875,-3.25,103.75,338.12,267.92,348.89,306.51,195.05,144.40,122.23,143.26,149.45,252.30,293.02,352.75
499377,-3.375,104.125,-3.25,104.25,329.80,270.00,374.41,306.75,180.11,133.47,106.83,106.85,117.30,227.44,292.75,338.12
499378,-3.375,104.375,-3.25,104.25,329.80,270.00,374.41,306.75,180.11,133.47,106.83,106.85,117.30,227.44,292.75,338.12
499379,-3.375,104.625,-3.25,104.75,346.94,267.96,382.17,297.64,171.78,119.65,96.80,82.73,100.55,189.80,277.01,322.21
499380,-3.375,104.875,-3.25,104.75,346.94,267.96,382.17,297.64,171.78,119.65,96.80,82.73,100.55,189.80,277.01,322.21
499381,-3.375,105.125,-3.25,105.25,348.68,260.86,379.59,294.37,172.10,116.93,98.94,83.64,99.58,184.18,271.18,322.98
499382,-3.375,105.375,-3.25,105.25,348.68,260.86,379.59,294.37,172.10,116.93,98.94,83.64,99.58,184.18,271.18,322.98
499383,-3.375,105.625,-3.25,105.75,352.70,248.64,348.23,275.68,176.71,119.81,104.11,90.41,96.71,176.21,256.39,317.92
499384,-3.375,105.875,-3.25,105.75,352.70,248.64,348.23,275.68,176.71,119.81,104.11,90.41,96.71,176.21,256.39,317.92
499385,-3.375,106.125,-3.25,106.25,327.62,219.89,281.69,249.67,212.06,144.87,137.10,110.48,98.17,177.29,247.97,319.41
499392,-3.375,107.875,-3.25,107.75,312.10,165.11,302.40,336.27,329.96,217.04,172.94,128.51,168.17,346.51,437.05,499.21
499408,-3.375,111.875,-3.25,111.75,294.23,267.23,337.52,334.55,241.69,183.83,169.12,119.88,165.13,228.60,325.21,334.49
499409,-3.375,112.125,-3.25,112.25,294.13,270.99,342.24,337.51,244.69,185.22,165.58,112.41,159.56,220.58,318.74,330.98
499410,-3.375,112.375,-3.25,112.25,294.13,270.99,342.24,337.51,244.69,185.22,165.58,112.41,159.56,220.58,318.74,330.98
499411,-3.375,112.625,-3.25,112.75,293.79,273.11,346.85,337.13,248.85,190.11,158.22,99.61,147.04,202.59,305.79,320.32
499412,-3.375,112.875,-3.25,112.75,293.79,273.11,346.85,337.13,248.85,190.11,158.22,99.61,147.04,202.59,305.79,320.32
499414,-3.375,113.375,-3.25,113.25,296.53,273.19,337.74,328.78,248.85,187.01,145.53,95.30,134.23,181.68,293.18,319.98
499415,-3.375,113.625,-3.25,113.75,336.41,288.08,317.77,300.07,205.80,154.73,111.33,85.89,107.35,141.62,261.97,329.05
499416,-3.375,113.875,-3.25,113.75,336.41,288.08,317.77,300.07,205.80,154.73,111.33,85.89,107.35,141.62,261.97,329.05
499417,-3.375,114.125,-3.25,114.25,360.97,291.33,309.80,270.16,196.44,146.54,106.57,83.62,100.50,132.56,264.62,349.26
499418,-3.375,114.375,-3.25,114.25,360.97,291.33,309.80,270.16,196.44,146.54,106.57,83.62,100.50,132.56,264.62,349.26
499419,-3.375,114.625,-3.25,114.75,384.51,298.98,307.67,239.74,195.24,136.15,108.91,81.71,97.70,136.56,267.78,373.57
499420,-3.375,114.875,-3.25,114.75,384.51,298.98,307.67,239.74,195.24,136.15,108.91,81.71,97.70,136.56,267.78,373.57
499421,-3.375,115.125,-3.25,115.25,343.07,280.49,297.26,228.21,193.08,136.04,104.79,77.26,87.58,129.32,236.76,343.84
499422,-3.375,115.375,-3.25,115.25,343.07,280.49,297.26,228.21,193.08,136.04,104.79,77.26,87.58,129.32,236.76,343.84
499423,-3.375,115.625,-3.25,115.75,293.58,252.67,265.68,217.88,228.08,182.84,169.11,108.21,110.03,133.81,209.75,275.80
499424,-3.375,115.875,-3.25,115.75,293.58,252.67,265.68,217.88,228.08,182.84,169.11,108.21,110.03,133.81,209.75,275.80
499425,-3.375,116.125,-3.25,116.25,273.29,237.25,259.82,214.10,254.81,217.63,216.17,128.89,126.27,134.07,183.59,225.24
499436,-3.375,118.875,-3.25,118.75,202.17,140.44,172.17,174.50,157.84,120.79,92.77,56.29,76.63,122.48,171.37,264.64
499437,-3.375,119.125,-3.25,119.25,193.47,168.12,215.85,236.45,202.86,155.93,108.20,75.47,86.92,128.86,189.93,251.13
499438,-3.375,119.375,-3.25,119.25,193.47,168.12,215.85,236.45,202.86,155.93,108.20,75.47,86.92,128.86,189.93,251.13
499439,-3.375,119.625,-3.25,119.75,252.01,254.00,341.02,386.35,320.77,227.34,144.42,98.31,94.59,147.88,240.82,301.87
499440,-3.375,119.875,-3.25,119.75,252.01,254.00,341.02,386.35,320.77,227.34,144.42,98.31,94.59,147.88,240.82,301.87
499441,-3.375,120.125,-3.25,120.25,205.22,230.74,286.92,351.01,365.00,255.65,196.40,159.09,138.13,160.79,215.73,242.61
499442,-3.375,120.375,-3.25,120.25,205.22,230.74,286.92,351.01,365.00,255.65,196.40,159.09,138.13,160.79,215.73,242.61
499444,-3.375,120.875,-3.25,120.75,157.40,184.56,230.13,325.06,412.64,310.01,258.92,191.31,159.87,156.54,159.63,154.79
499445,-3.375,121.125,-3.25,121.25,213.93,228.47,303.42,379.64,343.90,278.57,196.86,134.13,117.54,132.47,164.10,205.23
499446,-3.375,121.375,-3.25,121.25,213.93,228.47,303.42,379.64,343.90,278.57,196.86,134.13,117.54,132.47,164.10,205.23
499447,-3.375,121.625,-3.25,121.75,160.12,169.80,216.96,253.01,312.51,226.22,173.20,95.41,76.22,92.71,121.62,157.35
499448,-3.375,121.875,-3.25,121.75,160.12,169.80,216.96,253.01,312.51,226.22,173.20,95.41,76.22,92.71,121.62,157.35
499449,-3.375,122.125,-3.25,122.25,139.40,142.18,174.03,166.44,285.24,212.28,177.53,82.18,62.40,69.12,89.41,156.30
499450,-3.375,122.375,-3.25,122.25,139.40,142.18,174.03,166.44,285.24,212.28,177.53,82.18,62.40,69.12,89.41,156.30
499465,-3.375,126.125,-3.25,126.25,159.62,143.03,147.79,153.79,208.87,386.98,549.84,208.72,175.75,90.04,95.22,136.30
499466,-3.375,126.375,-3.25,126.25,159.62,143.03,147.79,153.79,208.87,386.98,549.84,208.72,175.75,90.04,95.22,136.30
499467,-3.375,126.625,-3.25,126.75,211.56,209.85,181.64,139.52,150.40,259.87,348.92,154.47,114.57,70.73,84.54,168.04
499468,-3.375,126.875,-3.25,126.75,211.56,209.85,181.64,139.52,150.40,259.87,348.92,154.47,114.57,70.73,84.54,168.04
499469,-3.375,127.125,-3.25,127.25,251.77,260.47,209.63,134.23,107.48,147.62,157.37,105.99,59.07,54.39,77.67,197.38
499471,-3.375,127.625,-3.25,127.75,229.12,203.42,213.64,183.57,233.14,292.49,245.28,204.08,162.23,139.80,141.00,215.46
499472,-3.375,127.875,-3.25,127.75,229.12,203.42,213.64,183.57,233.14,292.49,245.28,204.08,162.23,139.80,141.00,215.46
499473,-3.375,128.125,-3.25,128.25,222.66,194.17,237.65,238.07,264.67,317.09,270.54,218.55,187.63,181.95,171.69,209.13
499474,-3.375,128.375,-3.25,128.25,222.66,194.17,237.65,238.07,264.67,317.09,270.54,218.55,187.63,181.95,171.69,209.13
499475,-3.375,128.625,-3.25,128.75,184.26,160.79,216.70,260.67,281.11,350.66,346.03,255.28,193.28,168.84,145.40,169.14
499476,-3.375,128.875,-3.25,128.75,184.26,160.79,216.70,260.67,281.11,350.66,346.03,255.28,193.28,168.84,145.40,169.14
499477,-3.375,129.125,-3.25,129.25,135.02,106.13,153.58,211.38,240.48,348.16,407.94,304.10,202.13,124.70,95.58,134.27
499478,-3.375,129.375,-3.25,129.25,135.02,106.13,153.58,211.38,240.48,348.16,407.94,304.10,202.13,124.70,95.58,134.27
499480,-3.375,129.875,-3.25,129.75,142.54,115.49,155.19,218.97,244.81,325.46,362.50,271.78,184.32,121.00,98.55,146.02
499481,-3.375,130.125,-3.25,130.25,177.45,162.35,181.76,247.05,270.27,264.85,195.53,146.77,129.79,116.99,120.34,187.77
499482,-3.375,130.375,-3.25,130.25,177.45,162.35,181.76,247.05,270.27,264.85,195.53,146.77,129.79,116.99,120.34,187.77
499483,-3.375,130.625,-3.25,130.75,176.28,167.90,184.39,248.59,264.98,242.21,160.77,123.11,121.61,118.90,124.46,188.24
499484,-3.375,130.875,-3.25,130.75,176.28,167.90,184.39,248.59,264.98,242.21,160.77,123.11,121.61,118.90,124.46,188.24
499492,-3.375,132.875,-3.25,132.75,253.26,237.14,265.72,280.22,300.51,297.51,307.78,257.34,248.24,243.18,188.55,246.40
499493,-3.375,133.125,-3.25,133.25,249.06,244.48,270.82,248.01,284.92,246.68,207.35,184.09,170.97,203.83,193.05,259.24
499494,-3.375,133.375,-3.25,133.25,249.06,244.48,270.82,248.01,284.92,246.68,207.35,184.09,170.97,203.83,193.05,259.24
499495,-3.375,133.625,-3.25,133.75,254.02,255.57,284.71,236.94,278.04,233.98,167.35,164.17,147.87,193.53,199.59,263.73
499496,-3.375,133.875,-3.25,133.75,254.02,255.57,284.71,236.94,278.04,233.98,167.35,164.17,147.87,193.53,199.59,263.73
499497,-3.375,134.125,-3.25,134.25,288.53,292.40,329.82,262.66,285.76,248.34,183.23,196.14,179.90,211.09,218.32,260.68
499498,-3.375,134.375,-3.25,134.25,288.53,292.40,329.82,262.66,285.76,248.34,183.23,196.14,179.90,211.09,218.32,260.68
499499,-3.375,134.625,-3.25,134.75,372.52,379.05,428.23,326.49,304.09,279.45,252.18,270.69,267.00,267.97,246.43,280.66
499500,-3.375,134.875,-3.25,134.75,372.52,379.05,428.23,326.49,304.09,279.45,252.18,270.69,267.00,267.97,246.43,280.66
499501,-3.375,135.125,-3.25,135.25,446.23,454.38,512.63,383.23,323.20,304.99,312.17,331.32,341.45,319.80,272.43,304.28
499502,-3.375,135.375,-3.25,135.25,446.23,454.38,512.63,383.23,323.20,304.99,312.17,331.32,341.45,319.80,272.43,304.28
499503,-3.375,135.625,-3.25,135.75,412.71,426.17,477.48,366.90,310.55,300.68,318.91,317.54,328.34,305.35,256.00,287.81
