cell_id,lat,lon,plat,plon,1,2,3,4,5,6,7,8,9,10,11,12
590117,12.375,109.125,12.25,109.25,43.58,12.67,34.03,58.97,101.29,70.28,46.99,79.96,220.73,388.55,402.60,175.33
590118,12.375,109.375,12.25,109.25,43.58,12.67,34.03,58.97,101.29,70.28,46.99,79.96,220.73,388.55,402.60,175.33
590160,12.375,119.875,12.25,119.75,20.50,16.14,14.63,35.84,197.58,364.96,484.69,472.01,460.52,253.26,120.41,75.50
590161,12.375,120.125,12.25,120.25,19.56,15.81,14.43,34.95,194.77,366.80,481.70,471.24,455.99,252.32,118.70,72.98
590164,12.375,120.875,12.25,120.75,15.33,14.46,14.43,31.27,178.63,373.27,463.27,473.53,429.30,256.24,113.73,63.51
590165,12.375,121.125,12.25,121.25,18.22,17.33,17.05,31.67,171.50,368.99,445.23,463.02,408.66,262.15,121.46,69.10
590166,12.375,121.375,12.25,121.25,18.22,17.33,17.05,31.67,171.50,368.99,445.23,463.02,408.66,262.15,121.46,69.10
590168,12.375,121.875,12.25,121.75,63.99,42.03,39.79,50.07,165.23,330.35,388.89,386.36,355.12,305.04,211.17,152.09
590169,12.375,122.125,12.25,122.25,111.63,68.85,65.63,67.25,153.43,244.77,281.98,223.13,260.65,326.43,286.12,226.87
590170,12.375,122.375,12.25,122.25,111.63,68.85,65.63,67.25,153.43,244.77,281.98,223.13,260.65,326.43,286.12,226.87
590171,12.375,122.625,12.25,122.75,105.81,67.20,65.28,66.49,147.77,230.94,263.66,201.93,243.13,313.53,270.57,215.49
590174,12.375,123.375,12.25,123.25,156.95,99.08,85.10,56.77,118.77,156.13,219.83,175.85,207.49,222.57,249.56,246.89
590175,12.375,123.625,12.25,123.75,152.21,101.71,82.15,50.76,118.94,140.42,209.56,193.87,195.31,194.20,252.45,240.42
590176,12.375,123.875,12.25,123.75,152.21,101.71,82.15,50.76,118.94,140.42,209.56,193.87,195.31,194.20,252.45,240.42
590177,12.375,124.125,12.25,124.25,322.56,214.41,168.41,111.56,135.76,170.59,207.32,190.60,213.55,269.38,402.73,440.45
590178,12.375,124.375,12.25,124.25,322.56,214.41,168.41,111.56,135.76,170.59,207.32,190.60,213.55,269.38,402.73,440.45
590179,12.375,124.625,12.25,124.75,371.69,253.87,198.95,143.43,152.69,195.41,226.44,181.89,235.64,309.99,448.88,491.67
590180,12.375,124.875,12.25,124.75,371.69,253.87,198.95,143.43,152.69,195.41,226.44,181.89,235.64,309.99,448.88,491.67
590181,12.375,125.125,12.25,125.25,390.33,280.69,205.54,180.39,181.96,190.39,232.51,172.88,243.49,299.08,471.23,476.02
590182,12.375,125.375,12.25,125.25,390.33,280.69,205.54,180.39,181.96,190.39,232.51,172.88,243.49,299.08,471.23,476.02
459122,-10.375,120.375,-10.25,120.25,167.64,164.48,180.66,126.42,36.46,21.36,16.47,4.11,9.03,23.42,69.75,157.53
459123,-10.375,120.625,-10.25,120.75,131.04,136.04,164.15,120.25,22.56,21.05,16.66,2.69,5.09,12.70,49.43,118.62
459128,-10.375,121.875,-10.25,121.75,275.95,232.12,198.72,70.42,21.93,13.36,4.32,0.81,10.03,17.74,87.66,198.47
459134,-10.375,123.375,-10.25,123.25,393.05,416.87,238.71,84.22,23.44,12.97,7.04,2.27,6.47,21.42,119.36,300.96
459135,-10.375,123.625,-10.25,123.75,397.65,416.71,231.45,87.09,24.53,12.93,9.67,2.72,6.48,24.31,120.84,305.94
459136,-10.375,123.875,-10.25,123.75,397.65,416.71,231.45,87.09,24.53,12.93,9.67,2.72,6.48,24.31,120.84,305.94
459137,-10.375,124.125,-10.25,124.25,306.47,333.38,205.58,100.78,61.25,30.44,26.17,9.08,13.27,48.80,124.13,284.08
639068,20.875,106.875,20.75,106.75,24.07,24.97,47.33,76.55,191.00,231.43,241.07,315.49,235.22,132.74,44.43,20.44
639070,20.875,107.375,20.75,107.25,23.45,24.12,47.62,76.69,172.67,252.20,317.60,397.34,284.61,138.47,42.72,21.07
623177,18.125,94.125,18.25,94.25,0.77,2.05,4.20,18.10,341.21,1282.46,1419.35,1299.68,576.95,189.60,66.54,5.45
623178,18.125,94.375,18.25,94.25,0.77,2.05,4.20,18.10,341.21,1282.46,1419.35,1299.68,576.95,189.60,66.54,5.45
623179,18.125,94.625,18.25,94.75,1.17,1.87,4.31,15.92,271.62,954.89,1019.65,948.03,444.82,160.64,62.69,4.15
623180,18.125,94.875,18.25,94.75,1.17,1.87,4.31,15.92,271.62,954.89,1019.65,948.03,444.82,160.64,62.69,4.15
623181,18.125,95.125,18.25,95.25,2.27,1.79,4.61,12.66,179.06,465.33,453.64,432.41,257.71,127.84,60.79,2.68
623182,18.125,95.375,18.25,95.25,2.27,1.79,4.61,12.66,179.06,465.33,453.64,432.41,257.71,127.84,60.79,2.68
623183,18.125,95.625,18.25,95.75,2.97,2.18,5.07,13.54,182.68,429.49,426.20,406.60,262.87,140.33,59.16,3.06
623184,18.125,95.875,18.25,95.75,2.97,2.18,5.07,13.54,182.68,429.49,426.20,406.60,262.87,140.33,59.16,3.06
623185,18.125,96.125,18.25,96.25,2.51,2.94,7.50,21.22,218.63,458.75,490.69,484.62,317.28,157.69,50.71,5.34
623186,18.125,96.375,18.25,96.25,2.51,2.94,7.50,21.22,218.63,458.75,490.69,484.62,317.28,157.69,50.71,5.34
623187,18.125,96.625,18.25,96.75,1.71,3.49,11.60,29.36,232.17,439.96,489.56,507.72,335.74,160.87,43.22,6.60
623188,18.125,96.875,18.25,96.75,1.71,3.49,11.60,29.36,232.17,439.96,489.56,507.72,335.74,160.87,43.22,6.60
623189,18.125,97.125,18.25,97.25,1.71,5.51,13.62,40.25,185.68,261.66,279.04,311.73,228.25,130.71,28.78,7.46
623190,18.125,97.375,18.25,97.25,1.71,5.51,13.62,40.25,185.68,261.66,279.04,311.73,228.25,130.71,28.78,7.46
623191,18.125,97.625,18.25,97.75,1.73,6.36,14.49,45.63,166.78,194.44,196.68,234.97,185.11,118.21,23.48,7.87
623192,18.125,97.875,18.25,97.75,1.73,6.36,14.49,45.63,166.78,194.44,196.68,234.97,185.11,118.21,23.48,7.87
623193,18.125,98.125,18.25,98.25,2.09,6.53,14.33,46.45,162.09,171.82,170.49,214.76,184.14,115.13,27.44,8.49
623194,18.125,98.375,18.25,98.25,2.09,6.53,14.33,46.45,162.09,171.82,170.49,214.76,184.14,115.13,27.44,8.49
623195,18.125,98.625,18.25,98.75,2.75,6.58,15.60,50.00,158.32,131.78,130.87,184.29,202.37,113.19,40.98,8.90
623196,18.125,98.875,18.25,98.75,2.75,6.58,15.60,50.00,158.32,131.78,130.87,184.29,202.37,113.19,40.98,8.90
623197,18.125,99.125,18.25,99.25,3.08,7.64,19.49,58.44,159.29,121.44,127.56,183.15,209.61,105.75,36.02,7.86
623198,18.125,99.375,18.25,99.25,3.08,7.64,19.49,58.44,159.29,121.44,127.56,183.15,209.61,105.75,36.02,7.86
623199,18.125,99.625,18.25,99.75,4.07,9.05,24.40,70.95,170.11,129.68,141.73,199.24,206.86,97.48,28.47,7.40
623200,18.125,99.875,18.25,99.75,4.07,9.05,24.40,70.95,170.11,129.68,141.73,199.24,206.86,97.48,28.47,7.40
623201,18.125,100.125,18.25,100.25,5.26,9.55,27.93,82.11,179.94,139.61,158.89,218.76,198.98,89.12,24.90,7.79
623202,18.125,100.375,18.25,100.25,5.26,9.55,27.93,82.11,179.94,139.61,158.89,218.76,198.98,89.12,24.90,7.79
623203,18.125,100.625,18.25,100.75,5.06,11.10,30.49,90.73,179.95,139.89,180.20,245.75,203.62,81.54,21.84,8.41
623204,18.125,100.875,18.25,100.75,5.06,11.10,30.49,90.73,179.95,139.89,180.20,245.75,203.62,81.54,21.84,8.41
623205,18.125,101.125,18.25,101.25,5.44,13.14,34.49,98.52,186.67,152.99,198.83,255.43,221.94,89.57,19.74,8.52
623206,18.125,101.375,18.25,101.25,5.44,13.14,34.49,98.52,186.67,152.99,198.83,255.43,221.94,89.57,19.74,8.52
623207,18.125,101.625,18.25,101.75,6.56,13.89,37.13,93.62,250.82,286.04,322.81,346.04,287.56,111.68,16.41,5.73
623208,18.125,101.875,18.25,101.75,6.56,13.89,37.13,93.62,250.82,286.04,322.81,346.04,287.56,111.68,16.41,5.73
623209,18.125,102.125,18.25,102.25,6.88,16.16,41.07,94.26,280.60,348.44,396.14,416.16,306.86,111.21,13.79,4.12
623210,18.125,102.375,18.25,102.25,6.88,16.16,41.07,94.26,280.60,348.44,396.14,416.16,306.86,111.21,13.79,4.12
623211,18.125,102.625,18.25,102.75,7.28,19.92,48.90,103.46,287.20,371.17,454.47,460.87,316.56,116.45,14.36,3.89
623212,18.125,102.875,18.25,102.75,7.28,19.92,48.90,103.46,287.20,371.17,454.47,460.87,316.56,116.45,14.36,3.89
623213,18.125,103.125,18.25,103.25,10.44,20.51,51.11,122.58,333.86,533.78,611.02,581.56,397.56,123.58,16.46,3.57
623217,18.125,104.125,18.25,104.25,11.80,28.79,64.81,121.68,356.00,647.22,718.44,620.95,381.86,121.29,24.78,5.99
623218,18.125,104.375,18.25,104.25,11.80,28.79,64.81,121.68,356.00,647.22,718.44,620.95,381.86,121.29,24.78,5.99
623219,18.125,104.625,18.25,104.75,27.50,35.79,58.23,104.12,244.78,335.65,420.48,443.76,363.15,265.26,83.93,30.18
623220,18.125,104.875,18.25,104.75,27.50,35.79,58.23,104.12,244.78,335.65,420.48,443.76,363.15,265.26,83.93,30.18
623221,18.125,105.125,18.25,105.25,43.27,44.38,64.32,106.96,232.32,222.48,255.43,348.41,407.02,440.74,152.72,61.54
623222,18.125,105.375,18.25,105.25,43.27,44.38,64.32,106.96,232.32,222.48,255.43,348.41,407.02,440.74,152.72,61.54
623223,18.125,105.625,18.25,105.75,55.94,48.87,62.04,87.70,205.73,156.30,143.82,265.13,444.66,640.60,210.24,95.11
623224,18.125,105.875,18.25,105.75,55.94,48.87,62.04,87.70,205.73,156.30,143.82,265.13,444.66,640.60,210.24,95.11
623225,18.125,106.125,18.25,106.25,80.67,57.90,55.13,71.49,165.89,128.93,106.13,230.92,462.06,747.00,298.50,150.85
623226,18.125,106.375,18.25,106.25,80.67,57.90,55.13,71.49,165.89,128.93,106.13,230.92,462.06,747.00,298.50,150.85
492172,-4.625,102.875,-4.75,102.75,361.16,261.95,286.61,276.04,224.04,139.40,145.34,141.76,158.28,230.49,290.02,381.13
492173,-4.625,103.125,-4.75,103.25,343.97,249.99,299.42,269.78,228.58,130.73,128.45,126.21,136.35,206.60,264.38,360.93
492174,-4.625,103.375,-4.75,103.25,343.97,249.99,299.42,269.78,228.58,130.73,128.45,126.21,136.35,206.60,264.38,360.93
492175,-4.625,103.625,-4.75,103.75,337.64,284.70,388.63,272.21,222.40,150.31,104.57,99.17,131.39,186.71,244.46,356.34
492176,-4.625,103.875,-4.75,103.75,337.64,284.70,388.63,272.21,222.40,150.31,104.57,99.17,131.39,186.71,244.46,356.34
492177,-4.625,104.125,-4.75,104.25,316.70,305.17,389.61,260.19,194.65,134.49,109.16,83.36,116.92,157.86,231.56,333.11
492178,-4.625,104.375,-4.75,104.25,316.70,305.17,389.61,260.19,194.65,134.49,109.16,83.36,116.92,157.86,231.56,333.11
492179,-4.625,104.625,-4.75,104.75,334.35,324.58,363.77,231.76,165.12,112.83,103.67,77.22,100.79,127.77,217.00,331.51
492180,-4.625,104.875,-4.75,104.75,334.35,324.58,363.77,231.76,165.12,112.83,103.67,77.22,100.79,127.77,217.00,331.51
492181,-4.625,105.125,-4.75,105.25,373.22,312.39,329.26,208.39,149.58,113.12,81.89,72.52,103.23,107.12,217.62,320.51
492182,-4.625,105.375,-4.75,105.25,373.22,312.39,329.26,208.39,149.58,113.12,81.89,72.52,103.23,107.12,217.62,320.51
492183,-4.625,105.625,-4.75,105.75,381.39,302.50,318.55,203.73,148.50,116.58,76.65,72.50,106.66,103.66,224.78,308.18
492184,-4.625,105.875,-4.75,105.75,381.39,302.50,318.55,203.73,148.50,116.58,76.65,72.50,106.66,103.66,224.78,308.18
623282,18.125,120.375,18.25,120.25,21.52,13.96,11.88,22.99,208.52,323.38,485.37,589.26,419.70,141.88,52.43,21.75
623283,18.125,120.625,18.25,120.75,119.72,72.64,41.50,49.57,196.52,294.40,425.64,498.28,364.59,206.93,189.07,132.07
623284,18.125,120.875,18.25,120.75,119.72,72.64,41.50,49.57,196.52,294.40,425.64,498.28,364.59,206.93,189.07,132.07
623285,18.125,121.125,18.25,121.25,162.68,96.30,60.77,69.90,155.73,204.73,266.59,275.81,240.03,306.69,380.52,229.15
623286,18.125,121.375,18.25,121.25,162.68,96.30,60.77,69.90,155.73,204.73,266.59,275.81,240.03,306.69,380.52,229.15
623287,18.125,121.625,18.25,121.75,61.48,37.17,27.82,36.31,94.57,121.79,163.44,157.35,156.20,264.08,319.26,129.37
623288,18.125,121.875,18.25,121.75,61.48,37.17,27.82,36.31,94.57,121.79,163.44,157.35,156.20,264.08,319.26,129.37
623289,18.125,122.125,18.25,122.25,63.27,37.62,28.01,35.82,96.00,124.68,160.76,164.88,167.22,264.87,297.02,131.93
623290,18.125,122.375,18.25,122.25,63.27,37.62,28.01,35.82,96.00,124.68,160.76,164.88,167.22,264.87,297.02,131.93
492224,-4.625,115.875,-4.75,115.75,325.32,275.38,270.58,213.93,184.71,179.14,137.38,79.51,108.75,120.68,265.71,388.97
492238,-4.625,119.375,-4.75,119.25,723.57,559.29,400.09,228.63,155.84,95.68,53.03,24.78,46.30,104.92,297.59,639.35
492239,-4.625,119.625,-4.75,119.75,553.52,430.73,333.00,232.97,209.06,142.01,99.95,44.19,55.48,108.37,267.47,520.97
492240,-4.625,119.875,-4.75,119.75,553.52,430.73,333.00,232.97,209.06,142.01,99.95,44.19,55.48,108.37,267.47,520.97
492241,-4.625,120.125,-4.75,120.25,209.51,197.23,172.32,248.73,349.20,286.99,220.62,117.93,89.16,87.53,139.38,219.12
492242,-4.625,120.375,-4.75,120.25,209.51,197.23,172.32,248.73,349.20,286.99,220.62,117.93,89.16,87.53,139.38,219.12
492246,-4.625,121.375,-4.75,121.25,206.58,177.95,255.07,310.50,271.37,149.34,136.78,64.59,81.03,160.36,217.07,212.22
492247,-4.625,121.625,-4.75,121.75,199.53,174.83,244.21,290.50,261.63,156.37,134.15,66.99,71.49,137.53,193.74,207.98
492248,-4.625,121.875,-4.75,121.75,199.53,174.83,244.21,290.50,261.63,156.37,134.15,66.99,71.49,137.53,193.74,207.98
492249,-4.625,122.125,-4.75,122.25,181.98,176.03,193.45,183.78,215.79,188.23,118.61,64.40,32.65,50.35,104.50,205.05
492251,-4.625,122.625,-4.75,122.75,171.21,168.59,180.08,168.23,215.68,199.82,117.24,64.74,24.99,36.64,88.16,198.41
492252,-4.625,122.875,-4.75,122.75,171.21,168.59,180.08,168.23,215.68,199.82,117.24,64.74,24.99,36.64,88.16,198.41
492253,-4.625,123.125,-4.75,123.25,163.70,157.63,181.38,216.82,241.30,197.09,114.53,57.05,21.16,38.68,88.57,185.93
492280,-4.625,129.875,-4.75,129.75,259.84,211.26,223.66,316.10,398.39,341.89,208.38,108.74,106.33,125.90,142.07,263.27
492288,-4.625,131.875,-4.75,131.75,227.04,204.21,206.08,260.04,252.86,235.56,150.72,118.61,109.90,109.65,131.86,231.78
492303,-4.625,135.625,-4.75,135.75,342.99,360.60,380.45,378.64,329.86,351.03,406.46,354.86,338.31,297.73,237.97,285.38
492304,-4.625,135.875,-4.75,135.75,342.99,360.60,380.45,378.64,329.86,351.03,406.46,354.86,338.31,297.73,237.97,285.38
492305,-4.625,136.125,-4.75,136.25,346.96,350.25,373.10,426.36,380.54,424.70,501.97,421.63,371.58,314.04,252.75,325.82
492306,-4.625,136.375,-4.75,136.25,346.96,350.25,373.10,426.36,380.54,424.70,501.97,421.63,371.58,314.04,252.75,325.82
492307,-4.625,136.625,-4.75,136.75,385.30,365.49,413.84,492.45,448.97,511.75,597.26,503.02,420.89,347.24,286.22,393.79
492308,-4.625,136.875,-4.75,136.75,385.30,365.49,413.84,492.45,448.97,511.75,597.26,503.02,420.89,347.24,286.22,393.79
492309,-4.625,137.125,-4.75,137.25,389.89,367.92,435.47,508.98,472.32,516.63,601.54,521.46,438.39,368.03,298.79,405.96
492310,-4.625,137.375,-4.75,137.25,389.89,367.92,435.47,508.98,472.32,516.63,601.54,521.46,438.39,368.03,298.79,405.96
492311,-4.625,137.625,-4.75,137.75,369.16,358.30,454.22,500.93,470.35,444.96,516.24,486.12,434.37,392.72,305.58,385.50
492312,-4.625,137.875,-4.75,137.75,369.16,358.30,454.22,500.93,470.35,444.96,516.24,486.12,434.37,392.72,305.58,385.50
492313,-4.625,138.125,-4.75,138.25,310.07,309.26,415.59,427.76,372.90,294.21,335.64,336.49,334.32,345.62,271.00,319.27
492314,-4.625,138.375,-4.75,138.25,310.07,309.26,415.59,427.76,372.90,294.21,335.64,336.49,334.32,345.62,271.00,319.27
492315,-4.625,138.625,-4.75,138.75,243.49,238.84,299.73,306.73,226.92,166.09,193.92,179.85,191.22,219.64,185.86,222.57
492316,-4.625,138.875,-4.75,138.75,243.49,238.84,299.73,306.73,226.92,166.09,193.92,179.85,191.22,219.64,185.86,222.57
492317,-4.625,139.125,-4.75,139.25,212.93,201.39,241.29,229.32,155.81,116.68,143.54,129.19,140.59,159.13,147.62,184.15
492318,-4.625,139.375,-4.75,139.25,212.93,201.39,241.29,229.32,155.81,116.68,143.54,129.19,140.59,159.13,147.62,184.15
492319,-4.625,139.625,-4.75,139.75,226.58,215.26,248.86,228.53,167.73,125.59,152.87,152.91,166.69,169.08,157.37,205.19
492320,-4.625,139.875,-4.75,139.75,226.58,215.26,248.86,228.53,167.73,125.59,152.87,152.91,166.69,169.08,157.37,205.19
492321,-4.625,140.125,-4.75,140.25,541.49,468.18,565.62,508.69,454.82,478.59,415.10,432.40,398.65,408.75,373.42,511.61
492322,-4.625,140.375,-4.75,140.25,541.49,468.18,565.62,508.69,454.82,478.59,415.10,432.40,398.65,408.75,373.42,511.61
492323,-4.625,140.625,-4.75,140.75,651.09,550.51,681.43,607.38,533.24,588.57,484.20,493.32,473.49,497.62,446.55,625.22
492324,-4.625,140.875,-4.75,140.75,651.09,550.51,681.43,607.38,533.24,588.57,484.20,493.32,473.49,497.62,446.55,625.22
639128,20.875,121.875,20.75,121.75,153.68,90.81,75.25,54.72,222.55,243.80,255.47,352.56,328.16,301.46,244.26,142.85
656275,23.875,88.625,23.75,89.25,9.80,23.82,38.10,75.92,184.25,261.26,324.00,250.40,297.12,134.30,23.99,9.72
656276,23.875,88.875,23.75,89.25,9.80,23.82,38.10,75.92,184.25,261.26,324.00,250.40,297.12,134.30,23.99,9.72
656277,23.875,89.125,23.75,89.25,9.80,23.82,38.10,75.92,184.25,261.26,324.00,250.40,297.12,134.30,23.99,9.72
656278,23.875,89.375,23.75,89.25,9.80,23.82,38.10,75.92,184.25,261.26,324.00,250.40,297.12,134.30,23.99,9.72
656279,23.875,89.625,23.75,89.75,7.71,25.56,51.30,115.05,236.61,314.69,338.94,288.06,288.43,158.29,32.33,10.81
656280,23.875,89.875,23.75,89.75,7.71,25.56,51.30,115.05,236.61,314.69,338.94,288.06,288.43,158.29,32.33,10.81
656281,23.875,90.125,23.75,90.25,7.60,23.53,59.60,130.64,264.14,339.86,384.39,309.21,316.13,170.69,32.57,9.94
656282,23.875,90.375,23.75,90.25,7.60,23.53,59.60,130.64,264.14,339.86,384.39,309.21,316.13,170.69,32.57,9.94
656283,23.875,90.625,23.75,90.75,9.33,23.69,63.85,146.09,282.92,372.90,383.07,307.13,287.19,172.48,33.88,9.13
656284,23.875,90.875,23.75,90.75,9.33,23.69,63.85,146.09,282.92,372.90,383.07,307.13,287.19,172.48,33.88,9.13
656285,23.875,91.125,23.75,91.25,11.20,28.17,69.97,166.01,328.49,408.23,374.12,296.18,240.32,170.36,35.69,10.15
656295,23.875,93.625,23.75,93.75,10.07,25.64,45.41,89.85,203.81,342.03,304.86,318.45,312.66,189.52,31.41,11.53
656296,23.875,93.875,23.75,93.75,10.07,25.64,45.41,89.85,203.81,342.03,304.86,318.45,312.66,189.52,31.41,11.53
656298,23.875,94.375,23.75,94.25,4.38,12.44,21.08,54.13,162.90,339.34,283.96,357.23,371.72,219.66,35.45,6.16
656299,23.875,94.625,23.75,94.75,3.85,10.31,17.33,46.00,157.36,304.32,263.36,341.24,360.41,210.04,38.80,5.52
656300,23.875,94.875,23.75,94.75,3.85,10.31,17.33,46.00,157.36,304.32,263.36,341.24,360.41,210.04,38.80,5.52
656301,23.875,95.125,23.75,95.25,4.17,10.32,15.82,45.01,160.95,284.66,255.19,312.04,329.87,186.38,41.12,5.76
656302,23.875,95.375,23.75,95.25,4.17,10.32,15.82,45.01,160.95,284.66,255.19,312.04,329.87,186.38,41.12,5.76
656303,23.875,95.625,23.75,95.75,5.30,11.58,13.59,53.44,184.48,248.64,220.90,241.64,252.23,138.56,40.22,6.38
656304,23.875,95.875,23.75,95.75,5.30,11.58,13.59,53.44,184.48,248.64,220.90,241.64,252.23,138.56,40.22,6.38
656305,23.875,96.125,23.75,96.25,5.69,11.73,14.34,59.94,198.41,258.62,232.43,247.03,249.43,136.29,42.06,7.18
656306,23.875,96.375,23.75,96.25,5.69,11.73,14.34,59.94,198.41,258.62,232.43,247.03,249.43,136.29,42.06,7.18
656307,23.875,96.625,23.75,96.75,5.72,12.40,16.02,59.59,194.05,289.38,291.63,304.21,248.78,135.48,42.61,8.78
656308,23.875,96.875,23.75,96.75,5.72,12.40,16.02,59.59,194.05,289.38,291.63,304.21,248.78,135.48,42.61,8.78
