cell_id,lat,lon,1,2,3,4,5,6,7,8,9,10,11,12
557057,6.625,124.125,26.04511833190918,26.018856048583984,26.830638885498047,27.920202255249023,28.023231506347656,27.33804702758789,26.705387115478516,26.797306060791016,26.98855209350586,26.933670043945312,26.823232650756836,26.44747543334961
557058,6.625,124.375,23.263500213623047,23.572250366210938,24.75174903869629,25.7814998626709,26.418500900268555,26.032499313354492,25.47599983215332,25.266000747680664,25.350250244140625,25.164499282836914,24.517250061035156,23.85474967956543
557059,6.625,124.625,26.610750198364258,26.690250396728516,27.38825035095215,28.07900047302246,27.980249404907227,27.159500122070312,26.813499450683594,26.951499938964844,26.89875030517578,26.984750747680664,26.92475128173828,26.691499710083008
557060,6.625,124.875,26.312999725341797,26.35474967956543,27.01675033569336,27.778749465942383,27.668750762939453,26.965499877929688,26.56024932861328,26.732500076293945,26.66575050354004,26.77025032043457,26.792749404907227,26.52174949645996
557061,6.625,125.125,23.408750534057617,23.66550064086914,24.643749237060547,25.638999938964844,26.16175079345703,25.702499389648438,25.07575035095215,25.085750579833984,25.17799949645996,25.043750762939453,24.577499389648438,23.999500274658203
557062,6.625,125.375,26.30146026611328,26.291240692138672,26.84926986694336,27.64671516418457,27.721168518066406,27.19671630859375,26.847810745239258,26.98029136657715,26.987590789794922,27.059123992919922,27.078102111816406,26.77007293701172
557063,6.625,125.625,26.457576751708984,26.40909194946289,26.915151596069336,27.74242401123047,27.866666793823242,27.35151481628418,27.0181827545166,27.160606384277344,27.175756454467773,27.26060676574707,27.248485565185547,26.96060562133789
557065,6.625,126.125,25.62537384033203,25.782089233398438,26.489551544189453,27.366168975830078,27.842288970947266,27.193035125732422,26.465173721313477,26.7233829498291,26.786069869995117,26.806964874267578,26.65273666381836,26.193035125732422
557066,6.625,126.375,-3.3999999521443642e+38,-3.3999999521443642e+38,-3.3999999521443642e+38,-3.3999999521443642e+38,-3.3999999521443642e+38,-3.3999999521443642e+38,-3.3999999521443642e+38,-3.3999999521443642e+38,-3.3999999521443642e+38,-3.3999999521443642e+38,-3.3999999521443642e+38,-3.3999999521443642e+38
590073,12.375,98.125,26.373109817504883,26.991596221923828,28.093276977539062,28.840335845947266,27.927730560302734,26.563865661621094,26.1445369720459,26.102521896362305,26.247058868408203,26.964706420898438,26.71092414855957,25.943696975708008
590074,12.375,98.375,26.152698516845703,26.90412712097168,28.110794067382812,28.83333396911621,27.896825790405273,26.526031494140625,26.037141799926758,25.991111755371094,26.173015594482422,26.866666793823242,26.534603118896484,25.643810272216797
590075,12.375,98.625,26.675745010375977,27.48638343811035,28.633617401123047,29.33106231689453,28.196170806884766,26.706382751464844,26.357872009277344,26.321701049804688,26.474042892456055,27.221702575683594,27.06936264038086,26.312339782714844
590076,12.375,98.875,25.538000106811523,26.458749771118164,27.756250381469727,28.586750030517578,27.805749893188477,26.509750366210938,26.11949920654297,25.98724937438965,26.12325096130371,26.550750732421875,25.942249298095703,24.850749969482422
590077,12.375,99.125,25.566749572753906,26.63949966430664,28.003000259399414,28.83449935913086,27.975500106811523,26.697500228881836,26.327499389648438,26.131999969482422,26.23150062561035,26.636999130249023,25.985750198364258,24.86775016784668
590078,12.375,99.375,23.495500564575195,24.572750091552734,25.93600082397461,26.855749130249023,26.34575080871582,25.29224967956543,24.86224937438965,24.613250732421875,24.732250213623047,24.83449935913086,23.978500366210938,22.81599998474121
590079,12.375,99.625,25.0572509765625,26.37700080871582,27.741249084472656,28.743499755859375,27.91724967956543,26.683500289916992,26.312000274658203,26.16900062561035,26.13050079345703,26.284250259399414,25.467500686645508,24.315000534057617
590080,12.375,99.875,25.859140396118164,27.38467788696289,28.68306541442871,29.687902450561523,29.287364959716797,28.836828231811523,28.42096710205078,28.368011474609375,27.884408950805664,27.326343536376953,26.726343154907227,25.575807571411133
590089,12.375,102.125,26.05742645263672,27.112871170043945,28.186140060424805,28.915842056274414,28.593069076538086,27.898019790649414,27.610891342163086,27.410890579223633,27.361385345458984,27.343563079833984,26.808910369873047,25.946535110473633
590090,12.375,102.375,25.844329833984375,26.973453521728516,28.07242202758789,28.914947509765625,28.503093719482422,27.703866958618164,27.39690589904785,27.25283432006836,27.23247528076172,27.24355697631836,26.728866577148438,25.863658905029297
