cell_id,admin,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12
590090,TH-23,5.95,5.95,5.95,0.63,0.63,0.63,0.09,0.09,0.09,2.96,2.96,2.96,1.96,1.96,1.96,0.21,0.21,0.21,0.03,0.03,0.03,0.97,0.97,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590091,TH-23,10.80,10.80,10.80,1.06,1.06,1.06,0.08,0.08,0.08,5.29,5.29,5.29,3.55,3.55,3.55,0.35,0.35,0.35,0.03,0.03,0.03,1.74,1.74,1.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590092,KH-15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590093,KH-15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590094,KH-15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590095,KH-15,5.34,5.34,5.34,2.99,2.99,2.99,1.07,1.07,1.07,1.90,1.90,1.90,4.61,4.61,4.61,2.58,2.58,2.58,0.92,0.92,0.92,1.64,1.64,1.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590096,KH-15,8.52,8.52,8.52,5.00,5.00,5.00,1.77,1.77,1.77,3.11,3.11,3.11,7.36,7.36,7.36,4.32,4.32,4.32,1.53,1.53,1.53,2.69,2.69,2.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590097,KH-15,5.09,5.09,5.09,2.91,2.91,2.91,1.00,1.00,1.00,1.83,1.83,1.83,4.40,4.40,4.40,2.51,2.51,2.51,0.86,0.86,0.86,1.58,1.58,1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590098,KH-4,65.47,65.47,65.47,38.62,38.62,38.62,13.04,13.04,13.04,22.99,22.99,22.99,56.56,56.56,56.56,33.36,33.36,33.36,11.26,11.26,11.26,19.86,19.86,19.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590099,KH-4,28.03,28.03,28.03,16.08,16.08,16.08,5.64,5.64,5.64,11.40,11.40,11.40,24.21,24.21,24.21,13.89,13.89,13.89,4.87,4.87,4.87,9.85,9.85,9.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590100,KH-6,1.08,1.08,1.08,0.64,0.64,0.64,0.22,0.22,0.22,0.44,0.44,0.44,0.93,0.93,0.93,0.56,0.56,0.56,0.19,0.19,0.19,0.38,0.38,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590101,KH-6,58.49,58.49,58.49,28.41,28.41,28.41,9.85,9.85,9.85,22.55,22.55,22.55,50.53,50.53,50.53,24.54,24.54,24.54,8.51,8.51,8.51,19.48,19.48,19.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590102,KH-3,41.75,41.75,41.75,18.59,18.59,18.59,6.86,6.86,6.86,16.44,16.44,16.44,36.06,36.06,36.06,16.05,16.05,16.05,5.92,5.92,5.92,14.20,14.20,14.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590103,KH-3,39.61,39.61,39.61,17.76,17.76,17.76,6.30,6.30,6.30,18.83,18.83,18.83,34.22,34.22,34.22,15.34,15.34,15.34,5.44,5.44,5.44,16.27,16.27,16.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590104,KH-10,26.52,26.52,26.52,12.43,12.43,12.43,4.48,4.48,4.48,12.73,12.73,12.73,22.91,22.91,22.91,10.74,10.74,10.74,3.87,3.87,3.87,11.00,11.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590105,KH-10,33.53,33.53,33.53,13.69,13.69,13.69,3.69,3.69,3.69,13.30,13.30,13.30,28.96,28.96,28.96,11.83,11.83,11.83,3.19,3.19,3.19,11.49,11.49,11.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590106,KH-10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590107,KH-11,1.26,1.26,1.26,0.38,0.38,0.38,0.08,0.08,0.08,0.37,0.37,0.37,1.09,1.09,1.09,0.32,0.32,0.32,0.07,0.07,0.07,0.32,0.32,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590108,KH-11,1.97,1.97,1.97,0.70,0.70,0.70,0.16,0.16,0.16,0.72,0.72,0.72,1.70,1.70,1.70,0.61,0.61,0.61,0.13,0.13,0.13,0.62,0.62,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590109,KH-11,4.57,4.57,4.57,1.41,1.41,1.41,0.27,0.27,0.27,1.67,1.67,1.67,3.94,3.94,3.94,1.22,1.22,1.22,0.24,0.24,0.24,1.44,1.44,1.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590110,KH-11,2.40,2.40,2.40,0.76,0.76,0.76,0.14,0.14,0.14,0.89,0.89,0.89,2.08,2.08,2.08,0.66,0.66,0.66,0.12,0.12,0.12,0.77,0.77,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590111,VN-72,269.64,269.64,269.64,89.58,89.58,89.58,22.55,22.55,22.55,121.06,121.06,121.06,55.71,55.71,55.71,18.51,18.51,18.51,4.66,4.66,4.66,25.01,25.01,25.01,87.32,87.32,87.32,29.01,29.01,29.01,7.30,7.30,7.30,39.20,39.20,39.20
590112,VN-72,288.41,288.41,288.41,103.68,103.68,103.68,25.09,25.09,25.09,126.57,126.57,126.57,59.59,59.59,59.59,21.42,21.42,21.42,5.18,5.18,5.18,26.15,26.15,26.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590113,VN-33,607.58,607.58,607.58,280.49,280.49,280.49,103.96,103.96,103.96,226.71,226.71,226.71,125.53,125.53,125.53,57.95,57.95,57.95,21.48,21.48,21.48,46.84,46.84,46.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590114,VN-35,0.05,0.05,0.05,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590115,VN-33,23.72,23.72,23.72,20.43,20.43,20.43,11.06,11.06,11.06,3.49,3.49,3.49,4.90,4.90,4.90,4.22,4.22,4.22,2.28,2.28,2.28,0.72,0.72,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590116,VN-34,11.20,11.20,11.20,11.10,11.10,11.10,7.16,7.16,7.16,1.65,1.65,1.65,47.83,47.83,47.83,47.38,47.38,47.38,30.57,30.57,30.57,7.05,7.05,7.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590117,VN-34,16.06,16.06,16.06,26.33,26.33,26.33,18.63,18.63,18.63,1.72,1.72,1.72,68.59,68.59,68.59,112.44,112.44,112.44,79.53,79.53,79.53,7.35,7.35,7.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590118,VN-34,1.62,1.62,1.62,2.41,2.41,2.41,1.73,1.73,1.73,0.18,0.18,0.18,6.91,6.91,6.91,10.29,10.29,10.29,7.38,7.38,7.38,0.77,0.77,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590160,PH-PLW,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590161,PH-PLW,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590164,PH-MDC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590165,PH-MDC,38.53,38.53,38.53,12.98,12.98,12.98,1.26,1.26,1.26,12.81,12.81,12.81,73.56,73.56,73.56,24.78,24.78,24.78,2.41,2.41,2.41,24.47,24.47,24.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590166,PH-MDR,8.76,8.76,8.76,3.51,3.51,3.51,0.36,0.36,0.36,3.28,3.28,3.28,16.72,16.72,16.72,6.70,6.70,6.70,0.68,0.68,0.68,6.27,6.27,6.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590168,PH-ROM,8.86,8.86,8.86,4.96,4.96,4.96,0.83,0.83,0.83,2.50,2.50,2.50,16.91,16.91,16.91,9.47,9.47,9.47,1.58,1.58,1.58,4.77,4.77,4.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590169,PH-ROM,6.82,6.82,6.82,6.33,6.33,6.33,2.24,2.24,2.24,1.59,1.59,1.59,13.02,13.02,13.02,12.09,12.09,12.09,4.29,4.29,4.29,3.04,3.04,3.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590170,PH-ROM,0.60,0.60,0.60,0.58,0.58,0.58,0.22,0.22,0.22,0.14,0.14,0.14,1.14,1.14,1.14,1.10,1.10,1.10,0.41,0.41,0.41,0.27,0.27,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590171,PH-ROM,2.72,2.72,2.72,2.78,2.78,2.78,1.15,1.15,1.15,0.71,0.71,0.71,5.19,5.19,5.19,5.31,5.31,5.31,2.20,2.20,2.20,1.36,1.36,1.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590174,PH-MAS,17.39,17.39,17.39,30.02,30.02,30.02,12.67,12.67,12.67,7.42,7.42,7.42,32.18,32.18,32.18,55.57,55.57,55.57,23.45,23.45,23.45,13.74,13.74,13.74,12.04,12.04,12.04,20.80,20.80,20.80,8.78,8.78,8.78,5.14,5.14,5.14
590175,PH-MAS,6.61,6.61,6.61,12.51,12.51,12.51,4.95,4.95,4.95,3.07,3.07,3.07,12.24,12.24,12.24,23.16,23.16,23.16,9.17,9.17,9.17,5.68,5.68,5.68,19.84,19.84,19.84,37.53,37.53,37.53,14.86,14.86,14.86,9.21,9.21,9.21
590176,PH-MAS,1.67,1.67,1.67,1.79,1.79,1.79,0.83,0.83,0.83,0.66,0.66,0.66,3.10,3.10,3.10,3.32,3.32,3.32,1.54,1.54,1.54,1.21,1.21,1.21,12.77,12.77,12.77,13.68,13.68,13.68,6.34,6.34,6.34,5.01,5.01,5.01
590177,PH-NSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590178,PH-NSA,0.12,0.12,0.12,0.47,0.47,0.47,0.30,0.30,0.30,0.05,0.05,0.05,0.43,0.43,0.43,1.65,1.65,1.65,1.05,1.05,1.05,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590179,PH-NSA,0.40,0.40,0.40,1.70,1.70,1.70,1.25,1.25,1.25,0.16,0.16,0.16,1.41,1.41,1.41,5.94,5.94,5.94,4.39,4.39,4.39,0.57,0.57,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590180,PH-NSA,0.30,0.30,0.30,1.26,1.26,1.26,0.95,0.95,0.95,0.12,0.12,0.12,1.03,1.03,1.03,4.40,4.40,4.40,3.33,3.33,3.33,0.42,0.42,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590181,PH-NSA,0.58,0.58,0.58,2.39,2.39,2.39,2.08,2.08,2.08,0.28,0.28,0.28,2.04,2.04,2.04,8.36,8.36,8.36,7.27,7.27,7.27,0.97,0.97,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
590182,PH-NSA,0.32,0.32,0.32,0.77,0.77,0.77,0.59,0.59,0.59,0.12,0.12,0.12,1.13,1.13,1.13,2.69,2.69,2.69,2.08,2.08,2.08,0.42,0.42,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
459122,ID-NT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
459123,ID-NT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
459128,ID-NT,0.58,0.58,0.58,2.91,2.91,2.91,3.00,3.00,3.00,2.10,2.10,2.10,0.33,0.33,0.33,1.68,1.68,1.68,1.73,1.73,1.73,1.21,1.21,1.21,0.02,0.02,0.02,0.11,0.11,0.11,0.11,0.11,0.11,0.08,0.08,0.08
459134,ID-NT,0.08,0.08,0.08,0.91,0.91,0.91,0.99,0.99,0.99,0.49,0.49,0.49,0.05,0.05,0.05,0.53,0.53,0.53,0.57,0.57,0.57,0.28,0.28,0.28,0.02,0.02,0.02,0.17,0.17,0.17,0.19,0.19,0.19,0.09,0.09,0.09
459135,ID-NT,0.26,0.26,0.26,2.98,2.98,2.98,3.28,3.28,3.28,1.59,1.59,1.59,0.15,0.15,0.15,1.72,1.72,1.72,1.89,1.89,1.89,0.91,0.91,0.91,0.02,0.02,0.02,0.23,0.23,0.23,0.25,0.25,0.25,0.12,0.12,0.12
459136,ID-NT,0.15,0.15,0.15,1.51,1.51,1.51,1.77,1.77,1.77,0.87,0.87,0.87,0.09,0.09,0.09,0.87,0.87,0.87,1.02,1.02,1.02,0.50,0.50,0.50,0.01,0.01,0.01,0.11,0.11,0.11,0.13,0.13,0.13,0.06,0.06,0.06
459137,ID-NT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
639068,VN-13,13.07,13.07,13.07,31.40,31.40,31.40,23.52,23.52,23.52,25.37,25.37,25.37,21.13,21.13,21.13,50.77,50.77,50.77,38.03,38.03,38.03,41.02,41.02,41.02,22.24,22.24,22.24,53.46,53.46,53.46,40.04,40.04,40.04,43.19,43.19,43.19
639070,VN-13,0.04,0.04,0.04,0.09,0.09,0.09,0.04,0.04,0.04,0.07,0.07,0.07,0.06,0.06,0.06,0.14,0.14,0.14,0.06,0.06,0.06,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
623177,MM-16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
623178,MM-16,4.95,4.95,4.95,0.17,0.17,0.17,0.00,0.00,0.00,4.04,4.04,4.04,4.27,4.27,4.27,0.15,0.15,0.15,0.00,0.00,0.00,3.49,3.49,3.49,17.93,17.93,17.93,0.63,0.63,0.63,0.01,0.01,0.01,14.66,14.66,14.66
623179,MM-16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
623180,MM-07,6.08,6.08,6.08,0.62,0.62,0.62,0.02,0.02,0.02,4.00,4.00,4.00,5.25,5.25,5.25,0.54,0.54,0.54,0.02,0.02,0.02,3.46,3.46,3.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
623181,MM-07,141.38,141.38,141.38,67.82,67.82,67.82,11.01,11.01,11.01,96.62,96.62,96.62,122.13,122.13,122.13,58.59,58.59,58.59,9.51,9.51,9.51,83.46,83.46,83.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
623182,MM-07,140.28,140.28,140.28,69.35,69.35,69.35,10.93,10.93,10.93,96.92,96.92,96.92,121.17,121.17,121.17,59.90,59.90,59.90,9.44,9.44,9.44,83.72,83.72,83.72,5.04,5.04,5.04,2.49,2.49,2.49,0.39,0.39,0.39,3.48,3.48,3.48
623183,MM-02,56.84,56.84,56.84,30.50,30.50,30.50,5.00,5.00,5.00,37.94,37.94,37.94,49.10,49.10,49.10,26.35,26.35,26.35,4.32,4.32,4.32,32.77,32.77,32.77,28.80,28.80,28.80,15.46,15.46,15.46,2.54,2.54,2.54,19.23,19.23,19.23
623184,MM-02,36.24,36.24,36.24,19.05,19.05,19.05,3.13,3.13,3.13,23.40,23.40,23.40,31.31,31.31,31.31,16.46,16.46,16.46,2.70,2.70,2.70,20.21,20.21,20.21,5.70,5.70,5.70,3.00,3.00,3.00,0.49,0.49,0.49,3.68,3.68,3.68
623185,MM-02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
623186,MM-02,34.12,34.12,34.12,15.11,15.11,15.11,1.86,1.86,1.86,23.60,23.60,23.60,29.47,29.47,29.47,13.05,13.05,13.05,1.60,1.60,1.60,20.39,20.39,20.39,1.07,1.07,1.07,0.47,0.47,0.47,0.06,0.06,0.06,0.74,0.74,0.74
623187,MM-02,117.65,117.65,117.65,47.27,47.27,47.27,5.22,5.22,5.22,81.96,81.96,81.96,101.62,101.62,101.62,40.83,40.83,40.83,4.51,4.51,4.51,70.80,70.80,70.80,2.18,2.18,2.18,0.88,0.88,0.88,0.10,0.10,0.10,1.52,1.52,1.52
623188,MM-02,40.64,40.64,40.64,17.02,17.02,17.02,1.91,1.91,1.91,27.08,27.08,27.08,35.11,35.11,35.11,14.70,14.70,14.70,1.65,1.65,1.65,23.39,23.39,23.39,0.27,0.27,0.27,0.11,0.11,0.11,0.01,0.01,0.01,0.18,0.18,0.18
623189,MM-02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
623190,MM-13,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.00,0.00,0.00,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
623191,MM-13,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
623192,TH-58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
