,#cell_id,adc_id,time
106,21803,140001249,10.0
107,21804,140001249,10.0
108,21805,140001248,10.0
109,21805,140001249,10.0
110,21808,140001248,10.0
111,21808,140001500,10.0
112,21808,140001502,10.0
113,21808,140001503,10.0
114,21808,140001504,10.0
115,21808,140001505,10.0
116,21809,140001500,10.0
117,21809,140001501,10.0
118,21809,140001502,10.0
119,21809,140001504,10.0
120,21809,140001505,10.0
121,21809,140001506,10.0
122,21809,140001507,10.0
123,21809,140001508,10.0
124,21809,140001509,10.0
125,21810,140001220,10.0
126,21810,140001506,10.0
127,21810,140001507,10.0
128,21810,140001509,10.0
129,21811,140001220,10.0
130,21812,140001220,10.0
131,22156,140001227,9.0
132,22157,140001227,9.0
133,22157,140001249,9.0
134,22158,140001227,9.0
135,22158,140001249,9.0
136,22159,140001227,9.0
137,22159,140001249,9.0
138,22160,140001227,9.0
139,22160,140001249,9.0
140,22161,140001249,9.0
141,22162,140001249,9.0
142,22163,140001249,9.0
143,22164,140001249,9.0
144,22165,140001248,9.0
145,22165,140001249,9.0
146,22165,140001230,9.0
147,22166,140001248,9.0
148,22166,140001249,9.0
149,22166,140001230,9.0
150,22167,140001248,9.0
151,22168,140001248,9.0
152,22168,140001500,9.0
153,22168,140001502,9.0
154,22169,140001220,9.0
155,22169,140001248,9.0
156,22169,140001500,9.0
157,22169,140001501,9.0
158,22169,140001502,9.0
159,22169,140001506,9.0
160,22170,140001220,9.0
161,22170,140001248,9.0
162,22170,140001506,9.0
163,22171,140001220,9.0
164,22172,140001220,9.0
165,22173,140001220,9.0
166,22516,140001227,9.0
167,22517,140001227,9.0
168,22518,140001227,9.0
169,22519,140001227,12.0
170,22520,140001227,9.0
171,22520,140001249,9.0
172,22521,140001249,9.0
173,22522,140001249,9.0
174,22523,140001249,9.0
175,22524,140001249,9.0
176,22524,140001230,9.0
177,22525,140001249,9.0
178,22525,140001230,9.0
179,22526,140001248,9.0
180,22526,140001249,9.0
181,22526,140001230,9.0
182,22527,140001248,9.0
183,22527,140001230,9.0
184,22528,140001248,9.0
185,22529,140001246,9.0
186,22529,140001248,9.0
187,22530,140001220,9.0
188,22530,140001246,9.0
189,22530,140001248,9.0
190,22531,140001220,9.0
191,22531,140001246,9.0
192,22531,140001293,9.0
193,22532,140001220,9.0
194,22532,140001246,9.0
195,22532,140001291,9.0
196,22532,140001293,9.0
197,22533,140001220,9.0
198,22875,140001227,9.0
199,22876,140001227,9.0
200,22877,140001227,9.0
201,22878,140001227,13.0
202,22879,140001227,9.0
203,22880,140001227,9.0
204,22880,140001249,9.0
205,22881,140001249,9.0
206,22881,140001280,9.0
207,22882,140001249,9.0
208,22882,140001280,9.0
209,22883,140001249,9.0
210,22883,140001280,9.0
211,22883,140001230,9.0
212,22884,140001249,9.0
213,22884,140001230,9.0
214,22885,140001249,9.0
215,22885,140001230,9.0
216,22886,140001230,9.0
217,22887,140001248,9.0
218,22887,140001230,9.0
219,22888,140001241,9.0
220,22888,140001248,9.0
221,22888,140001230,9.0
222,22889,140001241,9.0
223,22889,140001246,9.0
224,22889,140001248,9.0
225,22890,140001246,9.0
226,22891,140001246,9.0
227,22891,140001292,9.0
228,22891,140001293,9.0
229,22891,140001294,9.0
230,22892,140001220,9.0
231,22892,140001246,9.0
232,22892,140001291,9.0
233,22892,140001292,9.0
234,22892,140001293,9.0
235,22892,140001294,9.0
236,22893,140001220,9.0
237,22893,140001229,9.0
238,22893,140001239,9.0
239,22893,140001291,9.0
240,23235,140001227,9.0
241,23235,140001250,9.0
242,23236,140001227,9.0
243,23236,140001250,9.0
244,23237,140001227,9.0
245,23237,140001250,9.0
246,23238,140001227,9.0
247,23238,140001250,9.0
248,23239,140001227,9.0
249,23239,140001250,9.0
250,23240,140001227,9.0
251,23240,140001249,9.0
252,23240,140001250,9.0
253,23241,140001249,9.0
254,23241,140001280,9.0
255,23242,140001280,9.0
256,23243,140001280,9.0
257,23243,140001230,9.0
258,23244,140001249,9.0
259,23244,140001280,9.0
260,23244,140001230,9.0
261,23245,140001280,9.0
262,23245,140001289,9.0
263,23245,140001230,9.0
264,23246,140001283,9.0
265,23246,140001288,9.0
266,23246,140001289,9.0
267,23246,140001230,9.0
268,23247,140001230,9.0
269,23248,140001233,9.0
270,23248,140001241,9.0
271,23248,140001230,9.0
272,23249,140001233,9.0
273,23249,140001241,9.0
274,23249,140001246,9.0
275,23249,140001230,9.0
276,23250,140001233,9.0
277,23250,140001241,9.0
278,23250,140001246,9.0
279,23251,140001233,9.0
280,23251,140001246,9.0
281,23252,140001229,9.0
282,23252,140001246,9.0
283,23252,140001291,9.0
284,23252,140001294,9.0
285,23253,140001228,9.0
286,23253,140001229,9.0
287,23253,140001239,9.0
288,23253,140001246,9.0
289,23253,140001291,9.0
290,23254,140001228,9.0
291,23254,140001229,9.0
292,23255,140001228,9.0
293,23265,140001316,10.0
294,23265,140001304,10.0
295,23266,140001304,11.0
296,23267,140001314,11.0
297,23267,140001304,11.0
298,23595,140001250,8.0
299,23596,140001250,8.0
300,23597,140001250,8.0
301,23597,140001252,8.0
302,23598,140001250,8.0
303,23599,140001250,8.0
304,23600,140001249,8.0
305,23600,140001250,8.0
306,23600,140001280,8.0
307,23601,140001249,8.0
308,23601,140001250,8.0
309,23601,140001280,8.0
310,23602,140001280,8.0
311,23603,140001280,8.0
312,23604,140001280,8.0
313,23604,140001282,8.0
314,23604,140001289,8.0
315,23605,140001279,8.0
316,23605,140001280,8.0
317,23605,140001282,8.0
318,23605,140001289,8.0
319,23606,140001281,8.0
320,23606,140001282,8.0
321,23606,140001277,8.0
322,23606,140001288,8.0
323,23606,140001289,8.0
324,23606,140001230,8.0
325,23607,140001233,8.0
326,23607,140001281,8.0
327,23607,140001288,8.0
328,23607,140001230,8.0
329,23608,140001233,8.0
330,23608,140001230,8.0
331,23609,140001233,8.0
332,23609,140001246,8.0
333,23609,140001230,8.0
334,23610,140001233,8.0
335,23611,140001233,8.0
336,23611,140001246,8.0
337,23612,140001228,8.0
338,23612,140001229,8.0
339,23612,140001233,8.0
340,23612,140001246,8.0
341,23613,140001228,8.0
342,23613,140001229,8.0
343,23613,140001246,8.0
344,23614,140001228,8.0
345,23614,140001238,8.0
346,23615,140001228,8.0
347,23615,140001238,8.0
348,23616,140001238,8.0
349,23624,140001316,10.0
350,23625,140001316,10.0
351,23625,140001304,10.0
352,23626,140001314,11.0
353,23626,140001316,11.0
354,23626,140001304,11.0
355,23627,140001314,11.0
356,23627,140001315,11.0
357,23627,140001304,11.0
358,23628,140001314,11.0
359,23628,140001315,11.0
360,23968,140001233,8.0
361,23968,140001274,8.0
362,23955,140001224,8.0
363,23955,140001250,8.0
364,23956,140001224,8.0
365,23956,140001250,8.0
366,23956,140001252,8.0
367,23957,140001250,8.0
368,23957,140001252,8.0
369,23958,140001250,8.0
370,23958,140001252,8.0
371,23959,140001221,8.0
372,23959,140001250,8.0
373,23959,140001252,8.0
374,23960,140001221,8.0
375,23960,140001250,8.0
376,23960,140001278,8.0
377,23960,140001280,8.0
378,23961,140001278,8.0
379,23961,140001280,8.0
380,23962,140001278,8.0
381,23962,140001280,8.0
382,23963,140001278,8.0
383,23963,140001280,8.0
384,23963,140001282,8.0
385,23964,140001278,8.0
386,23964,140001280,8.0
387,23964,140001282,8.0
388,23964,140001289,8.0
389,23965,140001278,8.0
390,23965,140001282,8.0
391,23966,140001278,8.0
392,23966,140001281,8.0
393,23966,140001282,8.0
394,23966,140001274,8.0
395,23967,140001233,8.0
396,23967,140001281,8.0
397,23967,140001282,8.0
398,23967,140001274,8.0
399,23969,140001233,8.0
400,23970,140001233,8.0
401,23971,140001233,8.0
402,23972,140001228,8.0
403,23972,140001233,8.0
404,23972,140001246,8.0
405,23973,140001228,8.0
406,23974,140001228,8.0
407,23974,140001238,8.0
408,23975,140001238,8.0
409,23976,140001238,8.0
410,23984,140001316,10.0
411,23985,140001316,10.0
412,23986,140001314,11.0
413,23986,140001316,11.0
414,23986,140001304,11.0
415,23986,140001305,11.0
416,23987,140001314,11.0
417,23987,140001315,11.0
418,23987,140001305,11.0
419,23988,140001314,11.0
420,23988,140001315,11.0
421,23988,140001305,11.0
422,24346,140001314,11.0
423,24346,140001316,11.0
424,24346,140001305,11.0
425,24347,140001308,11.0
426,24347,140001314,11.0
427,24347,140001315,11.0
428,24347,140001305,11.0
429,24344,140001316,10.0
430,24315,140001224,8.0
431,24316,140001224,13.0
432,24316,140001252,13.0
433,24317,140001224,8.0
434,24317,140001251,8.0
435,24317,140001252,8.0
436,24318,140001221,8.0
437,24318,140001251,8.0
438,24318,140001252,8.0
439,24319,140001221,8.0
440,24319,140001252,8.0
441,24320,140001221,8.0
442,24320,140001278,8.0
443,24321,140001221,8.0
444,24321,140001278,8.0
445,24322,140001221,8.0
446,24322,140001278,8.0
447,24323,140001278,8.0
448,24324,140001278,8.0
449,24325,140001278,8.0
450,24325,140001274,8.0
451,24326,140001278,8.0
452,24326,140001282,8.0
453,24326,140001274,8.0
454,24327,140001274,8.0
455,24328,140001233,8.0
456,24328,140001274,8.0
457,24328,140001287,8.0
458,24329,140001233,8.0
459,24329,140001274,8.0
460,24329,140001287,8.0
461,24330,140001233,8.0
462,24330,140001266,8.0
463,24330,140001274,8.0
464,24331,140001233,8.0
465,24331,140001264,8.0
466,24331,140001266,8.0
467,24332,140001228,8.0
468,24332,140001233,8.0
469,24332,140001264,8.0
470,24332,140001266,8.0
471,24333,140001228,8.0
472,24334,140001228,8.0
473,24334,140001238,8.0
474,24335,140001238,8.0
475,24336,140001238,8.0
476,24341,140001873,9.0
477,24345,140001316,10.0
478,24348,140001306,11.0
479,24348,140001308,11.0
480,24348,140001315,11.0
481,24348,140001305,11.0
482,24349,140001306,11.0
483,24674,140001224,8.0
484,24674,140001247,8.0
485,24675,140001224,8.0
486,24675,140001247,8.0
487,24676,140001224,8.0
488,24677,140001224,8.0
489,24677,140001251,8.0
490,24678,140001251,8.0
491,24678,140001252,8.0
492,24679,140001221,8.0
493,24679,140001251,8.0
494,24679,140001252,8.0
495,24680,140001221,8.0
496,24681,140001221,8.0
497,24681,140001278,8.0
498,24682,140001221,8.0
499,24682,140001278,8.0
500,24683,140001278,8.0
501,24683,140001285,8.0
502,24684,140001278,8.0
503,24684,140001274,8.0
504,24685,140001278,8.0
505,24685,140001274,8.0
506,24686,140001274,8.0
507,24686,140001286,8.0
508,24687,140001274,8.0
509,24688,140001284,8.0
510,24688,140001266,8.0
511,24688,140001274,8.0
512,24688,140001276,8.0
513,24688,140001287,8.0
514,24689,140001284,8.0
515,24689,140001266,8.0
516,24689,140001274,8.0
517,24689,140001287,8.0
518,24690,140001264,8.0
519,24690,140001266,8.0
520,24690,140001267,8.0
521,24690,140001274,8.0
522,24691,140001264,8.0
523,24691,140001266,8.0
524,24691,140001267,8.0
525,24692,140001228,8.0
526,24692,140001264,8.0
527,24693,140001226,8.0
528,24693,140001228,8.0
529,24693,140001260,8.0
530,24693,140001264,8.0
531,24694,140001226,8.0
532,24694,140001228,8.0
533,24694,140001231,8.0
534,24694,140001238,8.0
535,24695,140001226,8.0
536,24695,140001231,8.0
537,24695,140001238,8.0
538,24696,140001238,8.0
539,24700,140001871,9.0
540,24704,140001313,10.0
541,24704,140001316,10.0
542,24705,140001313,10.0
543,24705,140001316,10.0
544,24706,140001307,11.0
545,24706,140001308,11.0
546,24706,140001313,11.0
547,24706,140001316,11.0
548,24706,140001305,11.0
549,24707,140001307,11.0
550,24707,140001308,11.0
551,24707,140001305,11.0
552,24708,140001306,11.0
553,24708,140001308,11.0
554,24709,140001306,11.0
555,24716,140001780,15.0
556,24716,140001781,15.0
557,24716,140001782,15.0
558,24716,140001783,15.0
559,25034,140001224,7.0
560,25034,140001247,7.0
561,25035,140001224,7.0
562,25035,140001247,7.0
563,25036,140001224,7.0
564,25036,140001247,7.0
565,25036,140001251,7.0
566,25037,140001224,7.0
567,25037,140001247,7.0
568,25037,140001251,7.0
569,25038,140001251,7.0
570,25039,140001221,7.0
571,25039,140001251,7.0
572,25040,140001221,7.0
573,25040,140001251,7.0
574,25041,140001221,7.0
575,25041,140001251,7.0
576,25041,140001278,7.0
577,25041,140001285,7.0
578,25042,140001278,7.0
579,25042,140001285,7.0
580,25043,140001278,7.0
581,25043,140001285,7.0
582,25044,140001278,7.0
583,25044,140001274,7.0
584,25044,140001285,7.0
585,25045,140001274,7.0
586,25045,140001285,7.0
587,25046,140001274,7.0
588,25046,140001285,7.0
589,25047,140001266,7.0
590,25047,140001274,7.0
591,25047,140001290,7.0
592,25048,140001284,7.0
593,25048,140001265,7.0
594,25048,140001266,7.0
595,25048,140001274,7.0
596,25049,140001258,7.0
597,25049,140001265,7.0
598,25049,140001266,7.0
599,25050,140001264,7.0
600,25050,140001266,7.0
601,25050,140001267,7.0
602,25051,140001264,7.0
603,25051,140001267,7.0
604,25052,140001264,7.0
605,25053,140001226,7.0
606,25053,140001260,7.0
607,25053,140001264,7.0
608,25054,140001226,8.0
609,25054,140001231,8.0
610,25054,140001260,8.0
611,25055,140001231,8.0
612,25055,140001238,8.0
613,25393,140001247,7.0
614,25056,140001231,8.0
615,25056,140001238,8.0
616,25064,140001313,10.0
617,25065,140001313,10.0
618,25066,140001307,11.0
619,25066,140001308,11.0
620,25066,140001313,11.0
621,25066,140001316,11.0
622,25067,140001307,11.0
623,25067,140001308,11.0
624,25067,140001297,11.0
625,25068,140001306,11.0
626,25068,140001307,11.0
627,25068,140001308,11.0
628,25068,140001297,11.0
629,25068,140001303,11.0
630,25069,140001306,11.0
631,25069,140001303,11.0
632,25076,140001780,15.0
633,25076,140001781,15.0
634,25076,140001782,15.0
635,25078,140001775,15.0
636,25078,140001776,15.0
637,25078,140001790,15.0
638,25078,140001740,15.0
639,25078,140001749,15.0
640,25078,140001771,15.0
641,25078,140001762,15.0
642,25078,140001770,15.0
643,25078,140001784,15.0
644,25394,140001247,7.0
645,25395,140001222,7.0
646,25395,140001247,7.0
647,25396,140001222,7.0
648,25396,140001244,7.0
649,25396,140001247,7.0
650,25396,140001257,7.0
651,25397,140001244,7.0
652,25397,140001247,7.0
653,25397,140001251,7.0
654,25398,140001244,7.0
655,25398,140001251,7.0
656,25399,140001244,7.0
657,25399,140001251,7.0
658,25400,140001251,7.0
659,25400,140001254,7.0
660,25400,140004252,7.0
661,25401,140001251,7.0
662,25401,140001254,7.0
663,25401,140001285,7.0
664,25402,140001285,7.0
665,25403,140001285,7.0
666,25404,140001275,7.0
667,25404,140001285,7.0
668,25405,140001274,7.0
669,25405,140001275,7.0
670,25405,140001285,7.0
671,25406,140001265,7.0
672,25406,140001274,7.0
673,25406,140001275,7.0
674,25407,140001265,7.0
675,25407,140001266,7.0
676,25407,140001274,7.0
677,25408,140001265,7.0
678,25408,140001266,7.0
679,25409,140001265,7.0
680,25409,140001266,7.0
681,25409,140001267,7.0
682,25410,140001265,7.0
683,25410,140001266,7.0
684,25410,140001267,7.0
685,25411,140001262,7.0
686,25411,140001264,7.0
687,25411,140001267,7.0
688,25412,140001260,7.0
689,25412,140001262,7.0
690,25412,140001264,7.0
691,25413,140001226,7.0
692,25413,140001260,7.0
693,25413,140001264,7.0
694,25414,140001226,8.0
695,25414,140001231,8.0
696,25414,140001260,8.0
697,25415,140001226,8.0
698,25415,140001231,8.0
699,25416,140001231,8.0
700,25425,140001312,10.0
701,25425,140001313,10.0
702,25426,140001307,11.0
703,25426,140001312,11.0
704,25426,140001313,11.0
705,25426,140001297,11.0
706,25426,140001299,11.0
707,25427,140001307,11.0
708,25427,140001297,11.0
709,25427,140001298,11.0
710,25427,140001299,11.0
711,25428,140001295,11.0
712,25428,140001296,11.0
713,25428,140001297,11.0
714,25428,140001298,11.0
715,25428,140001303,11.0
716,25429,140001295,11.0
717,25429,140001303,11.0
718,25430,140001303,12.0
719,25438,140001776,14.0
720,25790,140001303,12.0
721,25752,140001247,7.0
722,25789,140001295,11.0
723,25789,140001296,11.0
724,25789,140001303,11.0
725,25753,140001247,7.0
726,25754,140001247,7.0
727,25755,140001222,7.0
728,25755,140001247,7.0
729,25756,140001222,7.0
730,25756,140001244,7.0
731,25756,140001257,7.0
732,25757,140001244,7.0
733,25757,140001257,7.0
734,25758,140001244,7.0
735,25758,140004252,7.0
736,25759,140001244,7.0
737,25759,140001251,7.0
738,25759,140004252,7.0
739,25760,140001251,7.0
740,25760,140001254,7.0
741,25760,140004252,7.0
742,25761,140001254,7.0
743,25761,140001271,7.0
744,25761,140001285,7.0
745,25762,140001254,7.0
746,25762,140001271,7.0
747,25762,140001285,7.0
748,25763,140001253,7.0
749,25763,140001254,7.0
750,25763,140001285,7.0
751,25764,140001253,7.0
752,25764,140001275,7.0
753,25764,140001285,7.0
754,25765,140001253,7.0
755,25765,140001275,7.0
756,25766,140001236,7.0
757,25766,140001265,7.0
758,25766,140001274,7.0
759,25766,140001275,7.0
760,25767,140001236,7.0
761,25767,140001265,7.0
762,25768,140001265,7.0
763,25768,140001267,7.0
764,25769,140001265,7.0
765,25769,140001267,7.0
766,25770,140001263,7.0
767,25770,140001265,7.0
768,25770,140001267,7.0
769,25771,140001259,7.0
770,25771,140001262,7.0
771,25771,140001263,7.0
772,25771,140001267,7.0
773,25772,140001259,7.0
774,25772,140001260,7.0
775,25772,140001262,7.0
776,25773,140001226,7.0
777,25773,140001260,7.0
778,25773,140001262,7.0
779,25774,140001226,8.0
780,25774,140001231,8.0
781,25774,140001260,8.0
782,25775,140001226,8.0
783,25775,140001231,8.0
784,25776,140001219,8.0
785,25776,140001231,8.0
786,25777,140001219,8.0
787,25777,140001231,8.0
788,25785,140001312,10.0
789,25785,140001313,10.0
790,25786,140001312,11.0
791,25786,140001313,11.0
792,25786,140001299,11.0
793,25787,140001296,11.0
794,25787,140001298,11.0
795,25787,140001299,11.0
796,25788,140001295,11.0
797,25788,140001296,11.0
798,25788,140001298,11.0
799,25788,140001299,11.0
800,26112,140001247,7.0
801,26112,140001273,7.0
802,26113,140001247,7.0
803,26113,140001273,7.0
804,26114,140001247,7.0
805,26114,140001268,7.0
806,26115,140001222,7.0
807,26115,140001247,7.0
808,26115,140001268,7.0
809,26116,140001222,7.0
810,26116,140001244,7.0
811,26116,140001245,7.0
812,26116,140001257,7.0
813,26116,140001268,7.0
814,26117,140001244,7.0
815,26117,140001245,7.0
816,26117,140001268,7.0
817,26118,140001244,7.0
818,26118,140001245,7.0
819,26118,140001268,7.0
820,26118,140001271,7.0
821,26118,140004252,7.0
822,26119,140001271,7.0
823,26119,140004252,7.0
824,26120,140001254,7.0
825,26120,140001271,7.0
826,26120,140004252,7.0
827,26121,140001254,7.0
828,26121,140001271,7.0
829,26122,140001254,7.0
830,26122,140001271,7.0
831,26123,140001253,7.0
832,26123,140001254,7.0
833,26123,140001255,7.0
834,26123,140001271,7.0
835,26124,140001253,7.0
836,26124,140001255,7.0
837,26124,140001271,7.0
838,26124,140001285,7.0
839,26125,140001236,7.0
840,26125,140001253,7.0
841,26125,140001255,7.0
842,26125,140001275,7.0
843,26126,140001236,7.0
844,26126,140001253,7.0
845,26126,140001255,7.0
846,26126,140001265,7.0
847,26126,140001275,7.0
848,26127,140001236,7.0
849,26127,140001265,7.0
850,26128,140001236,7.0
851,26128,140001265,7.0
852,26128,140001267,7.0
853,26129,140001263,7.0
854,26129,140001265,7.0
855,26129,140001267,7.0
856,26130,140001263,7.0
857,26130,140001267,7.0
858,26131,140001259,7.0
859,26131,140001261,7.0
860,26131,140001262,7.0
861,26131,140001263,7.0
862,26132,140001259,7.0
863,26132,140001261,7.0
864,26132,140001262,7.0
865,26133,140001223,7.0
866,26133,140001226,7.0
867,26133,140001260,7.0
868,26133,140001262,7.0
869,26134,140001223,8.0
870,26134,140001226,8.0
871,26134,140001260,8.0
872,26135,140001223,8.0
873,26135,140001226,8.0
874,26135,140001231,8.0
875,26136,140001219,8.0
876,26136,140001223,8.0
877,26136,140001225,8.0
878,26136,140001231,8.0
879,26137,140001219,8.0
880,26138,140001219,9.0
881,26139,140001219,9.0
882,26140,140001219,9.0
883,26143,140001879,10.0
884,26144,140001312,10.0
885,26145,140001312,10.0
886,26146,140001311,11.0
887,26146,140001312,11.0
888,26146,140001299,11.0
889,26146,140001301,11.0
890,26147,140001311,11.0
891,26147,140001296,11.0
892,26147,140001299,11.0
893,26147,140001301,11.0
894,26148,140001295,11.0
895,26148,140001296,11.0
896,26148,140001301,11.0
897,26149,140001295,11.0
898,26149,140001301,11.0
899,26149,140001302,11.0
900,26149,140001303,11.0
901,26150,140001302,12.0
902,26150,140001303,12.0
903,26455,140001850,-1.0
904,26472,140001273,6.0
905,26473,140001247,6.0
906,26473,140001273,6.0
907,26474,140001247,6.0
908,26474,140001268,6.0
909,26474,140001269,6.0
910,26474,140001273,6.0
911,26475,140001268,6.0
912,26475,140001269,6.0
913,26476,140001268,6.0
914,26476,140001269,6.0
915,26477,140001268,6.0
916,26478,140001268,6.0
917,26478,140001271,6.0
918,26479,140001271,6.0
919,26480,140001271,6.0
920,26481,140001271,6.0
921,26482,140001255,6.0
922,26482,140001270,6.0
923,26482,140001271,6.0
924,26483,140001255,6.0
925,26483,140001270,6.0
926,26483,140001271,6.0
927,26484,140001255,6.0
928,26485,140001255,6.0
929,26486,140001236,6.0
930,26486,140001255,6.0
931,26487,140001236,6.0
932,26488,140001236,6.0
933,26488,140001263,6.0
934,26488,140001265,6.0
935,26489,140001236,6.0
936,26489,140001263,6.0
937,26489,140001265,6.0
938,26490,140001263,7.0
939,26491,140001223,7.0
940,26491,140001261,7.0
941,26491,140001263,7.0
942,26492,140001223,7.0
943,26492,140001261,7.0
944,26492,140001262,7.0
945,26493,140001223,7.0
946,26493,140001261,7.0
947,26493,140001262,7.0
948,26494,140001223,8.0
949,26494,140001226,8.0
950,26495,140001223,8.0
951,26495,140001225,8.0
952,26495,140001226,8.0
953,26495,140001231,8.0
954,26496,140001219,8.0
955,26496,140001223,8.0
956,26496,140001225,8.0
957,26497,140001219,8.0
958,26498,140001219,9.0
959,26499,140001219,9.0
960,26499,140001240,9.0
961,26500,140001219,9.0
962,26500,140001240,9.0
963,26501,140001240,9.0
964,26505,140001311,10.0
965,26505,140001312,10.0
966,26506,140001311,11.0
967,26506,140001312,11.0
968,26506,140001301,11.0
969,26507,140001311,11.0
970,26507,140001301,11.0
971,26508,140001311,11.0
972,26508,140001295,11.0
973,26508,140001300,11.0
974,26508,140001301,11.0
975,26509,140001295,11.0
976,26509,140001300,11.0
977,26509,140001301,11.0
978,26509,140001302,11.0
979,26510,140001300,12.0
980,26510,140001302,12.0
981,26511,140001302,12.0
982,26520,140001789,15.0
983,26815,140001850,-1.0
984,26832,140001273,6.0
985,26833,140001273,6.0
986,26834,140001269,6.0
987,26834,140001273,6.0
988,26835,140001268,6.0
989,26835,140001269,6.0
990,26836,140001268,6.0
991,26836,140001269,6.0
992,26837,140001268,6.0
993,26837,140001269,6.0
994,26837,140001271,6.0
995,26838,140001268,6.0
996,26838,140001271,6.0
997,26839,140001271,6.0
998,26840,140001271,6.0
999,26841,140001270,6.0
1000,26841,140001271,6.0
1001,26842,140001255,6.0
1002,26842,140001270,6.0
1003,26842,140001271,6.0
1004,26843,140001255,6.0
1005,26843,140001270,6.0
1006,26844,140001255,6.0
1007,26845,140001255,6.0
1008,26846,140001235,6.0
1009,26846,140001236,6.0
1010,26846,140001255,6.0
1011,26847,140001235,6.0
1012,26847,140001236,6.0
1013,26848,140001235,6.0
1014,26848,140001236,6.0
1015,26848,140001237,6.0
1016,26849,140001235,6.0
1017,26849,140001236,6.0
1018,26849,140001237,6.0
1019,26849,140001263,6.0
1020,26850,140001237,7.0
1021,26850,140001263,7.0
1022,26851,140001223,7.0
1023,26851,140001237,7.0
1024,26851,140001261,7.0
1025,26851,140001263,7.0
1026,26851,140001234,7.0
1027,26852,140001223,7.0
1028,26852,140001261,7.0
1029,26853,140001223,7.0
1030,26854,140001223,8.0
1031,26855,140001223,8.0
1032,26855,140001225,8.0
1033,26855,140001243,8.0
1034,26856,140001219,8.0
1035,26856,140001225,8.0
1036,26856,140001242,8.0
1037,26857,140001219,8.0
1038,26857,140001240,8.0
1039,26857,140001242,8.0
1040,26858,140001219,9.0
1041,26858,140001240,9.0
1042,26859,140001219,9.0
1043,26859,140001240,9.0
1044,26860,140001240,9.0
1045,26861,140001240,9.0
1046,26866,140001311,11.0
1047,26867,140001311,11.0
1048,26868,140001311,11.0
1049,26868,140001300,11.0
1050,26869,140001300,11.0
1051,26870,140001310,12.0
1052,26870,140001300,12.0
1053,26870,140001302,12.0
1054,26871,140001310,12.0
1055,26871,140001302,12.0
1056,26875,140001882,13.0
1057,27193,140001273,6.0
1058,27194,140001269,6.0
1059,27194,140001273,6.0
1060,27195,140001269,6.0
1061,27196,140001269,6.0
1062,27197,140001269,6.0
1063,27197,140001271,6.0
1064,27197,140001272,6.0
1065,27198,140001271,6.0
1066,27198,140001272,6.0
1067,27199,140001270,6.0
