,#cell_id,adc_id,time
2407,32613,140004349,7.0
2408,32613,140004351,7.0
2409,32613,140004371,7.0
2410,32613,140004376,7.0
2411,32613,140004321,7.0
2412,32613,140004420,7.0
2413,32613,140004425,7.0
2414,32613,140004428,7.0
2415,32614,140004443,8.0
2416,32614,140003994,8.0
2417,32614,140004429,8.0
2418,32614,140004430,8.0
2419,32614,140004343,8.0
2420,32614,140004327,8.0
2421,32614,140004322,8.0
2422,32614,140004346,8.0
2423,32614,140004394,8.0
2424,32614,140004332,8.0
2425,32614,140004441,8.0
2426,32614,140004342,8.0
2427,32614,140004355,8.0
2428,32614,140004434,8.0
2429,32614,140003977,8.0
2430,32614,140004350,8.0
2431,32614,140004420,8.0
2432,32614,140004326,8.0
2433,32614,140004425,8.0
2434,32614,140004393,8.0
2435,32614,140004348,8.0
2436,32615,140003994,8.0
2437,32615,140004019,8.0
2438,32615,140004020,8.0
2439,32615,140004324,8.0
2440,32615,140004345,8.0
2441,32615,140004394,8.0
2442,32615,140003985,8.0
2443,32615,140003990,8.0
2444,32615,140004007,8.0
2445,32615,140004017,8.0
2446,32615,140003976,8.0
2447,32615,140003977,8.0
2448,32615,140004420,8.0
2449,32615,140004013,8.0
2450,32615,140004326,8.0
2451,32615,140004388,8.0
2452,32615,140004393,8.0
2453,32615,140004348,8.0
2454,32616,140003999,8.0
2455,32616,140004006,8.0
2456,32616,140004019,8.0
2457,32616,140003974,8.0
2458,32616,140003985,8.0
2459,32616,140003986,8.0
2460,32616,140004007,8.0
2461,32616,140004017,8.0
2462,32616,140003976,8.0
2463,32617,140003983,8.0
2464,32617,140003993,8.0
2465,32617,140004006,8.0
2466,32617,140004012,8.0
2467,32617,140004018,8.0
2468,32617,140003974,8.0
2469,32617,140004010,8.0
2470,32618,140003983,9.0
2471,32618,140003993,9.0
2472,32618,140004011,9.0
2473,32618,140004012,9.0
2474,32618,140004016,9.0
2475,32618,140004001,9.0
2476,32619,140003983,9.0
2477,32619,140004012,9.0
2478,32619,140004016,9.0
2479,32619,140003979,9.0
2480,32619,140004001,9.0
2481,32620,140003983,9.0
2482,32620,140004021,9.0
2483,32620,140003979,9.0
2484,32621,140001397,9.0
2485,32621,140004021,9.0
2486,32621,140003979,9.0
2487,32622,140001397,10.0
2488,32623,140001395,10.0
2489,32623,140001397,10.0
2490,32624,140001395,10.0
2491,32624,140001396,10.0
2492,32624,140001397,10.0
2493,32948,140001485,2.0
2494,32950,140001487,2.0
2495,32950,140001802,2.0
2496,32950,140001818,2.0
2497,32951,140001802,2.0
2498,32951,140001816,2.0
2499,32951,140001818,2.0
2500,32951,140001859,2.0
2501,32952,140001494,2.0
2502,32952,140001816,2.0
2503,32952,140001859,2.0
2504,32953,140001492,2.0
2505,32953,140001494,2.0
2506,32954,140001492,3.0
2507,32954,140001494,3.0
2508,32954,140001676,3.0
2509,32955,140001492,3.0
2510,32955,140001576,3.0
2511,32955,140001676,3.0
2512,32955,140004127,3.0
2513,32956,140001576,3.0
2514,32956,140001676,3.0
2515,32956,140004127,3.0
2516,32957,140001619,3.0
2517,32957,140001676,3.0
2518,32957,140004127,3.0
2519,32958,140001619,4.0
2520,32958,140001335,4.0
2521,32959,140001619,4.0
2522,32959,140001335,4.0
2523,32960,140001335,4.0
2524,32961,140001335,4.0
2525,32962,140001335,5.0
2526,32963,140001334,5.0
2527,32963,140001335,5.0
2528,32964,140001334,5.0
2529,32965,140001334,5.0
2530,32966,140001334,6.0
2531,32967,140001334,6.0
2532,32968,140001334,6.0
2533,32969,140001334,6.0
2534,32970,140001334,7.0
2535,32971,140001334,7.0
2536,32971,140004329,7.0
2537,32971,140004433,7.0
2538,32971,140004446,7.0
2539,32972,140001334,7.0
2540,32972,140004329,7.0
2541,32972,140004435,7.0
2542,32972,140004438,7.0
2543,32972,140004335,7.0
2544,32972,140004390,7.0
2545,32972,140004349,7.0
2546,32972,140004344,7.0
2547,32972,140004433,7.0
2548,32972,140004376,7.0
2549,32973,140004430,7.0
2550,32973,140004360,7.0
2551,32973,140004367,7.0
2552,32973,140004327,7.0
2553,32973,140004322,7.0
2554,32973,140004435,7.0
2555,32973,140004335,7.0
2556,32973,140004390,7.0
2557,32973,140004349,7.0
2558,32973,140004379,7.0
2559,32973,140004381,7.0
2560,32973,140004376,7.0
2561,32973,140004321,7.0
2562,32974,140004339,8.0
2563,32974,140004430,8.0
2564,32974,140004360,8.0
2565,32974,140004367,8.0
2566,32974,140004343,8.0
2567,32974,140004327,8.0
2568,32974,140004395,8.0
2569,32974,140004383,8.0
2570,32974,140004445,8.0
2571,32974,140004450,8.0
2572,32974,140004373,8.0
2573,32974,140004441,8.0
2574,32974,140004317,8.0
2575,32974,140004434,8.0
2576,32974,140004350,8.0
2577,32974,140004354,8.0
2578,32974,140004326,8.0
2579,32975,140004339,8.0
2580,32975,140004382,8.0
2581,32975,140004427,8.0
2582,32975,140004022,8.0
2583,32975,140004384,8.0
2584,32975,140004395,8.0
2585,32975,140004383,8.0
2586,32975,140004437,8.0
2587,32975,140004324,8.0
2588,32975,140004345,8.0
2589,32975,140004357,8.0
2590,32975,140004444,8.0
2591,32975,140004423,8.0
2592,32975,140004017,8.0
2593,32975,140003976,8.0
2594,32975,140004354,8.0
2595,32975,140004325,8.0
2596,32975,140004326,8.0
2597,32975,140004388,8.0
2598,32975,140004348,8.0
2599,32976,140003999,8.0
2600,32976,140004018,8.0
2601,32976,140004022,8.0
2602,32976,140003974,8.0
2603,32976,140004423,8.0
2604,32976,140004017,8.0
2605,32977,140004000,8.0
2606,32977,140004012,8.0
2607,32977,140004018,8.0
2608,32977,140003974,8.0
2609,32978,140003983,9.0
2610,32978,140004000,9.0
2611,32978,140004012,9.0
2612,32979,140003983,9.0
2613,32979,140004000,9.0
2614,32979,140004012,9.0
2615,32979,140004021,9.0
2616,32980,140003983,9.0
2617,32980,140004021,9.0
2618,32981,140001394,9.0
2619,32981,140001397,9.0
2620,32981,140004021,9.0
2621,32982,140001394,10.0
2622,32982,140001395,10.0
2623,32982,140001397,10.0
2624,32983,140001393,10.0
2625,32983,140001394,10.0
2626,32983,140001395,10.0
2627,32983,140001396,10.0
2628,32983,140001397,10.0
2629,32984,140001393,10.0
2630,32984,140001395,10.0
2631,32984,140001396,10.0
2632,32985,140001393,10.0
2633,32985,140001396,10.0
2634,32986,140001389,11.0
2635,32986,140001396,11.0
2636,33706,140001396,11.0
2637,33706,140001390,11.0
2638,33706,140001391,11.0
2639,33310,140001818,2.0
2640,33310,140004154,2.0
2641,33311,140001802,2.0
2642,33311,140001816,2.0
2643,33311,140001818,2.0
2644,33311,140001859,2.0
2645,33311,140004154,2.0
2646,33312,140001494,2.0
2647,33312,140001816,2.0
2648,33312,140004154,2.0
2649,33313,140001494,2.0
2650,33313,140004154,2.0
2651,33313,140004127,2.0
2652,33314,140001494,3.0
2653,33314,140001676,3.0
2654,33314,140004154,3.0
2655,33314,140004127,3.0
2656,33315,140001676,3.0
2657,33315,140004127,3.0
2658,33316,140001675,3.0
2659,33316,140001676,3.0
2660,33316,140004127,3.0
2661,33317,140001619,3.0
2662,33317,140001675,3.0
2663,33317,140001676,3.0
2664,33317,140004127,3.0
2665,33318,140001619,4.0
2666,33319,140001619,4.0
2667,33319,140001335,4.0
2668,33320,140001335,4.0
2669,33321,140001335,4.0
2670,33322,140001335,5.0
2671,33323,140001334,5.0
2672,33323,140001335,5.0
2673,33324,140001334,5.0
2674,33324,140001335,5.0
2675,33325,140001334,5.0
2676,33326,140001334,6.0
2677,33327,140001334,6.0
2678,33328,140001334,6.0
2679,33329,140001334,6.0
2680,33330,140001334,7.0
2681,33331,140001334,7.0
2682,33331,140004319,7.0
2683,33331,140004452,7.0
2684,33332,140001334,7.0
2685,33332,140004319,7.0
2686,33332,140004435,7.0
2687,33332,140004335,7.0
2688,33332,140004365,7.0
2689,33332,140004447,7.0
2690,33332,140004452,7.0
2691,33332,140004361,7.0
2692,33332,140004377,7.0
2693,33332,140004344,7.0
2694,33333,140004422,7.0
2695,33333,140004360,7.0
2696,33333,140004320,7.0
2697,33333,140004435,7.0
2698,33333,140004436,7.0
2699,33333,140004362,7.0
2700,33333,140004447,7.0
2701,33333,140004392,7.0
2702,33333,140004316,7.0
2703,33333,140004377,7.0
2704,33333,140004381,7.0
2705,33334,140004421,8.0
2706,33334,140004422,8.0
2707,33334,140004360,8.0
2708,33334,140004367,8.0
2709,33334,140004395,8.0
2710,33334,140004364,8.0
2711,33334,140004362,8.0
2712,33334,140004444,8.0
2713,33334,140004448,8.0
2714,33334,140004316,8.0
2715,33334,140004373,8.0
2716,33334,140004386,8.0
2717,33334,140004317,8.0
2718,33335,140004018,8.0
2719,33335,140004022,8.0
2720,33335,140004395,8.0
2721,33335,140004364,8.0
2722,33335,140004323,8.0
2723,33335,140004357,8.0
2724,33335,140004444,8.0
2725,33335,140004386,8.0
2726,33335,140004423,8.0
2727,33336,140004018,8.0
2728,33336,140004022,8.0
2729,33337,140004000,8.0
2730,33337,140004012,8.0
2731,33337,140004018,8.0
2732,33338,140004000,9.0
2733,33339,140003983,9.0
2734,33339,140004000,9.0
2735,33339,140004021,9.0
2736,33340,140004000,9.0
2737,33340,140004021,9.0
2738,33341,140001394,9.0
2739,33341,140003998,9.0
2740,33341,140004021,9.0
2741,33342,140001394,10.0
2742,33342,140003998,10.0
2743,33343,140001393,10.0
2744,33343,140001394,10.0
2745,33344,140001393,10.0
2746,33345,140001393,10.0
2747,33345,140001396,10.0
2748,33346,140001389,11.0
2749,33346,140001396,11.0
2750,33346,140001390,11.0
2751,33347,140001390,11.0
2752,33707,140001381,11.0
2753,33707,140001390,11.0
2754,33707,140001391,11.0
2755,33708,140001381,11.0
2756,33708,140001390,11.0
2757,33669,140001794,1.0
2758,33669,140001795,1.0
2759,33670,140004154,2.0
2760,33670,140004155,2.0
2761,33670,140004163,2.0
2762,33671,140004115,2.0
2763,33671,140004154,2.0
2764,33671,140004163,2.0
2765,33672,140004115,2.0
2766,33672,140004154,2.0
2767,33673,140004115,2.0
2768,33673,140004154,2.0
2769,33673,140004127,2.0
2770,33674,140004127,3.0
2771,33675,140004127,3.0
2772,33676,140001625,3.0
2773,33676,140001675,3.0
2774,33676,140004127,3.0
2775,33677,140001619,3.0
2776,33677,140001620,3.0
2777,33677,140001625,3.0
2778,33677,140001675,3.0
2779,33677,140004127,3.0
2780,33678,140001619,4.0
2781,33678,140001620,4.0
2782,33678,140001675,4.0
2783,33679,140001619,4.0
2784,33679,140001620,4.0
2785,33679,140001652,4.0
2786,33679,140001335,4.0
2787,33680,140001335,4.0
2788,33681,140001335,4.0
2789,33682,140001335,5.0
2790,33683,140001334,5.0
2791,33683,140001335,5.0
2792,33684,140001334,5.0
2793,33684,140001335,5.0
2794,33685,140001334,5.0
2795,33686,140001334,6.0
2796,33687,140001334,6.0
2797,33688,140001334,6.0
2798,33689,140001334,6.0
2799,33690,140001334,7.0
2800,33691,140001334,7.0
2801,33691,140004319,7.0
2802,33691,140001550,7.0
2803,33691,140004380,7.0
2804,33691,140004389,7.0
2805,33692,140004319,7.0
2806,33692,140001550,7.0
2807,33692,140001583,7.0
2808,33692,140004380,7.0
2809,33692,140004389,7.0
2810,33692,140004391,7.0
2811,33692,140004318,7.0
2812,33692,140004361,7.0
2813,33692,140004377,7.0
2814,33693,140004320,7.0
2815,33693,140001583,7.0
2816,33693,140004358,7.0
2817,33693,140004440,7.0
2818,33693,140004316,7.0
2819,33693,140004361,7.0
2820,33693,140004377,7.0
2821,33694,140004421,8.0
2822,33694,140004359,8.0
2823,33694,140001583,8.0
2824,33694,140004358,8.0
2825,33694,140004364,8.0
2826,33694,140004440,8.0
2827,33694,140004316,8.0
2828,33694,140004386,8.0
2829,33695,140004018,8.0
2830,33695,140004359,8.0
2831,33695,140004364,8.0
2832,33695,140004323,8.0
2833,33696,140004018,8.0
2834,33697,140004000,8.0
2835,33697,140004018,8.0
2836,33698,140001370,9.0
2837,33698,140004000,9.0
2838,33699,140001370,9.0
2839,33699,140004000,9.0
2840,33700,140001370,9.0
2841,33700,140003998,9.0
2842,33700,140004000,9.0
2843,33700,140004021,9.0
2844,33701,140001370,9.0
2845,33701,140003998,9.0
2846,33701,140004021,9.0
2847,33702,140001394,10.0
2848,33702,140001371,10.0
2849,33702,140003998,10.0
2850,33703,140001393,10.0
2851,33703,140001394,10.0
2852,33704,140001393,10.0
2853,33704,140001394,10.0
2854,33704,140001392,10.0
2855,34011,140001849,3.0
2856,34012,140001811,3.0
2857,34012,140001823,3.0
2858,34012,140001849,3.0
2859,34013,140001811,3.0
2860,34013,140001823,3.0
2861,34013,140001836,3.0
2862,34013,140004251,3.0
2863,34014,140004251,3.0
2864,34015,140004251,2.0
2865,34018,140001860,2.0
2866,34019,140001860,1.0
2867,34026,140004111,1.0
2868,34026,140004119,1.0
2869,34036,140001625,3.0
2870,34036,140001645,3.0
2871,34036,140004127,3.0
2872,34037,140001620,3.0
2873,34037,140001625,3.0
2874,34037,140001675,3.0
2875,34038,140001620,4.0
2876,34038,140001625,4.0
2877,34038,140001652,4.0
2878,34027,140004111,1.0
2879,34027,140004152,1.0
2880,34028,140004105,1.0
2881,34028,140004152,1.0
2882,34028,140004100,1.0
2883,34029,140004105,1.0
2884,34029,140004155,1.0
2885,34029,140004118,1.0
2886,34030,140004155,2.0
2887,34030,140004163,2.0
2888,34031,140004115,2.0
2889,34031,140004150,2.0
2890,34031,140004163,2.0
2891,34032,140004115,2.0
2892,34032,140004163,2.0
2893,34033,140004115,2.0
2894,34033,140004127,2.0
2895,34034,140004115,3.0
2896,34034,140004127,3.0
2897,34035,140001625,3.0
2898,34035,140001645,3.0
2899,34035,140004127,3.0
2900,34039,140001620,4.0
2901,34039,140001652,4.0
2902,34039,140001869,4.0
2903,34039,140001335,4.0
2904,34040,140001609,4.0
2905,34040,140001652,4.0
2906,34040,140001655,4.0
2907,34040,140001335,4.0
2908,34041,140001557,4.0
2909,34041,140001655,4.0
2910,34041,140001335,4.0
2911,34042,140001557,5.0
2912,34042,140001633,5.0
2913,34042,140001335,5.0
2914,34043,140001334,5.0
2915,34043,140001557,5.0
2916,34043,140001633,5.0
2917,34043,140001335,5.0
2918,34044,140001334,5.0
2919,34044,140001633,5.0
2920,34045,140001334,5.0
2921,34045,140001599,5.0
2922,34045,140001633,5.0
2923,34046,140001334,6.0
2924,34046,140001599,6.0
2925,34047,140001334,6.0
2926,34048,140001334,6.0
2927,34048,140001720,6.0
2928,34049,140001334,6.0
2929,34049,140001720,6.0
2930,34050,140001334,7.0
2931,34050,140001550,7.0
2932,34050,140001720,7.0
2933,34051,140001334,7.0
2934,34051,140001550,7.0
2935,34051,140001720,7.0
2936,34052,140001550,7.0
2937,34052,140001583,7.0
2938,34053,140001550,7.0
2939,34053,140001583,7.0
2940,34054,140004018,8.0
2941,34054,140004359,8.0
2942,34054,140001583,8.0
2943,34055,140003982,8.0
2944,34055,140004018,8.0
2945,34055,140004359,8.0
2946,34055,140001583,8.0
2947,34056,140001373,8.0
2948,34056,140003982,8.0
2949,34056,140004018,8.0
2950,34057,140001370,8.0
2951,34057,140001373,8.0
2952,34057,140004000,8.0
2953,34057,140004018,8.0
2954,34058,140001370,9.0
2955,34058,140004000,9.0
2956,34059,140001370,9.0
2957,34060,140001370,9.0
2958,34061,140001370,9.0
2959,34061,140001371,9.0
2960,34061,140003998,9.0
2961,34062,140001394,10.0
2962,34062,140001370,10.0
2963,34062,140001371,10.0
2964,34062,140003998,10.0
2965,34063,140001394,10.0
2966,34063,140001371,10.0
2967,34063,140001392,10.0
2968,34064,140001394,10.0
2969,34064,140001371,10.0
2970,34064,140001392,10.0
2971,34065,140001371,10.0
2972,34065,140001391,10.0
2973,34065,140001392,10.0
2974,34066,140001371,11.0
2975,34066,140001391,11.0
2976,34067,140001381,11.0
2977,34067,140001391,11.0
2978,34068,140001381,11.0
2979,34068,140001382,11.0
2980,34069,140001382,11.0
2981,34415,140001373,8.0
2982,34415,140003982,8.0
2983,34415,140001583,8.0
2984,34415,140001604,8.0
2985,34370,140001808,4.0
2986,34371,140001808,3.0
2987,34371,140001827,3.0
2988,34371,140001835,3.0
2989,34371,140001849,3.0
2990,34372,140001810,3.0
2991,34372,140001811,3.0
2992,34372,140001823,3.0
2993,34372,140001827,3.0
2994,34372,140001836,3.0
2995,34372,140001849,3.0
2996,34373,140001810,3.0
2997,34373,140001823,3.0
2998,34373,140001836,3.0
2999,34373,140004251,3.0
3000,34373,140004240,3.0
3001,34374,140004251,3.0
3002,34374,140004248,3.0
3003,34375,140004250,2.0
3004,34375,140004251,2.0
3005,34375,140004248,2.0
3006,34376,140004250,2.0
3007,34376,140004239,2.0
3008,34376,140004248,2.0
3009,34377,140001860,2.0
3010,34377,140004250,2.0
3011,34377,140004239,2.0
3012,34377,140004247,2.0
3013,34378,140001860,2.0
3014,34378,140004247,2.0
3015,34379,140001793,1.0
3016,34379,140001801,1.0
3017,34379,140001805,1.0
3018,34379,140001860,1.0
3019,34380,140001801,1.0
3020,34380,140001805,1.0
3021,34380,140001812,1.0
3022,34414,140001583,8.0
3023,34414,140001604,8.0
3024,34381,140001805,1.0
3025,34381,140001812,1.0
3026,34381,140001858,1.0
3027,34382,140001858,1.0
3028,34385,140004119,1.0
3029,34385,140004147,1.0
3030,34386,140004111,1.0
3031,34386,140004119,1.0
3032,34386,140004124,1.0
3033,34386,140004147,1.0
3034,34387,140004111,1.0
3035,34387,140004130,1.0
3036,34387,140004152,1.0
3037,34387,140004107,1.0
3038,34387,140004119,1.0
3039,34387,140004124,1.0
3040,34388,140004105,1.0
3041,34388,140004130,1.0
3042,34388,140004152,1.0
3043,34388,140004100,1.0
3044,34388,140004107,1.0
3045,34388,140004118,1.0
3046,34388,140004123,1.0
3047,34388,140004126,1.0
3048,34389,140004105,1.0
3049,34389,140004155,1.0
3050,34389,140004118,1.0
3051,34389,140004123,1.0
3052,34390,140004155,2.0
3053,34390,140004118,2.0
3054,34390,140004145,2.0
3055,34390,140004150,2.0
3056,34390,140004163,2.0
3057,34391,140004115,2.0
3058,34391,140004155,2.0
3059,34391,140004145,2.0
3060,34391,140004150,2.0
3061,34391,140004163,2.0
3062,34392,140004115,2.0
3063,34392,140004102,2.0
3064,34392,140004150,2.0
3065,34393,140004115,2.0
3066,34393,140004102,2.0
3067,34393,140004127,2.0
3068,34394,140004115,3.0
3069,34394,140004102,3.0
3070,34394,140004127,3.0
3071,34395,140001625,3.0
3072,34395,140001645,3.0
3073,34395,140004127,3.0
3074,34396,140001625,3.0
3075,34396,140001645,3.0
3076,34396,140001658,3.0
3077,34397,140001625,3.0
3078,34397,140001645,3.0
3079,34397,140001652,3.0
3080,34397,140001658,3.0
3081,34397,140001659,3.0
3082,34398,140001620,4.0
3083,34398,140001625,4.0
3084,34398,140001652,4.0
3085,34398,140001659,4.0
3086,34399,140001609,4.0
3087,34399,140001652,4.0
3088,34399,140001659,4.0
3089,34400,140001609,4.0
3090,34400,140001652,4.0
3091,34400,140001655,4.0
3092,34400,140001335,4.0
3093,34401,140001557,4.0
3094,34401,140001609,4.0
3095,34401,140001655,4.0
3096,34402,140001557,5.0
3097,34402,140001600,5.0
3098,34402,140001633,5.0
3099,34402,140001655,5.0
3100,34403,140001600,5.0
3101,34403,140001633,5.0
3102,34404,140001633,5.0
3103,34405,140001334,5.0
3104,34405,140001599,5.0
3105,34405,140001633,5.0
3106,34406,140001334,6.0
3107,34406,140001599,6.0
3108,34406,140001633,6.0
3109,34407,140001334,6.0
3110,34407,140001599,6.0
3111,34407,140001720,6.0
3112,34408,140001334,6.0
3113,34408,140001599,6.0
3114,34408,140001720,6.0
3115,34409,140001617,6.0
3116,34409,140001720,6.0
3117,34410,140001617,7.0
3118,34410,140001720,7.0
3119,34411,140001550,7.0
3120,34411,140001617,7.0
3121,34411,140001720,7.0
3122,34412,140001550,7.0
3123,34412,140001583,7.0
3124,34412,140001604,7.0
3125,34412,140001617,7.0
3126,34413,140001550,7.0
3127,34413,140001583,7.0
3128,34413,140001604,7.0
3129,34416,140001373,8.0
3130,34416,140003982,8.0
3131,34416,140001583,8.0
3132,34416,140001604,8.0
3133,34417,140001370,8.0
3134,34417,140001373,8.0
3135,34418,140001370,9.0
3136,34418,140001373,9.0
3137,34419,140001370,9.0
3138,34419,140001373,9.0
3139,34420,140001370,9.0
3140,34421,140001370,9.0
3141,34422,140001370,10.0
3142,34422,140001371,10.0
3143,34423,140001371,10.0
3144,34424,140001371,10.0
3145,34425,140001371,10.0
3146,34426,140001381,11.0
3147,34426,140001371,11.0
3148,34426,140001391,11.0
3149,34427,140001381,11.0
3150,34427,140001371,11.0
3151,34427,140001391,11.0
3152,34428,140001381,11.0
3153,34428,140001382,11.0
3154,34429,140001382,11.0
3155,34787,140001381,11.0
3156,34787,140001382,11.0
3157,34787,140001371,11.0
3158,34788,140001381,11.0
3159,34788,140001382,11.0
3160,34788,140001371,11.0
3161,34789,140001382,11.0
3162,34790,140001382,12.0
3163,35131,140001710,7.0
3164,35131,140001604,7.0
3165,35131,140001617,7.0
3166,35132,140001604,7.0
3167,35133,140001711,7.0
3168,35133,140001368,7.0
3169,35133,140001604,7.0
3170,34729,140001498,4.0
3171,34729,140001797,4.0
3172,34729,140001809,4.0
3173,34730,140001797,4.0
3174,34730,140001798,4.0
3175,34730,140001807,4.0
3176,34730,140001808,4.0
3177,34730,140001809,4.0
3178,34730,140001822,4.0
3179,34730,140001825,4.0
3180,34731,140001798,3.0
3181,34731,140001808,3.0
3182,34731,140001822,3.0
3183,34731,140001827,3.0
3184,34731,140001835,3.0
3185,34732,140001810,3.0
3186,34732,140001827,3.0
3187,34732,140004240,3.0
3188,34733,140001810,3.0
3189,34733,140004251,3.0
3190,34733,140004240,3.0
3191,34733,140004244,3.0
3192,34734,140004251,3.0
3193,34734,140004240,3.0
3194,34734,140004244,3.0
3195,34734,140004248,3.0
3196,34735,140004249,2.0
3197,34735,140004250,2.0
3198,34735,140004241,2.0
3199,34735,140004244,2.0
3200,34735,140004248,2.0
3201,34736,140004249,2.0
3202,34736,140004250,2.0
3203,34736,140004241,2.0
3204,34736,140004248,2.0
3205,34737,140001800,2.0
3206,34737,140001860,2.0
3207,34737,140004249,2.0
3208,34737,140004250,2.0
3209,34737,140004247,2.0
3210,34738,140001793,2.0
3211,34738,140001800,2.0
3212,34738,140001801,2.0
3213,34738,140001860,2.0
3214,34739,140001793,1.0
3215,34739,140001801,1.0
3216,34739,140001805,1.0
3217,34739,140001860,1.0
3218,34740,140001793,1.0
3219,34740,140001805,1.0
3220,34741,140001413,1.0
3221,34741,140001400,1.0
3222,34741,140001805,1.0
3223,34741,140001812,1.0
3224,34741,140001858,1.0
3225,34742,140001413,1.0
3226,34742,140001400,1.0
3227,34742,140001858,1.0
3228,34742,140004109,1.0
3229,34742,140004117,1.0
3230,34742,140004140,1.0
3231,34742,140004162,1.0
3232,34743,140004138,0.0
3233,34743,140004164,0.0
3234,34743,140004109,0.0
3235,34743,140004117,0.0
3236,34743,140004140,0.0
3237,34743,140004146,0.0
3238,34743,140004149,0.0
3239,34743,140004162,0.0
3240,34743,140004165,0.0
3241,34744,140004138,0.0
3242,34744,140004146,0.0
3243,34782,140001370,10.0
3244,34782,140001371,10.0
3245,34783,140001370,10.0
3246,34783,140001371,10.0
3247,34784,140001371,10.0
3248,34785,140001371,10.0
3249,34786,140001371,11.0
3250,34745,140004138,0.0
3251,34745,140004146,0.0
3252,34745,140004147,0.0
3253,34746,140004119,1.0
3254,34746,140004124,1.0
3255,34746,140004147,1.0
3256,34747,140004136,1.0
3257,34747,140004107,1.0
3258,34747,140004119,1.0
3259,34747,140004124,1.0
3260,34747,140004126,1.0
3261,34748,140004112,1.0
3262,34748,140004136,1.0
3263,34748,140004100,1.0
3264,34748,140004107,1.0
3265,34748,140004123,1.0
3266,34748,140004126,1.0
3267,34749,140004112,1.0
3268,34749,140004118,1.0
3269,34749,140004123,1.0
3270,34750,140004112,2.0
3271,34750,140004155,2.0
3272,34750,140004118,2.0
3273,34750,140004145,2.0
3274,34750,140004157,2.0
3275,34751,140004145,2.0
3276,34751,140004150,2.0
3277,34751,140004157,2.0
3278,34752,140004115,2.0
3279,34752,140004102,2.0
3280,34752,140004145,2.0
3281,34752,140004150,2.0
3282,34752,140004157,2.0
3283,34753,140004115,2.0
3284,34753,140004102,2.0
3285,34754,140004102,3.0
3286,34754,140004127,3.0
3287,34755,140001645,3.0
3288,34755,140004102,3.0
3289,34755,140004127,3.0
3290,34755,140001658,3.0
3291,34756,140001645,3.0
3292,34756,140004102,3.0
3293,34756,140001658,3.0
3294,34757,140001658,3.0
3295,34757,140001659,3.0
3296,34758,140001658,4.0
3297,34758,140001659,4.0
3298,34759,140001609,4.0
3299,34759,140001644,4.0
3300,34759,140001659,4.0
3301,34760,140001609,4.0
3302,34760,140001655,4.0
3303,34760,140001644,4.0
3304,34761,140001655,4.0
3305,34761,140001644,4.0
3306,34762,140001600,5.0
3307,34762,140001655,5.0
3308,34763,140001600,5.0
3309,34763,140001633,5.0
3310,34764,140001600,5.0
3311,34764,140001633,5.0
3312,34765,140001599,5.0
3313,34765,140001600,5.0
3314,34765,140001633,5.0
3315,34766,140001599,6.0
3316,34766,140001633,6.0
3317,34767,140001599,6.0
3318,34767,140001718,6.0
3319,34767,140001720,6.0
3320,34768,140001718,6.0
3321,34768,140001720,6.0
3322,34769,140001717,6.0
3323,34769,140001718,6.0
3324,34769,140001617,6.0
3325,34769,140001720,6.0
3326,34770,140001717,7.0
3327,34770,140001617,7.0
3328,34770,140001720,7.0
3329,34771,140001550,7.0
3330,34771,140001604,7.0
3331,34771,140001617,7.0
3332,34771,140001720,7.0
3333,34772,140001604,7.0
3334,34772,140001617,7.0
3335,34773,140001604,7.0
3336,34774,140001604,8.0
3337,34775,140001373,8.0
3338,34775,140001604,8.0
3339,34776,140001373,8.0
3340,34776,140001604,8.0
3341,34777,140001373,8.0
3342,34778,140001370,9.0
3343,34778,140001373,9.0
3344,34779,140001370,9.0
3345,34779,140001373,9.0
3346,34780,140001370,9.0
3347,34780,140001373,9.0
3348,34781,140001370,9.0
3349,34781,140001371,9.0
3350,35119,140001644,4.0
3351,35119,140001659,4.0
3352,35119,140001626,4.0
3353,35120,140001553,4.0
3354,35120,140001644,4.0
3355,35120,140001659,4.0
3356,35121,140001655,4.0
3357,35121,140001553,4.0
3358,35121,140001644,4.0
3359,35122,140001600,5.0
3360,35122,140001655,5.0
3361,35122,140001553,5.0
3362,35123,140001600,5.0
3363,35124,140001600,5.0
3364,35125,140001599,5.0
3365,35125,140001600,5.0
3366,35125,140001718,5.0
3367,35126,140001599,6.0
3368,35126,140001718,6.0
3369,35127,140001599,6.0
3370,35127,140001648,6.0
3371,35127,140001718,6.0
3372,35128,140001717,6.0
3373,35128,140001718,6.0
3374,35129,140001717,6.0
3375,35129,140001718,6.0
3376,35129,140001617,6.0
3377,35130,140001710,7.0
3378,35130,140001717,7.0
3379,35130,140001617,7.0
3380,35088,140001498,4.0
3381,35089,140001496,4.0
3382,35089,140001498,4.0
3383,35089,140001809,4.0
3384,35090,140001496,4.0
3385,35090,140001798,4.0
3386,35090,140001807,4.0
3387,35090,140001809,4.0
3388,35090,140001819,4.0
3389,35091,140001798,3.0
3390,35091,140001807,3.0
3391,35091,140001819,3.0
3392,35091,140001827,3.0
3393,35091,140003973,3.0
3394,35092,140001827,3.0
3395,35092,140003973,3.0
3396,35092,140004240,3.0
3397,35093,140004240,3.0
3398,35093,140004243,3.0
3399,35093,140004244,3.0
3400,35094,140004240,3.0
3401,35094,140004243,3.0
3402,35094,140004244,3.0
3403,35095,140004249,2.0
3404,35095,140004241,2.0
3405,35095,140004242,2.0
