"var","MeanDecreaseAccuracy","MeanDecreaseGini"
"start_month",0.309225436585687,1714.95743523472
"latency_period",0.256104018560801,850.29635442411
"moore",0.173919526353336,805.483524570864
"a_long",0.25795305058242,791.978938936719
"seed",0.129684807651347,511.314417778231
"a_local",0.0731733165834348,291.548321211022
"season",0.103881008969607,283.254146049745
"beta",0.0358662012127306,123.461204561442
"a_sd",0.0111801753364283,58.5426784024286
"kappa",-0.000469840620835227,1.79673988271306
