"var","1","2","3","4","5","6","7","8","9","10","MeanDecreaseAccuracy","MeanDecreaseGini"
"start_month",0.00157340414370234,0.240033547997004,0.496588481169497,0.00820819872512405,0.480988461918582,0.452625735683814,-0.000624657879476762,0.334140365260792,0.0338528749861678,0.513802199536828,0.299891489294894,1336.22639091877
"seed",0.690923326581378,0.0721068251386258,0.0867907521625326,0.315888922892482,0.0637974115494908,0.091479036916299,0.153404578056171,0.311859196145877,0.692715277021065,0.105884591325821,0.174187184156719,686.238324163539
"season",-0.00447154792592871,0.228605679188623,0.144169579108009,-0.000822532103886139,0.0942317011411179,0.0434023224438593,-0.000214551621657111,0.042635471590456,0.00247228971584632,0.129041142705525,0.0832337393405264,228.078185933488
"moore",0.392755260425491,0.306737086989356,0.0907302836753336,0.328540153132572,0.520023585651725,0.263288860167203,0.415815503785718,0.490542615744307,0.292699515589124,0.439655063967216,0.326566461144916,1487.60315193584
"latency_period",0.248289320390555,0.132167859282929,0.237869092225293,0.323254288438044,0.196327038435528,0.220133718998244,0.294427702424338,0.41668775298754,0.615026011101152,0.218429557058717,0.262397150348303,774.378326262992
"kappa",-0.00243024646660006,0.000392486793946233,-0.000457642028059004,-0.000398251694867936,-0.00112086970576911,-0.000885747070718527,-0.000636980364987785,-0.00081568222936236,-0.00222355973599784,-1.66034051047332e-05,-0.000575901986503578,3.09625153803011
"beta",-0.0035370628850251,0.0499062629875565,0.113459862206432,-0.000823563592290272,0.0467805629265729,0.6374831353225,-0.00142959717828174,0.0396145525468415,-0.00496956502633169,0.053675264104601,0.06627299716495,232.892490891164
"a_sd",0.012953984310807,0.0532171299211313,0.002227412364952,0.00809691426451229,0.00174507998389704,0.0115533854387423,0.00446957367432537,0.0263263763575655,0.00683272711624581,0.00544943245955414,0.00957588166761692,59.4638416078187
"a_long",0.301202092784372,0.246891059304913,0.190598911527375,0.384468554064936,0.185003098044874,0.181434848664136,0.37025968391364,0.270111162259974,0.337927886913251,0.199908488050547,0.259844907234126,668.744517291671
"a_local",0.290085141227387,0.127698087255726,-0.000302825667830952,0.211431748539184,0.000766464550543642,0.00810091935635769,0.00773854668952138,0.218559644379242,0.308268554598996,0.0079790139767182,0.0719770809822983,296.863968736487
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
