season,beta,kappa,seed,start_month,moore,suit_thresh,latency_period,a_s,a_l,a_ld,cluster
2,1,500,0,4,3,0,3,125,0,50,353
2,1,500,0,4,3,0,3,400,50,50,376
2,1,1000,0,5,3,0,2,150,0,0,135
2,1,1000,0,4,3,0,3,150,50,125,374
1,1,500,0,4,3,0,2,400,50,0,73
2,2,500,0,5,3,0,3,400,400,400,209
2,2,1000,0,5,3,0,3,300,100,100,211
2,1,500,0,4,2,0,3,150,100,125,304
2,2,1000,0,4,3,0,2,100,100,0,88
1,1,500,0,5,1,0,1,100,100,0,443
2,2,1000,0,4,2,0,3,150,75,125,293
1,2,1000,0,4,3,0,2,50,50,0,114
2,2,1000,0,4,3,0,3,50,75,75,343
2,2,1000,0,4,2,0,3,300,50,100,296
1,0,500,1,3,2,0,2,200,100,0,27
2,2,500,0,5,3,0,3,100,75,75,208
2,2,500,0,5,2,0,3,150,50,150,166
2,0,500,0,5,1,0,3,75,0,150,270
2,1,500,0,5,2,0,3,125,50,150,175
2,0,500,0,5,3,0,2,100,100,0,110
2,1,1000,0,4,3,0,3,600,200,200,368
2,1,500,0,3,3,0,2,300,100,0,72
2,2,500,0,5,2,0,3,400,600,200,164
2,1,500,0,4,2,0,3,600,400,600,311
2,0,1000,0,3,3,0,2,300,100,0,72
2,0,1000,0,4,1,0,3,50,0,50,377
1,0,1000,1,3,2,0,2,200,50,0,29
2,2,500,1,4,2,0,1,100,0,0,427
2,1,1000,0,5,3,0,3,150,25,50,240
2,1,1000,0,4,2,0,3,200,0,400,316
2,1,500,1,5,1,0,3,75,0,50,277
2,1,500,0,5,3,0,3,200,0,600,255
1,0,1000,1,5,2,0,2,400,200,0,55
1,2,1000,0,5,3,0,2,200,600,0,105
2,2,500,0,4,3,0,3,200,600,600,332
2,1,1000,0,5,3,0,3,600,400,400,249
2,1,1000,0,5,2,0,3,400,50,100,176
2,2,1000,0,3,2,0,3,150,50,25,385
1,2,1000,0,4,1,0,3,300,0,150,415
1,2,500,1,3,3,0,2,200,0,0,154
2,0,500,0,4,1,0,3,100,0,200,379
1,0,500,0,5,2,0,1,600,0,0,12
2,1,500,0,4,2,0,3,125,0,100,317
2,2,1000,0,5,3,0,3,600,600,400,210
2,1,1000,0,5,3,0,3,200,100,200,251
2,1,1000,0,5,3,0,3,300,0,100,257
2,0,500,1,5,2,0,2,400,100,0,58
2,1,500,1,5,1,0,3,400,0,400,281
2,2,500,0,4,2,0,3,50,25,75,300
2,0,500,0,5,1,0,3,75,50,50,266
2,1,1000,0,4,3,0,3,150,0,25,358
2,2,1000,0,5,2,0,3,150,25,25,199
2,1,1000,1,3,2,0,2,200,200,0,34
1,2,500,0,4,3,0,2,600,600,0,97
2,2,500,0,4,2,0,3,75,25,150,302
2,2,1000,0,4,3,0,3,150,100,100,333
2,2,1000,1,3,2,0,2,600,400,0,64
2,1,1000,0,4,2,0,3,150,0,200,315
2,1,500,0,5,2,0,3,150,75,25,199
2,2,1000,0,4,2,0,3,600,0,200,328
2,2,500,0,4,3,0,3,400,100,50,337
2,1,500,0,5,3,0,3,50,50,200,246
2,1,1000,0,5,3,0,3,25,25,125,237
2,1,1000,0,4,3,0,3,50,100,200,373
2,2,1000,0,5,3,0,3,50,25,125,234
1,0,1000,0,4,2,0,1,200,0,0,2
2,1,500,0,4,2,0,3,100,0,150,318
1,0,500,0,3,3,0,2,200,200,0,85
1,1,500,1,4,2,0,2,200,50,0,33
2,2,1000,0,3,2,0,1,50,0,0,14
1,0,1000,1,5,2,0,2,100,100,0,44
1,1,1000,0,5,2,0,3,50,0,50,398
2,1,1000,1,5,1,0,2,15,0,5,397
2,1,500,0,5,3,0,3,200,0,100,258
1,0,1000,1,4,2,0,2,50,50,0,37
2,2,1000,0,4,2,0,3,150,25,100,298
1,1,1000,0,5,1,0,2,125,0,25,393
2,1,1000,0,4,2,0,3,400,100,100,314
2,1,500,0,5,3,0,3,200,50,150,254
2,0,500,0,5,1,0,3,50,0,100,270
2,0,1000,0,3,3,0,2,600,200,0,83
2,2,500,1,5,1,0,3,125,0,125,274
2,2,500,0,5,3,0,3,125,75,25,227
2,1,1000,0,5,2,0,3,50,0,50,287
2,1,500,0,4,3,0,3,300,100,200,375
2,1,500,0,4,2,0,3,50,100,50,307
2,2,500,0,5,2,0,3,300,0,200,182
2,2,1000,0,5,1,0,1,400,50,0,441
2,2,1000,1,5,2,0,2,200,50,0,41
1,0,1000,0,5,3,0,2,400,100,0,89
2,1,1000,0,5,3,0,3,100,100,150,242
2,0,1000,1,4,2,0,2,50,50,0,37
2,0,1000,0,5,1,0,3,125,25,125,262
2,1,500,0,4,3,0,3,125,25,125,360
2,1,1000,0,5,2,0,3,50,25,150,192
2,2,1000,1,5,1,0,3,100,0,200,274
2,1,1000,0,5,3,0,3,100,0,50,217
2,2,500,0,4,3,0,3,150,25,125,333
2,1,500,0,4,2,0,1,600,0,0,8
2,2,500,0,4,3,0,3,150,0,100,350
1,2,1000,0,5,3,0,2,400,400,0,100
2,1,500,1,4,2,0,2,200,50,0,33
2,1,1000,0,3,3,0,2,200,100,0,70
2,1,1000,0,5,3,0,3,25,0,75,235
2,2,500,0,4,3,0,3,150,100,150,333
1,2,500,0,4,3,0,2,150,0,0,127
2,0,500,0,5,3,0,2,400,200,0,99
1,0,500,0,3,2,0,1,300,0,0,5
2,0,1000,0,4,2,0,1,200,0,0,2
2,1,500,0,4,2,0,3,100,50,50,307
2,2,1000,0,5,3,0,3,125,100,125,204
2,1,500,0,3,3,0,2,600,200,0,83
1,1,1000,0,5,2,0,1,50,0,0,21
2,1,500,0,5,2,0,3,50,0,100,191
2,1,500,0,5,3,0,3,125,0,100,258
1,1,1000,0,3,3,0,2,400,600,0,94
1,1,500,0,3,3,0,2,200,50,0,75
2,1,1000,0,4,2,0,3,300,0,100,319
2,2,500,0,4,3,0,2,100,100,0,88
2,1,500,1,5,1,0,3,300,0,50,278
1,1,1000,0,5,2,0,1,600,0,0,12
1,1,1000,0,4,1,0,3,150,0,75,407
2,1,1000,0,4,3,0,3,50,25,75,359
2,2,500,0,4,2,0,3,150,0,25,321
1,0,1000,1,3,2,0,2,600,400,0,64
2,1,500,0,5,3,0,2,200,600,0,105
2,1,1000,0,5,3,0,3,150,0,200,256
2,1,500,0,4,3,0,3,150,75,25,354
2,0,1000,0,5,3,0,2,200,600,0,105
2,0,1000,0,4,1,0,3,300,0,150,379
1,0,500,0,5,3,0,2,300,50,0,84
2,2,1000,0,5,3,0,3,600,0,200,224
2,2,1000,1,4,1,0,3,300,0,50,403
2,2,1000,1,5,2,0,2,400,200,0,55
2,2,500,0,5,3,0,3,75,25,150,233
1,1,1000,1,3,2,0,2,150,100,0,27
2,2,1000,0,5,3,0,3,50,100,125,234
2,1,1000,0,4,2,0,3,125,25,125,304
2,2,1000,0,4,3,0,3,150,25,25,356
2,2,1000,1,3,3,0,2,50,0,0,159
2,0,1000,0,3,2,0,1,400,0,0,6
2,2,1000,0,4,3,0,3,125,100,25,356
2,0,500,0,3,3,0,2,600,0,0,119
1,1,500,1,3,2,0,2,150,100,0,27
2,0,500,0,5,3,0,2,300,50,0,84
2,2,500,1,5,2,0,1,200,0,0,419
1,2,1000,0,3,3,0,2,300,100,0,72
2,2,500,0,4,3,0,3,75,75,75,342
1,0,1000,0,3,2,0,1,400,0,0,6
2,1,500,1,4,2,0,2,20,25,0,67
2,2,1000,0,4,2,0,3,75,100,150,303
2,2,1000,0,5,3,0,3,200,0,50,226
1,1,500,0,4,3,0,2,300,0,0,116
2,1,1000,1,5,2,0,2,100,50,0,46
2,2,1000,1,5,1,0,3,100,0,75,275
2,2,500,0,4,2,0,3,100,50,150,297
2,2,500,0,4,2,0,3,100,75,75,300
2,1,1000,0,5,2,0,3,200,50,150,177
2,1,500,0,4,2,0,3,200,0,600,316
2,1,500,0,3,3,0,2,200,50,0,75
2,2,1000,0,4,2,0,3,300,100,150,296
2,1,1000,0,4,2,0,3,150,25,50,307
1,0,500,0,5,3,0,2,600,600,0,101
2,1,1000,0,5,3,0,3,200,0,400,250
2,1,500,0,4,3,0,3,200,0,50,345
2,2,500,1,4,2,0,2,400,100,0,30
2,1,500,1,4,1,0,3,100,0,75,403
2,1,1000,0,5,2,0,1,600,0,0,12
1,1,500,0,3,3,0,2,400,600,0,94
2,1,1000,0,4,3,0,3,50,25,150,373
2,2,1000,0,4,2,0,3,75,50,50,289
2,1,1000,1,5,2,0,2,600,600,0,53
2,2,500,0,4,3,0,3,400,50,200,334
2,2,500,0,5,3,0,3,100,25,125,205
2,1,500,0,5,3,0,3,400,600,600,249
2,2,500,0,4,3,0,3,600,400,200,335
2,1,1000,0,4,3,0,3,75,75,100,373
1,2,500,1,4,3,0,2,400,0,0,144
2,2,500,0,4,2,0,3,125,75,25,291
2,2,500,0,4,3,0,3,300,0,200,348
2,1,500,0,5,3,0,3,50,100,50,244
2,0,1000,0,5,3,0,2,400,400,0,100
2,2,500,0,3,2,0,3,150,100,25,385
2,0,1000,0,5,2,0,1,100,0,0,20
2,2,500,0,4,3,0,3,50,75,25,355
2,2,1000,1,5,2,0,1,600,0,0,416
2,1,1000,1,5,1,0,3,400,0,100,280
2,1,1000,1,4,1,0,3,75,0,50,403
2,2,1000,0,4,3,0,2,50,0,0,133
2,1,500,0,5,2,0,3,75,50,50,200
2,1,1000,0,5,3,0,2,150,50,0,108
2,2,1000,0,5,2,0,3,400,200,200,164
2,1,500,0,5,3,0,2,400,400,0,100
2,1,500,0,5,3,0,3,100,50,50,245
2,1,500,0,5,3,0,3,400,50,100,254
2,2,500,0,5,2,0,3,100,0,50,187
1,2,1000,0,3,3,0,2,600,200,0,83
2,1,1000,1,5,2,0,2,50,100,0,38
2,0,500,0,3,3,0,2,600,400,0,93
1,1,1000,0,3,2,0,1,300,0,0,5
2,2,500,0,5,2,0,3,150,0,100,188
1,0,1000,0,4,3,0,2,200,50,0,71
2,2,1000,0,5,3,0,2,400,100,0,89
1,1,1000,0,3,3,0,2,200,400,0,92
2,1,500,1,5,1,0,3,50,0,200,274
1,1,500,0,3,3,0,2,200,400,0,92
2,2,1000,1,5,2,0,2,100,100,0,44
1,2,1000,1,5,2,0,1,600,0,0,416
2,1,500,0,5,3,0,3,100,0,150,258
2,1,500,0,5,2,0,3,75,0,150,189
2,2,1000,0,4,3,0,3,200,200,600,332
2,0,500,0,3,1,0,3,75,0,125,381
2,2,500,0,5,3,0,3,600,200,400,210
2,1,1000,0,4,3,0,3,75,25,25,354
2,1,1000,0,3,2,0,1,300,0,0,5
2,0,500,0,5,3,0,2,300,0,0,126
2,1,500,0,4,2,0,3,200,600,200,313
2,1,1000,0,4,2,0,3,400,600,400,311
2,1,500,0,4,3,0,3,125,100,150,372
2,1,500,0,5,3,0,3,75,50,100,247
2,2,500,0,4,3,0,2,400,200,0,93
2,1,1000,0,5,3,0,3,125,50,150,242
2,2,500,0,4,2,0,3,300,100,100,296
2,2,1000,0,5,2,0,3,100,25,100,167
2,2,1000,0,4,2,0,3,75,0,150,325
2,1,500,0,4,2,0,3,200,0,100,319
1,0,1000,0,5,2,0,1,100,0,0,20
2,2,1000,0,4,2,0,3,400,400,400,295
2,2,1000,0,5,2,0,3,125,75,150,166
2,1,500,0,4,2,0,3,150,50,125,306
2,2,500,0,4,2,0,3,125,50,125,297
2,2,1000,0,5,3,0,3,75,0,50,219
1,0,1000,1,5,3,0,2,300,0,0,143
2,2,1000,0,4,3,0,3,100,100,50,340
2,1,500,0,4,2,0,3,400,200,600,311
2,0,500,0,5,1,0,3,400,0,200,269
2,2,1000,0,4,3,0,3,150,0,100,350
2,1,500,0,4,1,0,2,20,0,10,283
2,0,500,1,5,2,0,1,100,0,0,424
2,1,500,1,3,2,0,2,400,50,0,28
2,2,500,0,5,3,0,3,25,0,125,235
2,0,500,1,4,2,0,2,100,100,0,42
2,1,1000,1,3,3,0,2,100,0,0,156
2,1,1000,0,5,3,0,3,400,100,150,253
2,1,500,0,5,2,0,3,50,25,25,201
2,1,500,0,5,3,0,3,125,25,25,228
2,1,500,0,3,1,0,2,20,0,5,404
2,2,500,1,5,1,0,3,100,0,200,274
2,1,1000,0,4,3,0,3,400,400,200,368
1,2,500,0,4,1,0,3,200,0,150,415
2,1,500,0,4,3,0,3,200,400,400,368
1,1,1000,0,3,2,0,1,50,0,0,14
2,2,500,0,5,2,0,3,25,25,150,287
1,2,1000,0,5,3,0,2,400,0,0,125
2,1,1000,0,4,3,0,3,50,0,150,365
2,2,1000,0,5,3,0,3,125,75,25,227
2,2,1000,1,5,1,0,3,125,0,125,274
2,2,1000,0,4,3,0,3,400,600,200,334
2,1,1000,0,4,2,0,3,150,50,75,306
2,2,1000,0,5,2,0,3,300,0,200,182
2,0,500,0,5,1,0,1,300,50,0,441
2,2,500,0,4,2,0,3,600,600,400,294
2,1,1000,1,5,1,0,3,125,0,75,275
2,1,1000,0,5,2,0,3,200,400,600,170
2,2,1000,0,5,3,0,3,150,50,200,204
2,1,1000,0,4,2,0,3,100,100,100,304
1,0,500,0,5,1,0,1,400,400,0,432
1,1,1000,1,3,3,0,2,100,0,0,156
2,0,500,0,4,3,0,2,400,100,0,82
1,0,500,0,5,1,0,1,300,50,0,441
2,2,1000,0,5,2,0,3,200,600,600,160
2,2,1000,0,5,3,0,2,400,0,0,125
1,2,500,1,5,2,0,2,600,600,0,53
2,0,1000,1,5,3,0,2,300,0,0,143
2,2,500,0,5,3,0,3,50,25,125,234
2,1,500,0,5,3,0,3,300,50,150,254
2,2,500,0,5,2,0,3,150,100,100,168
2,1,1000,0,4,2,0,3,100,25,150,304
2,2,1000,0,4,3,0,3,125,50,100,333
1,2,500,0,4,2,0,1,600,0,0,8
2,2,1000,0,5,2,0,1,50,0,0,21
1,1,500,1,3,2,0,2,400,50,0,28
2,0,1000,0,4,1,0,3,150,0,125,379
2,1,1000,0,5,2,0,3,125,75,50,193
2,2,500,0,4,2,0,3,100,100,75,299
1,0,1000,0,4,3,0,2,400,200,0,93
2,1,1000,0,5,3,0,3,400,200,400,249
2,1,1000,0,4,2,0,3,125,75,100,304
1,2,1000,1,4,2,0,2,200,600,0,50
2,1,500,0,4,3,0,2,150,0,0,127
2,1,500,0,5,3,0,3,200,200,200,253
2,1,1000,1,5,3,0,2,400,0,0,142
2,2,500,1,3,2,0,2,600,400,0,64
2,1,500,0,5,2,0,3,600,0,400,178
2,2,1000,0,4,2,0,3,50,75,100,301
2,2,500,0,4,2,0,3,600,0,200,328
1,2,1000,0,3,3,0,2,100,0,0,130
1,0,1000,0,4,3,0,2,100,100,0,88
2,0,500,0,5,1,0,3,150,0,75,271
2,1,1000,0,4,3,0,3,600,0,600,371
2,2,500,0,5,2,0,3,150,25,25,199
2,0,1000,0,5,1,0,3,100,75,50,261
2,2,1000,0,3,1,0,2,25,0,10,405
2,1,500,0,5,1,0,1,600,600,0,433
2,0,1000,0,5,1,0,1,600,600,0,433
1,1,500,1,4,2,0,1,100,0,0,427
1,0,1000,1,3,3,0,2,600,0,0,148
2,2,1000,0,5,2,0,3,100,75,125,167
1,1,1000,1,4,2,0,1,50,0,0,428
2,0,500,0,4,1,0,3,125,0,125,378
2,1,500,0,5,2,0,3,400,50,50,194
2,1,1000,0,5,3,0,3,100,50,125,242
1,2,1000,1,4,2,0,2,400,400,0,47
2,0,1000,1,3,3,0,2,600,0,0,148
1,0,500,0,5,3,0,2,150,0,0,135
2,1,1000,0,5,3,0,3,125,100,75,243
2,1,500,0,5,3,0,3,75,100,25,229
2,0,500,1,4,2,0,2,400,200,0,65
1,0,1000,1,4,2,0,2,400,50,0,32
2,2,500,0,5,3,0,3,100,75,100,208
2,2,1000,0,4,2,0,3,75,25,75,300
1,1,1000,0,4,3,0,2,300,50,0,73
2,1,1000,0,5,2,0,3,75,100,100,192
2,1,1000,0,4,3,0,3,75,25,125,373
2,1,1000,0,5,1,0,1,150,50,0,439
2,1,500,0,5,2,0,3,400,0,150,179
2,2,1000,0,4,2,0,3,200,50,100,292
2,2,500,0,5,3,0,3,125,25,150,204
2,1,500,1,3,3,0,2,200,0,0,154
2,1,500,0,5,3,0,3,150,25,150,242
1,0,1000,1,4,2,0,2,400,100,0,30
2,2,500,0,4,2,0,3,125,100,125,297
2,1,500,0,5,3,0,3,100,25,75,240
2,1,500,0,5,2,0,3,75,25,75,203
1,1,1000,1,5,3,0,2,400,0,0,137
2,2,1000,0,5,2,0,3,150,100,150,166
1,0,500,0,5,1,0,1,200,600,0,435
2,2,1000,0,5,3,0,3,100,75,75,208
2,1,1000,0,4,3,0,3,75,0,100,365
2,2,1000,0,3,3,0,2,100,0,0,130
2,1,500,0,4,3,0,3,100,75,125,360
2,2,500,0,5,3,0,3,125,75,75,207
2,2,1000,0,4,3,0,3,200,600,600,332
1,1,500,1,3,2,0,2,400,400,0,64
1,2,1000,1,5,2,0,1,200,0,0,419
2,0,500,0,5,1,0,3,50,0,150,270
2,1,1000,0,4,3,0,3,150,100,50,361
1,0,500,1,5,2,0,2,600,400,0,53
2,0,1000,0,3,1,0,3,200,0,50,382
2,1,1000,0,5,2,0,3,50,25,100,203
2,1,1000,0,4,3,0,3,200,400,600,367
2,1,500,0,5,3,0,3,200,50,50,241
2,2,500,0,5,3,0,3,600,600,400,210
1,0,500,1,4,2,0,2,20,20,0,68
2,1,1000,0,5,2,0,3,125,0,50,187
1,2,500,0,5,1,0,1,400,600,0,434
2,2,500,1,5,1,0,2,20,0,5,397
2,1,1000,0,5,3,0,3,100,100,100,243
2,0,1000,0,5,1,0,3,75,75,100,263
2,2,500,0,4,3,0,3,150,0,150,350
2,1,500,0,4,2,0,3,200,200,200,312
2,0,500,1,4,3,0,2,150,0,0,150
2,1,1000,0,4,2,0,3,400,200,400,311
2,2,500,1,4,2,0,2,200,200,0,66
1,2,500,0,5,2,0,3,25,0,75,399
1,1,500,0,4,3,0,2,50,50,0,114
2,2,500,0,4,3,0,3,150,100,100,333
2,1,1000,0,5,3,0,3,25,0,25,239
2,1,500,0,5,3,0,3,400,200,600,249
2,2,500,0,4,3,0,3,150,50,50,341
2,2,1000,0,5,3,0,3,75,75,125,233
2,1,500,0,5,2,0,1,100,0,0,20
2,0,1000,1,5,2,0,2,200,400,0,59
2,1,1000,0,5,3,0,3,100,50,200,242
2,2,500,0,4,3,0,3,200,50,200,332
2,1,500,0,4,2,0,3,100,0,100,317
2,2,500,0,4,2,0,3,75,25,75,300
2,1,500,1,5,2,0,2,200,400,0,59
1,0,1000,0,3,3,0,2,600,600,0,94
2,2,1000,1,5,2,0,1,200,0,0,419
2,2,1000,0,5,2,0,3,400,600,200,164
2,2,1000,0,4,2,0,3,150,25,150,298
2,1,500,0,5,3,0,3,200,50,100,254
2,1,1000,0,4,2,0,3,400,100,150,313
1,1,1000,1,3,2,0,2,400,400,0,64
2,2,1000,1,5,2,0,2,200,100,0,57
2,1,500,0,5,2,0,3,200,400,400,172
2,1,500,0,4,2,0,3,75,50,150,305
2,1,1000,0,5,2,0,3,400,400,200,173
2,1,500,0,5,3,0,3,200,0,150,257
2,1,1000,0,5,2,0,3,400,50,150,173
2,0,1000,1,4,2,0,2,20,25,0,67
2,2,500,1,5,2,0,1,600,0,0,416
1,2,1000,0,4,1,0,3,300,0,100,411
2,0,500,0,5,3,0,2,50,50,0,115
1,1,500,0,5,1,0,2,100,0,25,392
2,0,500,0,3,3,0,2,200,0,0,128
2,2,1000,0,5,3,0,3,25,0,125,235
2,1,500,0,4,2,0,3,125,0,150,318
2,0,1000,0,4,1,0,3,150,0,200,379
2,1,1000,0,5,3,0,3,300,0,150,257
2,1,1000,1,5,2,0,2,50,50,0,39
2,2,500,0,4,2,0,3,75,25,100,302
2,2,1000,0,5,3,0,3,150,50,125,204
1,2,500,0,5,1,0,1,200,400,0,436
2,2,1000,0,5,2,0,3,150,25,75,197
2,1,1000,0,4,3,0,3,150,0,75,366
2,2,500,0,5,3,0,3,125,100,125,204
2,1,500,0,5,2,0,3,150,75,75,174
2,2,500,0,4,2,0,3,50,75,150,301
2,1,1000,0,5,2,0,3,150,75,125,175
2,1,1000,0,5,2,0,1,200,0,0,19
2,2,1000,0,4,3,0,3,150,100,150,333
2,2,500,0,4,3,0,2,200,100,0,86
2,1,500,0,5,2,0,3,100,100,50,193
1,1,500,1,3,2,0,2,200,600,0,62
1,1,1000,1,3,2,0,2,200,600,0,62
2,2,500,0,5,2,0,3,150,50,100,168
2,1,500,0,5,2,0,3,125,50,100,174
2,0,500,0,5,1,0,3,75,0,100,270
2,2,1000,0,4,2,0,3,300,50,150,296
2,2,500,1,5,1,0,3,100,0,125,274
2,2,500,0,5,3,0,3,100,75,25,229
1,2,1000,0,4,3,0,2,400,50,0,73
2,0,500,1,3,2,0,2,600,600,0,61
1,1,1000,0,5,2,0,1,200,0,0,19
2,0,1000,0,5,3,0,2,150,100,0,106
2,1,500,1,5,2,0,2,400,600,0,52
2,0,1000,1,5,2,0,2,400,600,0,52
2,1,500,0,5,3,0,2,150,100,0,106
1,0,1000,1,4,2,0,2,20,25,0,67
2,1,500,0,5,1,0,2,100,0,25,394
2,1,500,0,4,2,0,3,150,50,200,304
2,1,500,0,3,2,0,1,400,0,0,6
2,2,1000,0,5,3,0,2,200,200,0,104
1,1,1000,1,5,2,0,2,50,50,0,39
1,0,500,0,4,2,0,1,100,0,0,3
2,1,500,0,4,2,0,3,125,50,50,307
2,1,1000,0,5,3,0,2,600,400,0,101
2,1,1000,0,5,3,0,3,300,50,50,241
2,2,1000,0,5,2,0,3,100,0,50,187
1,2,1000,0,4,3,0,2,200,400,0,103
2,2,500,0,4,3,0,3,150,25,75,333
2,0,500,0,4,3,0,2,200,200,0,90
2,2,1000,0,4,2,0,3,400,50,100,296
1,0,500,1,4,3,0,2,300,0,0,144
2,0,1000,1,3,3,0,2,200,0,0,154
1,0,500,0,5,1,0,1,150,100,0,442
2,2,1000,0,5,3,0,3,75,25,100,233
2,1,500,1,3,3,0,2,600,0,0,148
1,1,1000,0,4,3,0,2,600,200,0,93
2,0,500,0,5,1,0,3,150,50,100,262
2,1,1000,0,4,3,0,3,50,0,50,365
2,1,1000,0,5,3,0,3,25,75,150,237
2,2,1000,0,5,3,0,3,50,75,150,234
1,0,1000,0,4,3,0,2,200,100,0,86
1,2,500,0,5,3,0,2,600,400,0,101
2,2,500,0,5,3,0,3,75,0,50,219
2,1,1000,1,4,1,0,3,400,0,50,403
2,1,1000,0,4,3,0,3,100,75,50,361
2,0,500,0,5,1,0,3,50,25,75,266
2,2,500,0,4,2,0,3,75,50,50,289
2,2,1000,0,5,3,0,3,300,100,150,212
2,1,500,0,4,3,0,3,100,25,100,360
2,2,500,0,4,2,0,3,75,0,150,325
2,1,500,0,4,3,0,3,400,0,100,364
1,1,1000,0,4,1,0,3,75,0,100,410
1,1,1000,0,5,2,0,2,20,0,10,390
2,1,1000,0,5,2,0,3,300,50,100,176
2,0,1000,0,5,1,0,3,100,25,100,262
2,1,1000,0,5,2,0,3,50,75,125,192
2,1,500,0,4,3,0,3,125,75,150,360
1,1,1000,1,3,2,0,2,150,50,0,29
2,1,500,0,4,2,0,3,75,100,75,307
2,2,500,0,4,3,0,3,150,75,150,333
1,2,500,0,4,1,0,3,125,0,100,411
2,1,500,1,5,1,0,3,50,0,125,275
1,1,1000,0,3,3,0,2,50,100,0,111
2,0,1000,0,5,1,0,3,125,0,25,267
2,0,1000,0,5,1,0,3,75,25,125,263
1,0,1000,1,3,3,0,2,200,0,0,154
2,2,1000,0,4,2,0,3,100,75,25,291
2,0,1000,0,3,1,0,3,75,0,75,381
1,1,500,0,4,3,0,2,600,200,0,93
2,2,1000,0,5,1,0,1,600,200,0,438
2,1,500,0,4,2,0,3,100,25,25,290
2,2,500,0,5,3,0,2,400,0,0,125
2,1,1000,0,5,1,0,1,200,400,0,436
1,2,1000,1,4,2,0,2,150,100,0,43
2,0,500,0,3,1,0,3,150,0,50,383
2,2,500,0,4,3,0,3,300,100,50,337
2,2,500,1,4,1,0,3,300,0,50,403
1,1,1000,0,4,1,0,3,50,0,150,409
1,1,500,0,4,3,0,2,300,100,0,82
2,2,1000,0,5,2,0,3,150,0,150,181
2,2,500,0,4,2,0,3,600,200,400,294
1,2,500,1,4,2,0,2,50,50,0,37
2,2,500,0,4,2,0,3,50,0,100,325
2,2,1000,0,5,1,0,1,300,100,0,444
2,0,500,1,4,2,0,2,200,100,0,31
2,1,500,0,4,2,0,3,50,100,125,305
1,2,500,0,4,1,0,3,100,0,150,411
2,1,500,0,5,2,0,3,150,0,25,190
2,2,1000,0,5,2,0,3,200,200,600,160
2,2,500,1,5,1,0,3,200,0,200,279
2,0,500,0,3,1,0,3,400,0,100,382
2,0,1000,0,5,2,0,3,25,0,25,264
2,2,1000,0,5,3,0,3,400,400,400,209
1,2,500,0,4,2,0,1,200,0,0,2
2,2,1000,0,4,2,0,3,125,75,75,299
2,0,1000,0,4,3,0,2,150,0,0,127
1,1,1000,0,3,3,0,2,100,50,0,77
2,1,1000,0,5,3,0,3,150,50,25,228
2,1,500,1,5,3,0,2,300,0,0,137
2,1,1000,0,5,3,0,3,400,600,400,249
1,0,1000,1,4,2,0,2,200,200,0,66
2,1,500,0,5,3,0,3,200,600,200,253
2,1,500,0,4,2,0,3,125,25,75,306
1,2,1000,1,4,2,0,2,200,50,0,33
2,2,1000,0,4,2,0,3,150,0,25,321
1,2,1000,0,4,3,0,2,400,600,0,97
2,2,500,0,3,1,0,2,25,0,10,406
2,2,500,0,5,3,0,3,300,100,100,211
2,0,500,0,5,2,0,3,25,0,125,264
2,1,500,0,5,2,0,3,125,100,150,175
2,1,1000,0,5,3,0,3,150,0,125,256
1,0,1000,0,4,3,0,2,150,0,0,127
2,1,1000,0,5,1,0,1,400,600,0,434
2,1,500,0,4,3,0,3,400,0,600,370
2,2,500,0,5,2,0,3,600,400,200,164
2,1,500,0,5,3,0,3,75,75,75,245
2,2,500,0,3,3,0,2,100,0,0,130
2,1,500,0,4,2,0,3,400,600,600,311
2,2,1000,0,5,3,0,3,50,100,200,234
2,1,1000,0,5,2,0,3,400,0,400,178
2,0,500,0,5,1,0,3,75,25,25,266
2,2,1000,0,5,2,0,3,150,50,50,197
2,2,500,0,4,2,0,3,75,75,125,303
2,1,500,0,5,2,0,3,125,100,25,199
2,2,1000,0,4,3,0,3,400,200,200,334
2,2,500,1,5,1,0,3,100,0,75,275
2,1,1000,0,5,2,0,3,150,25,100,175
1,1,1000,0,4,3,0,2,300,100,0,82
2,1,500,0,5,3,0,3,75,100,150,246
2,2,1000,0,4,3,0,3,75,75,75,342
2,2,500,0,3,3,0,2,600,600,0,94
2,2,500,0,5,3,0,3,200,0,50,226
2,2,500,0,5,3,0,3,100,75,150,205
1,0,1000,0,5,1,0,1,600,200,0,438
1,1,500,1,5,2,0,1,600,0,0,416
2,1,1000,0,4,3,0,3,50,75,125,373
2,1,1000,0,4,2,0,3,200,100,200,312
2,2,1000,0,4,2,0,3,600,600,400,294
2,1,500,0,5,3,0,3,75,100,75,245
2,1,1000,0,5,3,0,3,125,100,25,228
2,2,500,0,5,3,0,3,125,25,100,207
2,2,1000,0,4,2,0,3,200,50,150,292
1,2,500,1,5,2,0,2,200,50,0,41
2,1,500,0,5,3,0,3,150,25,100,243
1,2,500,0,5,1,0,1,400,50,0,441
2,1,1000,0,5,2,0,3,75,100,150,192
2,1,500,0,5,2,0,3,400,0,100,179
2,1,1000,0,4,2,0,3,600,400,400,311
2,2,500,1,5,3,0,2,150,0,0,152
2,2,500,0,5,2,0,3,200,600,600,160
2,2,500,0,5,3,0,2,200,200,0,104
2,1,500,0,5,3,0,3,100,25,25,228
1,2,1000,0,3,3,0,2,200,50,0,75
2,2,1000,0,5,2,0,3,150,100,100,168
