season,beta,kappa,seed,start_month,moore,suit_thresh,latency_period,a_sd,a_local,a_long,cluster
2,1,500,0,4,2,0,3,150,25,75,3
1,1,1000,0,5,2,0,2,20,0,5,14
1,0,1000,1,3,3,0,2,150,0,0,19
2,2,500,0,5,2,0,3,100,25,150,4
1,0,500,1,4,2,0,2,25,15,0,16
2,2,500,0,5,3,0,2,200,400,0,1
2,1,500,0,5,2,0,3,150,75,100,4
1,0,1000,0,5,1,0,1,600,400,0,5
1,0,1000,1,3,2,0,2,150,50,0,11
2,2,1000,0,5,3,0,2,100,50,0,1
2,2,500,0,5,2,0,3,125,75,100,4
2,2,500,1,4,3,0,2,100,0,0,19
2,0,500,0,5,1,0,3,75,25,125,29
2,1,1000,0,5,2,0,3,600,200,400,24
1,0,1000,0,3,3,0,2,50,100,0,1
2,1,1000,0,5,3,0,3,125,50,25,26
2,1,1000,0,5,2,0,3,100,100,75,4
2,2,1000,0,4,2,0,3,150,75,75,25
2,2,500,0,4,3,0,3,400,600,400,18
2,2,500,0,4,3,0,3,50,50,125,18
2,1,1000,0,4,3,0,3,300,100,100,6
1,2,500,1,4,2,0,2,25,20,0,16
1,0,500,0,4,3,0,2,600,200,0,1
2,0,1000,0,3,1,0,3,300,0,50,7
1,1,1000,0,5,1,0,1,150,100,0,5
2,1,500,0,4,3,0,2,100,50,0,1
2,0,500,0,5,1,0,3,125,0,75,29
2,2,1000,0,5,2,0,3,125,0,150,12
2,1,1000,1,4,2,0,2,300,100,0,11
2,1,500,0,4,3,0,2,200,200,0,1
2,2,500,0,4,2,0,3,400,0,100,28
2,2,1000,0,4,3,0,2,150,100,0,1
1,1,500,0,5,1,0,1,150,100,0,5
2,1,1000,0,4,2,0,3,600,400,200,3
2,2,500,0,4,3,0,3,75,100,75,18
2,2,1000,0,5,2,0,3,125,50,50,4
2,1,500,0,4,2,0,3,400,100,200,3
1,1,500,0,4,3,0,2,100,50,0,1
2,2,1000,0,4,2,0,3,600,600,200,25
1,2,1000,0,5,2,0,2,25,0,5,14
2,0,500,0,5,1,0,3,600,0,600,29
2,1,1000,0,5,2,0,3,125,50,125,24
2,1,500,0,3,2,0,3,125,75,50,14
2,0,1000,1,3,3,0,2,150,0,0,19
1,2,500,0,3,3,0,2,400,400,0,1
1,0,500,0,5,3,0,2,600,0,0,13
2,2,1000,0,5,3,0,3,125,75,125,8
2,1,1000,0,5,3,0,3,125,0,125,8
2,2,1000,1,4,2,0,2,400,600,0,27
2,1,500,0,4,3,0,3,600,200,600,6
2,2,1000,0,4,3,0,3,200,100,50,18
2,0,1000,0,4,3,0,2,200,200,0,1
2,2,500,0,4,3,0,3,100,25,25,15
2,2,1000,0,3,2,0,3,125,25,50,14
2,0,500,0,5,1,0,3,125,25,125,29
2,0,1000,0,5,1,0,3,75,25,75,29
2,2,500,1,5,2,0,2,150,100,0,27
2,2,1000,0,5,2,0,3,75,0,75,10
2,1,1000,0,5,3,0,3,75,50,125,8
2,2,1000,0,3,2,0,3,75,100,50,14
1,2,1000,0,4,1,0,3,100,0,75,23
1,0,1000,0,4,3,0,2,200,0,0,13
1,1,500,1,4,2,0,2,150,50,0,11
2,1,1000,0,4,3,0,3,100,75,100,6
2,2,500,0,4,3,0,3,125,100,75,18
2,1,500,0,4,3,0,3,150,100,75,6
1,2,1000,0,4,1,0,3,100,0,125,23
1,1,500,0,4,3,0,2,50,100,0,1
2,2,500,0,4,3,0,3,125,25,75,18
2,2,500,0,5,3,0,2,400,600,0,1
2,2,1000,0,4,2,0,3,100,50,100,25
2,1,1000,0,4,3,0,3,125,25,150,6
2,1,500,0,5,3,0,3,200,100,100,8
2,2,1000,0,4,3,0,3,200,50,50,18
2,2,500,0,4,2,0,3,75,100,100,25
2,1,500,0,4,3,0,2,50,100,0,1
1,2,500,0,4,2,0,1,150,0,0,9
2,2,500,0,4,2,0,3,400,0,600,28
2,1,500,1,4,2,0,2,150,50,0,11
1,0,500,0,3,3,0,2,300,0,0,13
2,0,1000,0,4,3,0,2,200,0,0,13
2,2,1000,1,4,2,0,2,200,400,0,27
2,2,1000,0,4,2,0,3,125,100,50,25
1,0,500,0,4,3,0,2,300,100,0,1
2,2,1000,0,4,3,0,3,200,0,150,18
1,2,500,0,3,3,0,2,200,600,0,1
2,1,1000,0,4,3,0,3,400,0,200,6
2,1,1000,0,3,3,0,3,75,100,25,14
2,2,1000,0,5,2,0,3,75,50,150,4
2,2,500,0,4,3,0,3,100,50,125,18
2,1,500,0,4,3,0,2,600,0,0,13
2,2,1000,0,5,3,0,3,75,25,50,26
2,1,500,1,4,2,0,2,200,100,0,11
2,1,1000,0,5,3,0,3,100,50,75,8
2,1,500,0,5,2,0,3,50,0,25,10
2,2,1000,0,4,3,0,3,75,100,125,18
2,1,1000,1,4,2,0,2,600,200,0,27
2,1,500,0,4,3,0,3,75,75,125,6
1,2,500,0,4,1,0,3,150,0,100,23
2,2,1000,0,5,3,0,2,50,100,0,1
2,1,1000,0,5,2,0,3,75,0,125,12
2,1,1000,0,5,3,0,3,50,100,75,26
2,2,500,1,5,1,0,3,300,0,100,30
2,2,1000,1,5,2,0,2,150,50,0,11
1,2,500,0,5,1,0,2,75,0,25,14
2,0,1000,1,4,2,0,2,200,100,0,11
2,1,1000,1,5,1,0,3,150,0,75,30
1,0,1000,0,3,3,0,2,100,50,0,1
2,2,1000,0,5,2,0,3,100,0,100,12
2,1,500,0,4,3,0,3,75,25,50,15
